gene_id,baseMean,LFC_shrunk,lfcSE_shrunk,stat,pvalue,padj,LFC_raw,lfcSE_raw
ENSDARG00000009657,744.3436550504236,0.002577289049543907,0.07894799446374605,-1.9494715601550578,0.05123913593735946,0.15985888055440584,-0.17051262666728645,0.08746607550085221
ENSDARG00000096156,2.0184086800535024,0.049567083611422244,0.13079633526455126,0.922805470118336,0.3561085896771049,,0.7097749226684859,0.7691490196492526
ENSDARG00000076160,1.9256522895542454,0.0829522704421287,0.1370538341029039,-0.5724827690128292,0.5669949561202291,,-0.5238213638239124,0.914999354001821
ENSDARG00000117163,26.065886237124626,0.09104087121353477,0.1342325619972018,-1.7162075467953086,0.08612406243293003,0.2264523575296793,-0.49413648551536704,0.28792350111620996
ENSDARG00000076014,56.927522533351194,0.23182894208988591,0.18151339666507818,1.4576987022499173,0.14492360982937239,0.31871535610144536,0.30769274813327235,0.21108117038065358
ENSDARG00000098876,14.380109208204857,0.047130396029540327,0.12661952551602446,2.5580042561586334,0.010527480376801563,0.05406694283445479,0.9846812995660977,0.38494122798872826
ENSDARG00000103471,29.396609402936484,0.007582283125817111,0.12389699259719489,1.238004143260458,0.21571452454170148,0.4130234346350372,0.4360503616220704,0.35222043802993297
ENSDARG00000093665,6.420151339255053,-0.02571975188474584,0.128672218368991,0.8289259518934513,0.40714630923784534,0.6121396793622048,0.4446885287980676,0.536463513758135
ENSDARG00000098144,0.8320510683810672,0.0006112279090113696,0.14406681762901086,-0.2659887424342671,0.790247879055281,,-0.3739793304037865,1.4059968364871933
ENSDARG00000093658,650.8650189410178,0.020684806430781553,0.09430286069077971,2.3836016780485476,0.01714414766446409,0.07575259366480032,0.28839267172325805,0.12099029564342514
ENSDARG00000095324,9.017026562744611,-0.12506109730136938,0.15665715745445855,-1.3823303180735713,0.16687030096939748,0.35023751886667737,-0.6215570127400581,0.44964434666112646
ENSDARG00000098510,5.069394298937859,-0.009405750337982906,0.12814646172912728,0.07829616984738606,0.9375924641307699,0.9687621444028816,0.043682202593610865,0.5579098272464117
ENSDARG00000021336,4.378086235524375,0.08882462529671711,0.13899203482420253,0.7815575537846612,0.43447464039187966,0.6343157592581389,0.4732278601784504,0.6054932971818434
ENSDARG00000094646,1837.070387046726,-0.18399273496745588,0.10513227262652136,-0.9901638321160531,0.3220940475390802,0.5310432853962891,-0.10822193583118642,0.10929699946715703
ENSDARG00000021595,1894.7199303324267,-0.36631616189785704,0.1180199793522677,-3.033475146703595,0.0024175462372524608,0.01901736440902039,-0.31596102061554104,0.10415810426496765
ENSDARG00000096153,2.466560186381441,-0.02400384634914398,0.13312204507508532,0.11030175047308793,0.9121700690599047,,0.10419268450221014,0.9446149680791484
ENSDARG00000095200,75.99460840298315,0.8113212277309532,0.477206359318648,2.202479859260018,0.027631430287817837,0.10483514258344306,0.579935847725642,0.26331039772617354
ENSDARG00000102062,33.413613030766314,-0.10053275057205936,0.13826951151011677,0.8433840337012253,0.3990136985168644,0.6050493812757551,0.26037119590724256,0.3087219884452791
ENSDARG00000090116,47.087576705330164,0.12862463021528767,0.14350787368482756,-1.0372990992942874,0.29959648543069983,0.5071494711507156,-0.2711764820806242,0.26142554472968843
ENSDARG00000102464,236.48077459777193,0.8948134784669018,0.30058707475867497,4.8839700942360595,1.0397085090173252e-06,7.436961746544311e-05,1.061206560627265,0.21728359104403092
ENSDARG00000095149,2.4322871028466024,0.013564195042677371,0.12909954366336485,0.6707066959708895,0.5024073963611155,,0.7827798008792626,1.167097041943409
ENSDARG00000092714,7.3253720449243165,0.05693939026060044,0.1343502163475245,-0.7196791716847644,0.47172255317426215,0.6670065558494022,-0.43429589724650847,0.6034576438134572
ENSDARG00000112103,4.425005104316494,0.01897167936871471,0.12868183392350188,0.3906529239094919,0.6960538003384051,0.8317238406092566,0.3144853757274189,0.8050250144813461
ENSDARG00000096462,0.5109395147104119,-0.00374037036551311,0.14921160438996336,0.33385718789304064,0.7384873270513862,,0.7991491127496305,2.3936855090436384
ENSDARG00000045801,743.6329743777982,-0.21631001828262733,0.08689143654816078,-2.7165566118644384,0.006596491273326761,0.038998511037235124,-0.22394928896649396,0.08243866076208593
ENSDARG00000096855,3.5534512765024036,0.022386208732297266,0.13965518972136007,2.351345819376363,0.018705639977630476,,2.1890870219478233,0.9309932226508584
ENSDARG00000104074,1.5884404631225177,0.02012505821175124,0.17357178961712763,-1.5649597700273148,0.11759234255311142,,-2.480068973289541,1.584749346781134
ENSDARG00000015623,22.64877881759908,-0.09328055831412359,0.13090741335833855,0.29550405949360653,0.7676088517062161,0.8753622508175319,0.0754630896029673,0.25537073748592615
ENSDARG00000102559,2.9521973275364037,-0.02085886083302745,0.1316844599707847,0.7949919826428252,0.4266181658471575,,0.6518459082637525,0.8199402289527422
ENSDARG00000030694,3584.8495894250746,-0.22254339891856292,0.07781672925075536,-1.8358727134115354,0.06637648415394246,0.19027536755084218,-0.13395117994121955,0.07296321741843581
ENSDARG00000093168,1.7498083426745645,-0.08635385508725245,0.1501168934755023,-1.146558889522178,0.25156397539804143,,-1.1720068993896193,1.022195118017921
ENSDARG00000093983,10.417166059884321,0.01711674433008311,0.12712558580741584,-0.13418402596367315,0.8932570571079275,0.9455775816762509,-0.05866632900904863,0.43720799542063987
ENSDARG00000030598,785.7051895179204,-0.07677099438911253,0.07419109857518971,0.8110503598580667,0.41733675107714585,0.6203162692176668,0.06295857768002808,0.07762597835607371
ENSDARG00000113342,0.6401936229946136,-0.02014425251932577,0.15898668008255715,0.23803980460732602,0.8118502217407352,,0.5948231289939803,2.4988389230751102
ENSDARG00000097811,0.6130529895406154,-0.0061655226701358935,0.1325152038120837,-0.5877761639065573,0.5566825452184625,,-0.9610837977141148,1.635118701184529
ENSDARG00000116640,0.8493369433855614,-0.0030693787870646094,0.13259241780751366,0.23996450926415852,0.8103577703193705,,0.3365621268310354,1.4025496014518546
ENSDARG00000113663,0.5864957788774557,-0.003638463441105736,0.1503040157031095,-1.0178253938176574,0.3087609417988777,,-2.1027996983181843,2.065972917448058
ENSDARG00000101775,6.500516512852943,0.03727364620742017,0.14247605424876555,0.6601373504004432,0.5091656917940284,0.6977668748427587,0.5653095405137301,0.856351394404225
ENSDARG00000112642,0.8587390283989677,0.022035218018174846,0.1405766491539153,0.5344934409324481,0.5930001862269481,,0.7235572964630117,1.3537253052174656
ENSDARG00000090160,89.82411410683234,0.06376235005084885,0.11655727223709886,-0.03248218942807913,0.974087519312268,0.9877630915440734,-0.0062250369875794295,0.1916446242443933
ENSDARG00000045758,167.8799271013172,-5.388311561947012e-05,0.11849941123348302,-0.1453540735788984,0.884431323458979,0.9404906210080701,-0.036430674228003265,0.2506340092919972
ENSDARG00000096491,0.9311670137554232,0.029047178856059026,0.12443586022238534,0.65557623153397,0.5120968227367844,,1.216668869154891,1.8558770294463411
ENSDARG00000045760,317.51522974621724,-0.2935960825483417,0.1247184381544425,-1.3193865225108699,0.1870399251632372,0.3780516767323474,-0.15240386507638484,0.11551115800876255
ENSDARG00000031346,644.1442372306242,-0.05315254416420791,0.07805075846359451,0.2452206856695782,0.8062855604274713,0.8960295420054426,0.02080666241021113,0.08484872454131785
ENSDARG00000096461,2.9706737432166737,0.02231493868668193,0.12814108597953286,0.825229403176407,0.40924136324119653,,0.669618210402105,0.8114328062289882
ENSDARG00000099327,35.39874812237938,0.24836387232405444,0.21731158793095187,1.9334089123711684,0.05318584421645948,0.16376565915632837,0.5214293100104412,0.26969427247076805
ENSDARG00000017661,758.8029421659812,-0.19186186699917981,0.11466267583994305,-2.1644729515082157,0.030428070304973402,0.1122394377598599,-0.26285417395803,0.12144026737542361
ENSDARG00000007523,2381.5534333474725,-0.04566593374580801,0.09222877079022085,-1.2339439424354977,0.2172237936948873,0.4148006639777652,-0.13932912488991467,0.11291365847212939
ENSDARG00000045672,1.3901237528968977,0.009944681951498615,0.14827277561594643,-0.9318799970530377,0.35139854617317745,,-1.319935578135257,1.416422267147487
ENSDARG00000098115,12.1624587830248,0.10788362986699099,0.14585595901609202,1.2013696260053288,0.2296078529511929,0.42873645519184655,0.6505244985080241,0.5414857213188263
ENSDARG00000091561,12.931501794524118,0.11635277050800305,0.14736831089330238,2.712135621854901,0.006685123484256591,0.03937982487734852,1.2583063920604463,0.46395408176522435
ENSDARG00000026839,268.74236694613154,-0.08693138917573433,0.10903708598697816,-1.2021708067598873,0.22929735744903101,0.4284715603654377,-0.17619247815798084,0.1465619337678462
ENSDARG00000088961,3.8372655685208548,-0.0681162690179413,0.14026661557993933,1.1787023037518103,0.23851673798355144,,1.108690397052669,0.9406025537777493
ENSDARG00000089179,44.1626090524048,-0.16495399078655487,0.16932814309739402,-1.5109197784367732,0.1308088910224382,0.2982233838838901,-0.4861393061729348,0.3217505741277038
