name,ortholog_ensg,description,stat,baseMean,LFC_raw,LFC_shrunk,pvalue,padj,mmusculus_genes
ORMDL2,ENSG00000123353,ORMDL sphingolipid biosynthesis regulator 2 [Source:HGNC Symbol;Acc:HGNC:16037],0.711389114277239,612.0100372686862,0.0770661367572031,7.278482813893451e-06,0.4768431427762732,0.9999825715135549,ENSMUSG00000025353
NR4A1,ENSG00000123358,nuclear receptor subfamily 4 group A member 1 [Source:HGNC Symbol;Acc:HGNC:7980],-0.4112686467965318,2537.772275347764,-0.1239821776529662,-1.6734172278270267e-06,0.6808755570221465,0.9999825715135549,ENSMUSG00000023034
PDE1B,ENSG00000123360,phosphodiesterase 1B [Source:HGNC Symbol;Acc:HGNC:8775],-1.0259142080461925,949.447660786894,-0.2017106247846194,-5.608805744375442e-06,0.3049320248941338,0.9999825715135549,ENSMUSG00000022489
CDK2,ENSG00000123374,cyclin dependent kinase 2 [Source:HGNC Symbol;Acc:HGNC:1771],-1.2026471696802004,522.7199739036319,-0.1080395673896956,-1.152270065746604e-05,0.2291128859517157,0.9999825715135549,ENSMUSG00000025358
LRP1,ENSG00000123384,LDL receptor related protein 1 [Source:HGNC Symbol;Acc:HGNC:6692],-2.1422335799733343,19051.43433954942,-0.316711625421802,-9.372820414510226e-06,0.0321746906001467,0.9999825715135549,ENSMUSG00000040249
ATG101,ENSG00000123395,autophagy related 101 [Source:HGNC Symbol;Acc:HGNC:25679],1.226813885493447,342.39250458654067,0.1143996539369133,1.331642654442672e-05,0.2198925506936035,0.9999825715135549,ENSMUSG00000037204
NFE2,ENSG00000123405,"nuclear factor, erythroid 2 [Source:HGNC Symbol;Acc:HGNC:7780]",-0.0265685278772641,687.1674229079983,-0.0060468869674724,-1.8192583427942304e-06,0.9788038755097708,0.9999825715135549,ENSMUSG00000058794
IKZF4,ENSG00000123411,IKAROS family zinc finger 4 [Source:HGNC Symbol;Acc:HGNC:13179],-0.4370902142707236,246.02760016900447,-0.0658451675166555,-3.854615333916189e-06,0.6620459238490084,0.9999825715135549,ENSMUSG00000002578
SMUG1,ENSG00000123415,single-strand-selective monofunctional uracil-DNA glycosylase 1 [Source:HGNC Symbol;Acc:HGNC:17148],-0.5443891093580857,346.2218338760771,-0.0525838976301046,-5.853339287242008e-06,0.5861737385087074,0.9999825715135549,ENSMUSG00000036061
TUBA1B,ENSG00000123416,tubulin alpha 1b [Source:HGNC Symbol;Acc:HGNC:18809],-0.0479061470392189,703.10149996165,-0.0046418599592604,-2.2505722410359392e-08,0.96179104038874,0.9999825715135549,ENSMUSG00000023004
EEF1AKMT3,ENSG00000123427,EEF1A lysine methyltransferase 3 [Source:HGNC Symbol;Acc:HGNC:24936],0.1602060575700749,16.642197595527858,0.071699115338914,3.7681939458666644e-07,0.8727187577789917,0.9999825715135549,ENSMUSG00000080115
KBTBD4,ENSG00000123444,kelch repeat and BTB domain containing 4 [Source:HGNC Symbol;Acc:HGNC:23761],-0.964705970613401,366.8399994420849,-0.1027425660153198,-9.406301405636346e-06,0.3346921038875409,0.9999825715135549,ENSMUSG00000005505
SARDH,ENSG00000123453,sarcosine dehydrogenase [Source:HGNC Symbol;Acc:HGNC:10536],0.7973800327065312,406.6691708295465,0.105089730691118,6.320116838180679e-06,0.4252303521335624,0.9999825715135549,ENSMUSG00000009614
ATPAF1,ENSG00000123472,ATP synthase mitochondrial F1 complex assembly factor 1 [Source:HGNC Symbol;Acc:HGNC:18803],-0.329669738927299,125.2090633436759,-0.0535245219758074,-1.3041784063067955e-06,0.7416495214265604,0.9999825715135549,ENSMUSG00000028710
STIL,ENSG00000123473,STIL centriolar assembly protein [Source:HGNC Symbol;Acc:HGNC:10879],0.6674339403327906,27.331826172768984,0.2513968262021218,1.853584210109584e-06,0.5044949924104699,0.9999825715135549,ENSMUSG00000028718
HJURP,ENSG00000123485,Holliday junction recognition protein [Source:HGNC Symbol;Acc:HGNC:25444],0.2627300738745657,2611.1276048788536,0.0259353957454323,5.145352282639644e-06,0.7927586352540155,0.9999825715135549,ENSMUSG00000044783
IL13RA2,ENSG00000123496,interleukin 13 receptor subunit alpha 2 [Source:HGNC Symbol;Acc:HGNC:5975],1.459801881057064,18.158456071773877,0.6167344042871082,3.6099965124914894e-06,0.1443445314460782,0.9999825715135549,ENSMUSG00000031289
AMD1,ENSG00000123505,adenosylmethionine decarboxylase 1 [Source:HGNC Symbol;Acc:HGNC:457],0.9746947964897564,505.8280150394677,0.1601788587708015,6.167066661033878e-06,0.3297116748563919,0.9999825715135549,ENSMUSG00000075232; ENSMUSG00000063953
NDUFAF4,ENSG00000123545,NADH:ubiquinone oxidoreductase complex assembly factor 4 [Source:HGNC Symbol;Acc:HGNC:21034],0.3608080651724952,492.8518054804711,0.0417347085802642,2.6262826893563048e-06,0.718242933240363,0.9999825715135549,ENSMUSG00000028261
USP45,ENSG00000123552,ubiquitin specific peptidase 45 [Source:HGNC Symbol;Acc:HGNC:20080],-1.2286261070886852,723.632220234809,-0.1031908534801114,-1.4919582456774497e-05,0.2192120224710916,0.9999825715135549,ENSMUSG00000040455
PLP1,ENSG00000123560,proteolipid protein 1 [Source:HGNC Symbol;Acc:HGNC:9086],0.8723242628471737,93.08773383435415,0.161659337688117,4.92168346340752e-06,0.3830315049511646,0.9999825715135549,ENSMUSG00000031425
SERPINA7,ENSG00000123561,serpin family A member 7 [Source:HGNC Symbol;Acc:HGNC:11583],-0.0284150997344458,19.65537761323297,-0.0106303542389158,-6.59945406091491e-08,0.9773310812176942,0.9999825715135549,ENSMUSG00000031271
MORF4L2,ENSG00000123562,mortality factor 4 like 2 [Source:HGNC Symbol;Acc:HGNC:16849],1.011116551262898,3326.3406881851333,0.1096246465159941,9.711966772718532e-06,0.311960649510444,0.9999825715135549,ENSMUSG00000031422
NRK,ENSG00000123572,Nik related kinase [Source:HGNC Symbol;Acc:HGNC:25391],0.6549502129907369,7.003581088182121,0.4564947864622363,-1.8596975083890218e-07,0.5124998094876942,0.9999825715135549,ENSMUSG00000052854
FAM199X,ENSG00000123575,"family with sequence similarity 199, X-linked [Source:HGNC Symbol;Acc:HGNC:25195]",-0.9285952737210088,444.8110077558821,-0.1204085781422037,-7.245085661150645e-06,0.3530988721512005,0.9999825715135549,ENSMUSG00000042595
RAB9A,ENSG00000123595,"RAB9A, member RAS oncogene family [Source:HGNC Symbol;Acc:HGNC:9792]",0.1682991304432078,538.9403492056551,0.0209836975287768,8.418947678343148e-07,0.8663479579119331,0.9999825715135549,ENSMUSG00000079316
METTL8,ENSG00000123600,"methyltransferase 8, tRNA N3-cytidine [Source:HGNC Symbol;Acc:HGNC:25856]",-2.3908815984430403,197.18156720859517,-0.3196847608213856,-1.8630767926020536e-05,0.0168079723106524,0.9999825715135549,ENSMUSG00000041975
TTC21B,ENSG00000123607,tetratricopeptide repeat domain 21B [Source:HGNC Symbol;Acc:HGNC:25660],0.1427860934258044,304.6360396170934,0.0164983324613555,1.335808316507678e-06,0.8864591203757564,0.9999825715135549,ENSMUSG00000034848
NMI,ENSG00000123609,N-myc and STAT interactor [Source:HGNC Symbol;Acc:HGNC:7854],-0.3332962944343783,671.4093131739171,-0.0521969185732353,-1.6380088468256777e-06,0.7389106362545721,0.9999825715135549,ENSMUSG00000026946
TNFAIP6,ENSG00000123610,TNF alpha induced protein 6 [Source:HGNC Symbol;Acc:HGNC:11898],-0.4777746649559696,62.39194094694396,-0.1839995525270274,-1.2816551270927077e-06,0.6328105951227387,0.9999825715135549,ENSMUSG00000053475
ACVR1C,ENSG00000123612,activin A receptor type 1C [Source:HGNC Symbol;Acc:HGNC:18123],0.4671882057573596,9.866956427737644,0.3481101412903938,6.588332465751895e-07,0.6403652311422934,0.9999825715135549,ENSMUSG00000026834
BAZ2B,ENSG00000123636,bromodomain adjacent to zinc finger domain 2B [Source:HGNC Symbol;Acc:HGNC:963],-0.5613085134834946,2400.8481677763093,-0.0477873469686337,-6.761974733583948e-06,0.5745872388539848,0.9999825715135549,ENSMUSG00000026987
SLC36A1,ENSG00000123643,solute carrier family 36 member 1 [Source:HGNC Symbol;Acc:HGNC:18761],-0.5989988533643007,1021.985387759882,-0.0661857749345603,-5.376005985088612e-06,0.5491736492025343,0.9999825715135549,ENSMUSG00000020261
LPGAT1,ENSG00000123684,lysophosphatidylglycerol acyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:28985],-0.59226688676745,3493.0306630550213,-0.0603376883101721,-6.185673450325034e-06,0.5536718859473229,0.9999825715135549,ENSMUSG00000026623
BATF3,ENSG00000123685,basic leucine zipper ATF-like transcription factor 3 [Source:HGNC Symbol;Acc:HGNC:28915],0.6018230935780073,94.36623921076428,0.1204002168808086,3.122065118756726e-06,0.5472919011804847,0.9999825715135549,ENSMUSG00000026630
