gene_id,baseMean,LFC_shrunk,lfcSE,stat,pvalue,padj,LFC_raw
FBgn0283659,73.91392521234613,0.0406742262287094,0.1065674214374921,1.2058562336352243,0.2278729285173689,0.4975876567504044,0.1285049894428319
FBgn0041789,2219.826496276132,0.0144167457369016,0.047754423690875,0.4533767893779607,0.6502774469689906,0.8382247152583279,0.0216507472915637
FBgn0032010,3947.1907350085353,-0.0639342527242982,0.0543956252878054,-1.7164986689039434,0.0860708113865208,0.2816862918104319,-0.0933700184007157
FBgn0011202,1308.5926086362078,0.0045257258039204,0.041364799342541,0.1491295793898328,0.8814513858850846,0.9523780693056796,0.0061687151274979
FBgn0031392,522.7535898175868,0.0581257082182181,0.0536628328235695,1.592864894777226,0.1111905031063214,0.3303041125224294,0.0854776425589629
FBgn0267993,0.4045645542928271,0.0017985735778714,1.52812436144685,0.3996906143820082,0.6893844058464367,,0.6107769648788055
FBgn0267976,1694.4861791090398,0.033764986553357,0.0364906345798198,1.171516362652608,0.2413912846667544,0.5149876312088993,0.042749375493836
FBgn0266869,0.4564407033691792,0.0015206769979015,1.507823969266919,0.3179283461806895,0.7505392901641142,,0.4793799808806344
FBgn0261349,8.153563440590588,-0.0172812425826062,0.320970260973928,-1.2540449603025798,0.2098256640232735,,-0.4025111381813582
FBgn0032509,858.5127472092747,-0.0240067264719853,0.0433741888152316,-0.7749173853685674,0.4383884783611647,0.6959238733620913,-0.0336114129891818
FBgn0032824,2.2360861589692496,-0.0119906829951802,0.6062281856037156,-1.5838685366916332,0.1132236386606927,,-0.9601857492333808
FBgn0032348,814.0769192810858,0.0107030322658077,0.0580658911298498,0.3192233073336901,0.7495571841283892,0.8928312662172005,0.0185359858097486
FBgn0031660,825.8394764381477,0.0139791623996337,0.0605948614235951,0.4165065395276383,0.6770393830938795,0.8523226594779681,0.0252381560446983
FBgn0011259,2278.0684004757723,0.1400685691427796,0.0629089795141077,2.8320171895174937,0.0046255361967091,0.0404983193478692,0.178159311358957
FBgn0041092,2476.890123041669,-0.0138004174397555,0.0418533227505659,-0.4577753514210635,0.6471138460514474,0.8363263979189139,-0.0191594195302795
FBgn0040232,4.580298245302746,0.0045006785437121,0.501934784169908,0.5219740039220905,0.6016884307144852,,0.2619969090009372
FBgn0032281,72.38397968471799,-0.168801267512184,0.1343797202307129,-2.4695580021943893,0.0135280085668037,0.0841009359235694,-0.3318585134284004
FBgn0263338,2.772787060004008,-0.0052361056019353,0.5792739643465262,-0.7028201729684093,0.4821678238605469,,-0.4071254278181216
FBgn0011705,1820.998348073727,-0.420167581072973,0.1504342147950746,-3.48983237189925,0.0004833236142518,0.0078652076933861,-0.5249901926330965
FBgn0051668,2.731400332634745,0.0003932308831188,0.5575988979586128,0.048914322910432,0.9609875744939208,,0.0272745725492486
FBgn0032126,1.2736497970492775,-0.0054760858421811,0.9006822379200332,-1.13896549436818,0.2547175464542892,,-1.0258459903812294
FBgn0004797,1918.977186971375,-0.2188647228679784,0.0658906018561546,-3.830577703153818,0.0001278427529132,0.0029963706584438,-0.2523990703175717
