ES,NES,NOM p-val,FDR q-val,FWER p-val,Tag %,Gene %,Lead_genes,Database,Pathway,Direction
0.5230870110300022,2.174957664190671,0.0,0.0004043967375484755,0.019,57/89,31.07%,EIF3L;RSL24D1;EIF3E;EIF3H;RPL13A;EIF3A;EIF3B;EIF3C;EIF2S3;RPL18A;EIF2S1;RPL4;EIF4A1;EIF3K;RPLP0;EIF3I;RPS24;EIF1AX;RPL6;RPS13;EIF4E;RPL35A;RPS4Y1;RPS4Y2;RPS4X;RPL8;EIF3G;RPS6;RPSA;RPLP1;RPL23;RPL18;RPS7;RPL26L1;RPL26;RPL7A;RPS3;RPL7;RPL19;RPL15;RPS25;RPS5;RPS29;EIF3F;RPL3L;RPL3;RPL35;RPL12;EIF3J;EIF3M;EIF3D;RPS28;RPL29;FAU;RPL14;RPS12;RPL11,Reactome_2022,GTP Hydrolysis And Joining Of 60S Ribosomal Subunit R-HSA-72706,Upregulated
0.6929115068648973,2.140871508262747,0.0,0.0008358822517748393,0.035,10/22,6.58%,GNA13;GNAI1;GNAI2;GNA15;GNA11;GNA14;GNAT3;GNAI3;GNAQ;TBXA2R,Reactome_2022,Signal Amplification R-HSA-392518,Upregulated
0.5836055132905302,2.1344821754296897,0.0,0.0009440991504421175,0.041,23/44,17.96%,CLUH;EIF3E;EIF3H;EIF3A;EIF3B;EIF3C;EIF2S3;GSPT2;EEF1A1;EEF1A2;EEF1G;EIF2S1;EEF2;EIF4A1;PAIP1;EIF3I;EIF1AX;EIF1AY;EIF4E;EIF3G;EIF4EBP1;EIF4EBP3;EIF4EBP2,WikiPathways_2024_Human,Translation Factors WP107,Upregulated
0.522533329610735,2.1331454449252254,0.0,0.0009275360074519049,0.041,33/82,14.12%,FAR1;FAR2;ABCD3;ACOX2;GDAP1;TMEM135;EPHX2;IDH1;SLC27A2;PIK3C3;VWA8;CROT;ECH1;ACBD5;NUDT19;HSDL2;MPV17L;PEX2;PEX11A;PEX11B;PEX13;RAB8B;ACOX3;PEX5;PEX5L;PEX14;HSD17B4;PEX16;SOD1;PEX19;PXMP2;HMGCR;DHRS7B,GO_Cellular_Component_2025,Peroxisome (GO:0005777),Upregulated
0.515678944609495,2.1270931846481926,0.0,0.0010700733999014105,0.048,47/75,32.70%,PES1;FBL;DKC1;DDX47;ESF1;NOB1;NOP53;DDX27;DCAF13;NOL8;SPNS1;EXOSC10;LAS1L;EBNA1BP2;RPS24;NOP2;EXOSC7;RPL35A;GTF3A;PIN4;XRN1;RPS6;BYSL;MRM2;DDX54;SIRT7;UTP15;XRN2;DDX10;RPS7;RPL26;LYAR;RPL7;IMP4;RPS25;UTP20;WDR36;RRP9;NOP58;ERN2;RPS28;RPL14;NOC4L;RRP7A;RPL11;HEATR1;PIH1D2,GO_Biological_Process_2025,rRNA Metabolic Process (GO:0016072),Upregulated
0.7586276485172863,2.1246736288793375,0.0,0.0010714168693300378,0.049,9/15,10.12%,CYP4F2;CYP4A22;CYP4F12;CYP4A11;ACOX2;HPGD;PTGFR;TBXA2R;ACOX3,WikiPathways_2024_Human,Eicosanoid Metabolism Via Cyclooxygenases COX WP4719,Upregulated
0.5798375037267771,2.1182770046671417,0.0,0.0011684937311269106,0.053,31/46,30.37%,EIF3L;EIF3E;EIF3H;EIF3A;EIF3B;EIF3C;EIF2S3;EIF2S1;EIF3K;EIF3I;RPS24;EIF1AX;RPS13;RPS4Y1;RPS4Y2;RPS4X;EIF3G;RPS6;RPSA;RPS7;RPS3;RPS25;RPS5;RPS29;EIF3F;EIF3J;EIF3M;EIF3D;RPS28;FAU;RPS12,Reactome_2022,"Formation Of Ternary Complex, And Subsequently, 43S Complex R-HSA-72695",Upregulated
0.500351873436585,2.0997240350731685,0.0,0.001601536691412858,0.075,53/90,31.07%,PES1;FBL;MAK16;DKC1;DDX47;ESF1;NOB1;NSA2;NOP53;DDX27;DCAF13;RRP15;NAT10;NOL8;EXOSC10;LAS1L;EBNA1BP2;RPS24;RIOK2;RIOK3;NOP2;EXOSC7;RPL35A;PIN4;RPF1;TSR1;RPS6;BYSL;MRM2;DDX54;REXO5;UTP15;XRN2;DDX10;RPS7;RPL26;LYAR;RPL7A;RPL7;IMP4;RPS25;UTP20;NOL9;WDR36;MPHOSPH10;RRP9;NOP58;RPS28;SDE2;RPL14;NOC4L;RRP7A;RPL11,GO_Biological_Process_2025,rRNA Processing (GO:0006364),Upregulated
0.6937410917198443,2.097899051564165,0.0,0.0016683940105989734,0.08,14/22,14.95%,HACD2;HACD1;SLC27A3;ACSL6;ACSL1;ACSL4;ACSL3;ACSBG1;ACSBG2;TECR;TECRL;ELOVL2;ELOVL4;ELOVL5,Reactome_2022,Synthesis Of Very Long-Chain Fatty acyl-CoAs R-HSA-75876,Upregulated
0.7218125320850173,2.0955269626960513,0.0,0.0016783984896748757,0.081,9/17,7.49%,GBP1;GBP6;GBP7;GBP4;ATL1;GBP2;GBP5;RPL13A;LGALS9,GO_Biological_Process_2025,Cellular Response to Type II Interferon (GO:0071346),Upregulated
