Pathway,Database,NES,Direction,FDR q-val,Tag %,Gene %
Extracellular Matrix Organization R-HSA-1474244,Reactome_2022,2.8217691077252973,Upregulated,0.0,138/231,22.33%
Collagen-Containing Extracellular Matrix (GO:0062023),GO_Cellular_Component_2025,2.8103219519404066,Upregulated,0.0,182/285,26.11%
Extracellular Matrix Organization (GO:0030198),GO_Biological_Process_2025,2.731312991224888,Upregulated,0.0,95/145,25.33%
Assembly Of Collagen Fibrils And Other Multimeric Structures R-HSA-2022090,Reactome_2022,2.719956390552904,Upregulated,0.0,34/43,21.45%
Degradation Of Extracellular Matrix R-HSA-1474228,Reactome_2022,2.683198253044525,Upregulated,0.0,50/85,17.51%
Aspirin ADME R-HSA-9749641,Reactome_2022,2.6763106299390085,Upregulated,0.0,28/34,14.94%
Collagen Formation R-HSA-1474290,Reactome_2022,2.6267361020563142,Upregulated,0.0,47/66,24.60%
Ascorbate and aldarate metabolism,KEGG_2021_Human,2.6046317344472847,Upregulated,0.0,24/30,15.84%
External Encapsulating Structure Organization (GO:0045229),GO_Biological_Process_2025,2.599046467251104,Upregulated,0.0,51/84,21.45%
Glucuronidation R-HSA-156588,Reactome_2022,2.596824966195246,Upregulated,0.0,20/24,7.86%
Extracellular Structure Organization (GO:0043062),GO_Biological_Process_2025,2.588843107322238,Upregulated,0.0,51/84,21.45%
Metalloendopeptidase Activity (GO:0004222),GO_Molecular_Function_2025,2.552883162073768,Upregulated,0.0,45/85,16.88%
Glucuronidation WP698,WikiPathways_2024_Human,2.551591308277545,Upregulated,0.0,19/25,7.85%
Proteolysis (GO:0006508),GO_Biological_Process_2025,2.550039927610328,Upregulated,0.0,125/253,22.33%
Golgi Cisterna Membrane (GO:0032580),GO_Cellular_Component_2025,2.545673794314302,Upregulated,0.0,17/25,6.90%
Golgi Cisterna (GO:0031985),GO_Cellular_Component_2025,2.530397732137456,Upregulated,0.0,22/43,6.98%
Golgi Cis Cisterna (GO:0000137),GO_Cellular_Component_2025,2.517093048818775,Upregulated,0.0,18/25,6.90%
Pentose and glucuronate interconversions,KEGG_2021_Human,2.511009526758597,Upregulated,0.0,20/34,7.85%
ECM-receptor interaction,KEGG_2021_Human,2.507798360922716,Upregulated,0.0,38/67,17.66%
Collagen Degradation R-HSA-1442490,Reactome_2022,2.4799907414275406,Upregulated,0.0,22/31,16.23%
Steroid hormone biosynthesis,KEGG_2021_Human,2.4712623103130067,Upregulated,0.0,33/53,14.05%
Matrix Metalloproteinases WP129,WikiPathways_2024_Human,2.4607508601933787,Upregulated,0.0,15/27,12.79%
Biological Oxidations R-HSA-211859,Reactome_2022,2.4484163262224983,Upregulated,0.0,127/176,32.98%
Bile secretion,KEGG_2021_Human,2.439461556149365,Upregulated,0.0,43/75,15.73%
Endoplasmic Reticulum Lumen (GO:0005788),GO_Cellular_Component_2025,2.435519636238193,Upregulated,0.0,112/230,24.25%
Collagen Chain Trimerization R-HSA-8948216,Reactome_2022,2.430768924804194,Upregulated,0.0,16/25,11.35%
Metallopeptidase Activity (GO:0008237),GO_Molecular_Function_2025,2.4284846372608206,Upregulated,0.0,51/107,17.04%
Complement and coagulation cascades,KEGG_2021_Human,2.4186995534121203,Upregulated,0.0,47/55,34.13%
Complement System WP2806,WikiPathways_2024_Human,2.417913523128096,Upregulated,0.0,34/63,18.62%
Tight Junction (GO:0070160),GO_Cellular_Component_2025,2.4121227998925185,Upregulated,0.0,48/76,23.38%
Endodermal Cell Differentiation (GO:0035987),GO_Biological_Process_2025,2.3999151242259686,Upregulated,0.0,15/26,13.56%
Endopeptidase Activity (GO:0004175),GO_Molecular_Function_2025,2.397708800819983,Upregulated,0.0,99/240,17.58%
Activation Of Matrix Metalloproteinases R-HSA-1592389,Reactome_2022,2.393302322352274,Upregulated,0.0,17/27,13.52%
Protein digestion and absorption,KEGG_2021_Human,2.3916594939653573,Upregulated,0.0,49/72,25.61%
Regulation Of IGF Transport And Uptake By IGFBPs R-HSA-381426,Reactome_2022,2.388624604957517,Upregulated,0.0,49/94,22.47%
Growth Hormone Receptor Signaling Pathway (GO:0060396),GO_Biological_Process_2025,2.3847655035609177,Upregulated,0.0,14/20,11.77%
Integrin Cell Surface Interactions R-HSA-216083,Reactome_2022,2.372337790603282,Upregulated,0.0,29/51,17.66%
Diseases Associated With O-glycosylation Of Proteins R-HSA-3906995,Reactome_2022,2.3709122973594807,Upregulated,0.0,25/48,17.29%
Collagen Biosynthesis And Modifying Enzymes R-HSA-1650814,Reactome_2022,2.3682097104503046,Upregulated,0.0,32/47,24.60%
Extracellular Matrix Disassembly (GO:0022617),GO_Biological_Process_2025,2.3674008390073915,Upregulated,0.0,27/35,25.33%
Estrogen Metabolism WP697,WikiPathways_2024_Human,2.365088036995968,Upregulated,0.0,14/18,13.07%
Pathogenic Escherichia coli infection,KEGG_2021_Human,2.3536473589465805,Upregulated,0.0,82/152,24.49%
Collagen Catabolic Process (GO:0030574),GO_Biological_Process_2025,2.352657045548465,Upregulated,0.0,16/28,12.79%
Striated Muscle Contraction Pathway WP383,WikiPathways_2024_Human,2.348005871016908,Upregulated,0.0,28/32,29.53%
Apical Junction Complex (GO:0043296),GO_Cellular_Component_2025,2.344660120220745,Upregulated,0.0,41/86,16.71%
Retinol metabolism,KEGG_2021_Human,2.344016650762744,Upregulated,0.0,41/53,29.23%
Phase II - Conjugation Of Compounds R-HSA-156580,Reactome_2022,2.343951421980033,Upregulated,0.0,71/95,32.98%
Formation Of Cornified Envelope R-HSA-6809371,Reactome_2022,2.339146836384385,Upregulated,0.0,17/25,10.72%
Serine-Type Peptidase Activity (GO:0008236),GO_Molecular_Function_2025,2.338881532534599,Upregulated,0.0,63/103,26.99%
Drug ADME R-HSA-9748784,Reactome_2022,2.3328508694498766,Upregulated,0.0,40/74,14.94%
Affected Pathways In Duchenne Muscular Dystrophy WP5356,WikiPathways_2024_Human,2.326655324690802,Upregulated,0.0,36/61,26.08%
UDP-glycosyltransferase Activity (GO:0008194),GO_Molecular_Function_2025,2.3202916989976905,Upregulated,1.9167587605930488e-05,31/63,14.41%
Cellular Component Disassembly (GO:0022411),GO_Biological_Process_2025,2.318810197894326,Upregulated,1.880593500959218e-05,23/39,16.84%
Cell Junction Organization R-HSA-446728,Reactome_2022,2.318465395817152,Upregulated,1.8457676953858983e-05,26/64,13.64%
Apical Junction Assembly (GO:0043297),GO_Biological_Process_2025,2.314693123478025,Upregulated,1.8122082827425183e-05,22/40,17.05%
Keratinization R-HSA-6805567,Reactome_2022,2.3133556007546168,Upregulated,1.779847420550688e-05,17/26,10.72%
Glucuronosyltransferase Activity (GO:0015020),GO_Molecular_Function_2025,2.302924312996475,Upregulated,1.7486220272076937e-05,20/31,13.07%
Tight Junction Assembly (GO:0120192),GO_Biological_Process_2025,2.2964878216174225,Upregulated,3.436946743132363e-05,22/42,17.05%
Porphyrin and chlorophyll metabolism,KEGG_2021_Human,2.2940056188874367,Upregulated,3.378693408503001e-05,26/43,18.74%
Diseases Of Metabolism R-HSA-5668914,Reactome_2022,2.289340675082125,Upregulated,3.322381851694618e-05,82/204,20.34%
Collagen Fibril Organization (GO:0030199),GO_Biological_Process_2025,2.2849248804179743,Upregulated,3.267916575437329e-05,30/40,25.08%
Elastic Fibre Formation R-HSA-1566948,Reactome_2022,2.2779651940273,Upregulated,4.822812365363154e-05,24/36,21.41%
Laminin Interactions R-HSA-3000157,Reactome_2022,2.277652760603832,Upregulated,4.746259788135168e-05,14/18,15.74%
Skin Development (GO:0043588),GO_Biological_Process_2025,2.272872925705754,Upregulated,4.672099478945556e-05,27/46,19.19%
Serine-Type Endopeptidase Activity (GO:0004252),GO_Molecular_Function_2025,2.2720438124811824,Upregulated,4.600221025423317e-05,64/93,31.94%
Cytokine Cytokine Receptor Interaction WP5473,WikiPathways_2024_Human,2.2636359180750167,Upregulated,7.550867844760494e-05,62/157,20.27%
Actin Filament (GO:0005884),GO_Cellular_Component_2025,2.2598692078184324,Upregulated,7.438168324689442e-05,46/66,29.46%
Post-translational Protein Phosphorylation R-HSA-8957275,Reactome_2022,2.2568851014112057,Upregulated,7.328783496385186e-05,42/83,22.47%
Ebola Virus Infection In Host WP4217,WikiPathways_2024_Human,2.255284647776146,Upregulated,7.222569242814387e-05,60/95,30.89%
Myofibril Assembly (GO:0030239),GO_Biological_Process_2025,2.2516106319747564,Upregulated,7.119389682202751e-05,37/46,31.40%
Bicellular Tight Junction (GO:0005923),GO_Cellular_Component_2025,2.2502126574919803,Upregulated,8.422939905704664e-05,34/63,19.93%
O-linked Glycosylation R-HSA-5173105,Reactome_2022,2.248218151180831,Upregulated,8.305954629236545e-05,36/79,17.29%
Metabolism of xenobiotics by cytochrome P450,KEGG_2021_Human,2.2476179540577608,Upregulated,8.192174428836044e-05,54/62,32.98%
Cytokine-Mediated Signaling Pathway (GO:0019221),GO_Biological_Process_2025,2.2443655912495477,Upregulated,8.081469368986907e-05,92/167,29.94%
Secretory Granule Lumen (GO:0034774),GO_Cellular_Component_2025,2.242847491170253,Upregulated,7.973716444067082e-05,123/255,26.39%
Complement And Coagulation Cascades WP558,WikiPathways_2024_Human,2.241644466974344,Upregulated,7.766606926039367e-05,35/44,34.13%
Dengue 2 Interactions With Complement And Coagulation Cascades WP3896,WikiPathways_2024_Human,2.241644466974344,Upregulated,7.766606926039367e-05,35/44,34.13%
Focal Adhesion WP306,WikiPathways_2024_Human,2.236661682811085,Upregulated,8.944874216100893e-05,66/175,13.86%
Striated Muscle Contraction R-HSA-390522,Reactome_2022,2.2332193776927425,Upregulated,8.831647960200882e-05,23/28,29.53%
Wound Healing (GO:0042060),GO_Biological_Process_2025,2.230823824317986,Upregulated,8.721252360698372e-05,30/63,14.97%
TNFs Bind Their Physiological Receptors R-HSA-5669034,Reactome_2022,2.2253803823785367,Upregulated,9.84409437539146e-05,9/15,8.53%
Hypertrophic cardiomyopathy,KEGG_2021_Human,2.224434328795524,Upregulated,9.724044443984248e-05,42/83,18.16%
Organic Anion Transport (GO:0015711),GO_Biological_Process_2025,2.224236963693068,Upregulated,9.606887282008532e-05,52/90,24.89%
Defective B3GALTL Causes PpS R-HSA-5083635,Reactome_2022,2.223144642952422,Upregulated,9.492519576270336e-05,17/31,16.60%
Basement Membrane (GO:0005604),GO_Cellular_Component_2025,2.221779787832238,Upregulated,9.38084287537304e-05,17/37,12.23%
Diseases Of Glycosylation R-HSA-3781865,Reactome_2022,2.220315223595433,Upregulated,9.271763307054748e-05,50/118,20.34%
Actomyosin Structure Organization (GO:0031032),GO_Biological_Process_2025,2.2192530279667317,Upregulated,9.165191315019636e-05,34/78,15.01%
Endopeptidase Regulator Activity (GO:0061135),GO_Molecular_Function_2025,2.2168265914086698,Upregulated,9.061041413712596e-05,20/36,23.11%
O-glycosylation Of TSR Domain-Containing Proteins R-HSA-5173214,Reactome_2022,2.21643734705922,Upregulated,8.959231959625936e-05,17/32,16.60%
Cytokine Receptor Activity (GO:0004896),GO_Molecular_Function_2025,2.216305645484917,Upregulated,8.859684937852314e-05,45/62,33.37%
Focal adhesion,KEGG_2021_Human,2.2134849847771148,Upregulated,8.76232576271108e-05,65/175,13.86%
Cysteine-Type Endopeptidase Activity (GO:0004197),GO_Molecular_Function_2025,2.212235455160153,Upregulated,8.667083091377264e-05,31/67,17.47%
Vacuolar Lumen (GO:0005775),GO_Cellular_Component_2025,2.2115439816003275,Upregulated,8.573888649534498e-05,60/134,20.56%
Sarcomere Organization (GO:0045214),GO_Biological_Process_2025,2.210680522334988,Upregulated,8.482677068156471e-05,17/31,15.01%
Hexosyltransferase Activity (GO:0016758),GO_Molecular_Function_2025,2.209839639993428,Upregulated,9.442558946921546e-05,45/90,21.26%
Neutrophil Degranulation R-HSA-6798695,Reactome_2022,2.206818101231277,Upregulated,9.344198957891113e-05,165/364,24.56%
Apoptosis WP254,WikiPathways_2024_Human,2.205641991660932,Upregulated,9.247867009871616e-05,32/68,21.83%
Endoderm Formation (GO:0001706),GO_Biological_Process_2025,2.2053596824414643,Upregulated,9.153501019974968e-05,15/29,13.56%
ECM Proteoglycans R-HSA-3000178,Reactome_2022,2.199241251835031,Upregulated,0.0001006782379301,27/48,20.43%
Cell-Cell Junction (GO:0005911),GO_Cellular_Component_2025,2.193746892110175,Upregulated,0.0001096386011059,113/268,19.14%
Cellular Response to Cytokine Stimulus (GO:0071345),GO_Biological_Process_2025,2.1901113435368176,Upregulated,0.0001184215313475,111/208,29.64%
Cadherin Binding (GO:0045296),GO_Molecular_Function_2025,2.187419354096378,Upregulated,0.0001172605359421,133/277,26.10%
Retinoic Acid Binding (GO:0001972),GO_Molecular_Function_2025,2.178213979456234,Upregulated,0.0001451526051711,12/19,7.85%
Hippo Merlin Signaling Dysregulation WP4541,WikiPathways_2024_Human,2.177306907163103,Upregulated,0.0001629244946504,47/101,22.81%
Heart Contraction (GO:0060047),GO_Biological_Process_2025,2.176960904606668,Upregulated,0.0001613728327965,21/34,18.16%
Cortical Actin Cytoskeleton (GO:0030864),GO_Cellular_Component_2025,2.1764615357497323,Upregulated,0.0001598504475815,23/42,19.11%
Specific Granule (GO:0042581),GO_Cellular_Component_2025,2.1737248756354983,Upregulated,0.0001676716074687,66/123,26.39%
Integrin-Mediated Signaling Pathway (GO:0007229),GO_Biological_Process_2025,2.1722815977041576,Upregulated,0.0001753479310616,37/74,22.64%
Plasma Membrane Organization (GO:0007009),GO_Biological_Process_2025,2.1706603010476413,Upregulated,0.0001737392344464,33/69,16.74%
Phase I - Functionalization Of Compounds R-HSA-211945,Reactome_2022,2.1664238396023503,Upregulated,0.0001721597868605,53/75,32.86%
TYROBP Causal Network In Microglia WP3945,WikiPathways_2024_Human,2.165981691819459,Upregulated,0.0001795882081997,27/47,24.82%
Vitamin B12 Metabolism WP1533,WikiPathways_2024_Human,2.16418780366328,Upregulated,0.0001957832162605,25/42,27.04%
Positive Regulation of Receptor Signaling Pathway via JAK-STAT (GO:0046427),GO_Biological_Process_2025,2.1619704073036554,Upregulated,0.0002028711042185,13/28,10.08%
Detection of Mechanical Stimulus (GO:0050982),GO_Biological_Process_2025,2.157195912405365,Upregulated,0.0002185777534009,9/18,7.60%
Actin Filament Organization (GO:0007015),GO_Biological_Process_2025,2.1568245449568524,Upregulated,0.0002166770772844,78/131,26.75%
AGE RAGE Pathway WP2324,WikiPathways_2024_Human,2.154936336884328,Upregulated,0.0002148091714457,34/60,26.27%
Neovascularization Processes WP4331,WikiPathways_2024_Human,2.154371325961779,Upregulated,0.0002129731956214,19/32,20.57%
Maintenance of Blood-Brain Barrier (GO:0035633),GO_Biological_Process_2025,2.151741380723042,Upregulated,0.0002111683380314,12/25,14.22%
Cortical Cytoskeleton (GO:0030863),GO_Cellular_Component_2025,2.14765207208558,Upregulated,0.0002345210718843,28/54,19.11%
Golgi Lumen (GO:0005796),GO_Cellular_Component_2025,2.147402861448109,Upregulated,0.000249178638877,33/65,20.29%
Inflammatory Response Pathway WP453,WikiPathways_2024_Human,2.145743947483802,Upregulated,0.000247119311283,14/17,21.45%
Cornified Envelope (GO:0001533),GO_Cellular_Component_2025,2.1449282833320598,Upregulated,0.0002450937431577,12/17,10.72%
Lysosomal Lumen (GO:0043202),GO_Cellular_Component_2025,2.1430785740178355,Upregulated,0.0002431011110996,36/79,18.97%
Dilated cardiomyopathy,KEGG_2021_Human,2.1416879125373542,Upregulated,0.000249178638877,45/90,18.16%
Eicosanoid Metabolism Via Lipooxygenases LOX WP4721,WikiPathways_2024_Human,2.139355860760095,Upregulated,0.0002551589262101,23/24,31.18%
Estrogen Metabolic Process (GO:0008210),GO_Biological_Process_2025,2.138615540468776,Upregulated,0.0002689547213276,17/26,14.05%
SLC-mediated Transmembrane Transport R-HSA-425407,Reactome_2022,2.137576412789387,Upregulated,0.0002746851137227,93/211,24.33%
Pregnane X Receptor Pathway WP2876,WikiPathways_2024_Human,2.1359337683196995,Upregulated,0.0002958996336665,14/23,18.72%
Staphylococcus aureus infection,KEGG_2021_Human,2.1337486628473608,Upregulated,0.0003013323074792,20/27,27.81%
Angiotensin II Receptor Type 1 Pathway WP5036,WikiPathways_2024_Human,2.131875471345961,Upregulated,0.0003066814016948,19/25,30.14%
Cell-Cell Communication R-HSA-1500931,Reactome_2022,2.129026912756875,Upregulated,0.0003195573384072,33/93,13.64%
Smooth Muscle Contraction R-HSA-445355,Reactome_2022,2.1261459663244904,Upregulated,0.0003548907887037,22/37,19.54%
Proteoglycans in cancer,KEGG_2021_Human,2.1235841471369543,Upregulated,0.0003747047201159,86/188,22.63%
Complement System In Neuronal Development And Plasticity WP5090,WikiPathways_2024_Human,2.1230069613423,Upregulated,0.0003793465845591,41/80,21.16%
Endopeptidase Inhibitor Activity (GO:0004866),GO_Molecular_Function_2025,2.1191879523187738,Upregulated,0.0004134519637664,39/66,25.74%
"Transport Of Bile Salts And Organic Acids, Metal Ions And Amine Compounds R-HSA-425366",Reactome_2022,2.1180004070294816,Upregulated,0.0004177406592939,29/74,18.74%
Molecules Associated With Elastic Fibres R-HSA-2129379,Reactome_2022,2.117010137367886,Upregulated,0.0004365173235803,18/26,21.41%
Actin Cytoskeleton (GO:0015629),GO_Cellular_Component_2025,2.116999785369727,Upregulated,0.0004333541545688,150/295,27.03%
Mechanoreg And Pathology Of YAP TAZ Hippo And Non Hippo Mechs WP4534,WikiPathways_2024_Human,2.112516623814161,Upregulated,0.0004589189320326,21/39,21.72%
Muscle Contraction (GO:0006936),GO_Biological_Process_2025,2.111326214774326,Upregulated,0.0004627603293431,51/79,29.84%
Sphingolipid metabolism,KEGG_2021_Human,2.1113173047106306,Upregulated,0.0004594783411918,34/47,31.57%
Positive Regulation of Receptor Signaling Pathway via STAT (GO:1904894),GO_Biological_Process_2025,2.106550210984456,Upregulated,0.0004913381611661,13/30,10.08%
Adherens Junction (GO:0005912),GO_Cellular_Component_2025,2.106144899387306,Upregulated,0.0004879022299691,59/129,19.14%
Bicellular Tight Junction Assembly (GO:0070830),GO_Biological_Process_2025,2.105510089784295,Upregulated,0.0004845140200387,18/35,17.05%
Homotypic Cell-Cell Adhesion (GO:0034109),GO_Biological_Process_2025,2.104253110933032,Upregulated,0.0004880464375247,26/41,23.38%
Nitrogen Compound Transport (GO:0071705),GO_Biological_Process_2025,2.10164575178385,Upregulated,0.0005120109018022,57/149,20.59%
Skeletal System Development (GO:0001501),GO_Biological_Process_2025,2.101196962345502,Upregulated,0.000508527834443,69/138,25.08%
Vitamin D Receptor Pathway WP2877,WikiPathways_2024_Human,2.096136113017469,Upregulated,0.0005522337402141,57/122,24.07%
Folate Metabolism WP176,WikiPathways_2024_Human,2.090987185907016,Upregulated,0.0006221104272636,25/55,20.49%
Defense Response to Bacterium (GO:0042742),GO_Biological_Process_2025,2.089992634945279,Upregulated,0.0006246077881185,45/105,18.36%
Integrin Mediated Cell Adhesion WP185,WikiPathways_2024_Human,2.082928217495317,Upregulated,0.0006732773818665,34/91,13.86%
NRF2 Pathway WP2884,WikiPathways_2024_Human,2.0828800688982128,Upregulated,0.0006688479254069,80/120,32.98%
Hematopoietic cell lineage,KEGG_2021_Human,2.0784774554716114,Upregulated,0.0007100776898719,30/53,27.81%
"Glycine, serine and threonine metabolism",KEGG_2021_Human,2.0743823889546653,Upregulated,0.0007572441752888,28/35,31.55%
Cell-Substrate Junction (GO:0030055),GO_Cellular_Component_2025,2.074161434863032,Upregulated,0.0007652195619709,135/353,21.18%
Cholesterol Metabolism WP5304,WikiPathways_2024_Human,2.0715241511543567,Upregulated,0.0007922602877117,48/65,38.18%
Viral protein interaction with cytokine and cytokine receptor,KEGG_2021_Human,2.070807387020697,Upregulated,0.000787214043841,15/66,6.99%
Secondary Alcohol Metabolic Process (GO:1902652),GO_Biological_Process_2025,2.070399860296491,Upregulated,0.0007885399964465,25/40,24.99%
Prostaglandin Synthesis And Regulation WP98,WikiPathways_2024_Human,2.0686195000567764,Upregulated,0.0008149238504156,23/39,19.64%
Inflammatory Response (GO:0006954),GO_Biological_Process_2025,2.067908061242024,Upregulated,0.0008285189742663,108/180,33.36%
Protease Binding (GO:0002020),GO_Molecular_Function_2025,2.067560386999671,Upregulated,0.0008295636673175,42/90,23.11%
Th17 cell differentiation,KEGG_2021_Human,2.0659332507833232,Upregulated,0.0008305954629236,41/66,29.92%
Protein Processing (GO:0016485),GO_Biological_Process_2025,2.065644229142133,Upregulated,0.0008316145984609,58/96,32.80%
RAC1 PAK1 P38 MMP2 Pathway WP3303,WikiPathways_2024_Human,2.06551720833371,Upregulated,0.0008265437777386,32/64,20.68%
Lipid Catabolic Process (GO:0016042),GO_Biological_Process_2025,2.065368420970864,Upregulated,0.0008215344215099,17/36,17.15%
Secondary Active Transmembrane Transporter Activity (GO:0015291),GO_Molecular_Function_2025,2.065073751423672,Upregulated,0.0008165854189707,24/52,20.91%
Platelet Degranulation R-HSA-114608,Reactome_2022,2.065008366412794,Upregulated,0.0008116956859229,57/100,30.55%
Sphingolipid Metabolism R-HSA-428157,Reactome_2022,2.0626510169278878,Upregulated,0.0008365282876588,50/85,29.94%
Primary Focal Segmental Glomerulosclerosis FSGS WP2572,WikiPathways_2024_Human,2.062020811734448,Upregulated,0.0008315784161342,26/60,16.54%
Prostaglandin And Leukotriene Metabolism In Senescence WP5122,WikiPathways_2024_Human,2.061919516117693,Upregulated,0.0008266867783922,14/27,13.41%
Cell Recruitment (Pro-Inflammatory Response) R-HSA-9664424,Reactome_2022,2.0614049380974264,Upregulated,0.0008276810928783,10/18,17.21%
UDP-galactosyltransferase Activity (GO:0035250),GO_Molecular_Function_2025,2.061327385986308,Upregulated,0.0008228689935011,12/19,13.20%
Drug metabolism,KEGG_2021_Human,2.061045090837011,Upregulated,0.0008238738811427,58/86,32.98%
Focal Adhesion (GO:0005925),GO_Cellular_Component_2025,2.0592677597327675,Upregulated,0.000859236685783,146/346,24.48%
Complement Activation WP545,WikiPathways_2024_Human,2.059066300366348,Upregulated,0.00086002227361,14/17,24.96%
Positive Regulation of Actin Filament Bundle Assembly (GO:0032233),GO_Biological_Process_2025,2.0576278363763656,Upregulated,0.0008721252360698,23/42,20.83%
Eicosanoid Metabolism Via Cyclooxygenases COX WP4719,WikiPathways_2024_Human,2.0573271967507325,Upregulated,0.0008671979748491,21/24,31.18%
Growth Hormone Receptor Signaling R-HSA-982772,Reactome_2022,2.0571111796272774,Upregulated,0.0008623260761139,17/24,25.38%
Multivesicular Body Organization (GO:0036257),GO_Biological_Process_2025,2.05669464439583,Upregulated,0.0008742133252224,19/29,26.85%
TROP2 Regulatory Signaling WP5300,WikiPathways_2024_Human,2.053961455135195,Upregulated,0.000913655009216,20/44,18.72%
Basolateral Plasma Membrane (GO:0016323),GO_Cellular_Component_2025,2.0537057511602783,Upregulated,0.0009086071914855,87/171,26.45%
Striated Muscle Contraction (GO:0006941),GO_Biological_Process_2025,2.052998699366464,Upregulated,0.0009090912978812,31/40,29.29%
Regulation of Vasoconstriction (GO:0019229),GO_Biological_Process_2025,2.0518895248415223,Upregulated,0.0009095701134967,22/27,28.34%
Toxoplasmosis,KEGG_2021_Human,2.04931488207366,Upregulated,0.0009642129939157,32/79,17.32%
miRNA Targets In ECM And Membrane Receptors WP2911,WikiPathways_2024_Human,2.0485391784349294,Upregulated,0.0009805516167704,14/19,21.45%
Response to Peptide Hormone (GO:0043434),GO_Biological_Process_2025,2.046193329196601,Upregulated,0.0010074319163203,20/51,14.63%
Cell-Matrix Adhesion (GO:0007160),GO_Biological_Process_2025,2.0457634922841463,Upregulated,0.0010340247260354,49/93,23.24%
Desmosome (GO:0030057),GO_Cellular_Component_2025,2.0456757828675896,Upregulated,0.0010285245945139,11/19,10.72%
Purine Ribonucleotide Metabolic Process (GO:0009150),GO_Biological_Process_2025,2.043397527696447,Upregulated,0.0010547243973633,23/45,22.69%
Specific Granule Lumen (GO:0035580),GO_Cellular_Component_2025,2.0432086563432184,Upregulated,0.0010596649484878,27/46,26.39%
Cytoplasmic Vesicle Lumen (GO:0060205),GO_Cellular_Component_2025,2.042364712886703,Upregulated,0.0010802089685352,41/101,19.69%
Hair Follicle Development Cytodifferentiation Stage 3 Of 3 WP2840,WikiPathways_2024_Human,2.041858613395182,Upregulated,0.0010901565450872,26/63,13.83%
Amoebiasis,KEGG_2021_Human,2.0414223033579075,Upregulated,0.0010948367138226,36/69,23.49%
Signaling By PDGF R-HSA-186797,Reactome_2022,2.040453913995891,Upregulated,0.0010994686333958,18/47,7.70%
Cardiac Muscle Contraction (GO:0060048),GO_Biological_Process_2025,2.0386622580017004,Upregulated,0.0011296098295761,17/26,18.16%
Apoptotic Cleavage Of Cellular Proteins R-HSA-111465,Reactome_2022,2.0376654386745883,Upregulated,0.0011492729058413,22/32,23.95%
Positive Regulation of Cell-Substrate Adhesion (GO:0010811),GO_Biological_Process_2025,2.036794637539904,Upregulated,0.0011636768922179,23/60,12.51%
Non-integrin membrane-ECM Interactions R-HSA-3000171,Reactome_2022,2.0364050719144946,Upregulated,0.0011628336480931,18/35,17.14%
One Carbon Metabolism WP241,WikiPathways_2024_Human,2.033772905265245,Upregulated,0.0012271108849223,15/28,16.51%
Sphingolipid Pathway WP1422,WikiPathways_2024_Human,2.032778804377335,Upregulated,0.0012458931943854,23/29,29.94%
Regulation of Fatty Acid Metabolic Process (GO:0019217),GO_Biological_Process_2025,2.0320484335449707,Upregulated,0.0012396947207815,13/19,13.07%
Tight junction,KEGG_2021_Human,2.031620627981293,Upregulated,0.0012384918486762,67/144,22.82%
Regulation of Lipid Storage (GO:0010883),GO_Biological_Process_2025,2.03112223408965,Upregulated,0.0012471206753651,9/18,13.26%
RAS And Bradykinin Pathways In COVID 19 WP4969,WikiPathways_2024_Human,2.030833794606917,Upregulated,0.0012410073387212,20/24,30.26%
Pathogenic Escherichia Coli Infection WP2272,WikiPathways_2024_Human,2.029943941314672,Upregulated,0.0012446776888299,17/41,11.12%
Cell Surface Interactions At Vascular Wall R-HSA-202733,Reactome_2022,2.0274485589444478,Upregulated,0.0013063734465401,48/93,25.35%
Pyroptotic Inflammatory Response (GO:0070269),GO_Biological_Process_2025,2.0266773503382525,Upregulated,0.0013241376945159,10/16,17.32%
Leukocyte transendothelial migration,KEGG_2021_Human,2.021934571636553,Upregulated,0.0014184014828388,36/92,17.03%
Cytokine-cytokine receptor interaction,KEGG_2021_Human,2.020887302782747,Upregulated,0.0014306907495335,70/188,20.27%
Hippo Signaling Regulation WP4540,WikiPathways_2024_Human,2.020124477376459,Upregulated,0.0014523554951693,35/85,18.26%
Extracellular Membrane-Bounded Organelle (GO:0065010),GO_Cellular_Component_2025,2.018562594131104,Upregulated,0.0014927099504296,25/46,21.24%
Epidermis Development (GO:0008544),GO_Biological_Process_2025,2.0178560215837797,Upregulated,0.0014950718332625,20/44,13.83%
Epidermal Cell Differentiation (GO:0009913),GO_Biological_Process_2025,2.0172894180011256,Upregulated,0.0015020909498506,16/33,18.55%
Steroid Metabolic Process (GO:0008202),GO_Biological_Process_2025,2.0168489476348115,Upregulated,0.0014997293779144,49/88,23.79%
Regulation of Stress Fiber Assembly (GO:0051492),GO_Biological_Process_2025,2.0134288247822845,Upregulated,0.0015808356438528,36/67,20.83%
Multivesicular Body Assembly (GO:0036258),GO_Biological_Process_2025,2.0117003002241267,Upregulated,0.0016519620873703,18/28,26.85%
Sarcolemma (GO:0042383),GO_Cellular_Component_2025,2.0116356277494263,Upregulated,0.0016489425134908,32/45,30.01%
Triacylglyceride Synthesis WP325,WikiPathways_2024_Human,2.010663670586002,Upregulated,0.0016642389825919,17/21,29.34%
Response to Cytokine (GO:0034097),GO_Biological_Process_2025,2.009811173775926,Upregulated,0.0016930493819594,49/87,29.85%
