Pathway,Database,NES,Direction,FDR q-val,Tag %,Gene %
RND1 GTPase Cycle R-HSA-9696273,Reactome_2022,1.5171793658739576,Upregulated,0.0800865924694975,13/37,17.70%
Response to Fatty Acid (GO:0070542),GO_Biological_Process_2025,1.517147938504278,Upregulated,0.0800312041179197,14/18,34.65%
Positive Regulation of Tumor Necrosis Factor Production (GO:0032760),GO_Biological_Process_2025,1.5170524749663667,Upregulated,0.0800149664494634,20/51,22.37%
TNF Related Weak Inducer Of Apoptosis TWEAK Signaling WP2036,WikiPathways_2024_Human,1.5165533795030337,Upregulated,0.0802665582036944,13/29,26.34%
Regulation of Endothelial Cell Migration (GO:0010594),GO_Biological_Process_2025,1.5161779755592906,Upregulated,0.0804326497082922,23/71,18.73%
Positive Regulation of Vasculature Development (GO:1904018),GO_Biological_Process_2025,1.5161385221991397,Upregulated,0.080377150784927,41/92,29.67%
Plasma Lipoprotein Clearance R-HSA-8964043,Reactome_2022,1.5157311306687622,Upregulated,0.0805525777682473,12/30,19.57%
MAPK6/MAPK4 Signaling R-HSA-5687128,Reactome_2022,1.51541361617972,Upregulated,0.0806693753059734,45/85,39.50%
G-protein Mediated Events R-HSA-112040,Reactome_2022,1.5151623332948585,Upregulated,0.0807621295415966,13/47,8.67%
Negative Regulation of Programmed Cell Death (GO:0043069),GO_Biological_Process_2025,1.5150038823951248,Upregulated,0.0807850377963734,110/298,29.25%
Plasma Membrane Invagination (GO:0099024),GO_Biological_Process_2025,1.5150015430362982,Upregulated,0.0807162536282657,12/22,20.37%
Non-Membrane Spanning Protein Tyrosine Kinase Activity (GO:0004715),GO_Molecular_Function_2025,1.5149456724918475,Upregulated,0.0806792886229976,12/31,20.41%
Cell-Substrate Junction Assembly (GO:0007044),GO_Biological_Process_2025,1.5149262599591742,Upregulated,0.0806203960503181,14/26,23.24%
Calcium Ion Homeostasis (GO:0055074),GO_Biological_Process_2025,1.5149215634079118,Upregulated,0.0805510601006362,40/84,29.49%
Gap Junction Trafficking And Regulation R-HSA-157858,Reactome_2022,1.5148414123598704,Upregulated,0.0805231199712259,11/26,19.50%
Skeletal Muscle Tissue Development (GO:0007519),GO_Biological_Process_2025,1.51479370804939,Upregulated,0.0804908420843167,14/35,18.19%
TAK1-dependent IKK And NF-kappa-B Activation R-HSA-445989,Reactome_2022,1.5147751986938045,Upregulated,0.0804384587629282,16/35,27.48%
Iron Ion Transport (GO:0006826),GO_Biological_Process_2025,1.5146875771044286,Upregulated,0.0804141946264423,9/18,21.70%
Positive Regulation of Lamellipodium Assembly (GO:0010592),GO_Biological_Process_2025,1.5136378833283388,Upregulated,0.0809841514833393,10/19,21.18%
Tryptophan metabolism,KEGG_2021_Human,1.5132754128652106,Upregulated,0.0811386849954777,23/39,28.50%
Positive Regulation of Angiogenesis (GO:0045766),GO_Biological_Process_2025,1.5129749783921491,Upregulated,0.0812518910307247,45/105,28.18%
Negative Regulation of Cell-Cell Adhesion (GO:0022408),GO_Biological_Process_2025,1.5123911644327157,Upregulated,0.0815254902937677,15/34,21.84%
Positive Regulation of D-glucose Transmembrane Transport (GO:0010828),GO_Biological_Process_2025,1.512300654473817,Upregulated,0.0815143335256455,6/29,9.10%
Early Endosome (GO:0005769),GO_Cellular_Component_2025,1.512212121827098,Upregulated,0.0814918699605955,77/274,20.92%
Multivesicular Body (GO:0005771),GO_Cellular_Component_2025,1.511203022211354,Upregulated,0.0820700858457035,19/39,28.05%
Calcium-Dependent Phospholipid Binding (GO:0005544),GO_Molecular_Function_2025,1.5108407712282943,Upregulated,0.0822028588253708,16/47,13.65%
Endothelial Cell Migration (GO:0043542),GO_Biological_Process_2025,1.5107439339848598,Upregulated,0.0821963642594055,23/38,28.35%
Cellular Response to dsRNA (GO:0071359),GO_Biological_Process_2025,1.5106321954378397,Upregulated,0.0822055089365857,8/15,26.18%
Regulation of Brown Fat Cell Differentiation (GO:0090335),GO_Biological_Process_2025,1.510132143007484,Upregulated,0.082442780366372,5/16,10.73%
Regulation of Monoatomic Ion Transport (GO:0043269),GO_Biological_Process_2025,1.5099004480092033,Upregulated,0.0824984971135836,12/27,21.57%
Protein Tetramerization (GO:0051262),GO_Biological_Process_2025,1.509620954969354,Upregulated,0.082608672230476,29/68,27.50%
Acylglycerol Metabolic Process (GO:0006639),GO_Biological_Process_2025,1.5094660799895243,Upregulated,0.0826373269320459,20/31,33.06%
Regulation of Extrinsic Apoptotic Signaling Pathway (GO:2001236),GO_Biological_Process_2025,1.5092934203518626,Upregulated,0.0826840854465061,21/52,21.83%
Cellular Response to Oxygen-Containing Compound (GO:1901701),GO_Biological_Process_2025,1.508947269016887,Upregulated,0.0828637733582967,130/301,31.26%
Aflatoxin Activation And Detoxification R-HSA-5423646,Reactome_2022,1.5086049555344665,Upregulated,0.0830163984761096,12/16,32.27%
Lamellipodium Organization (GO:0097581),GO_Biological_Process_2025,1.508290439328138,Upregulated,0.0831437554517552,11/25,17.12%
Synthesis Of PA R-HSA-1483166,Reactome_2022,1.5081227946383446,Upregulated,0.0831640706652277,10/33,16.26%
IL7 Signaling WP205,WikiPathways_2024_Human,1.5079449034881494,Upregulated,0.0832222225022023,6/16,8.58%
Peroxisome,KEGG_2021_Human,1.5073454022318424,Upregulated,0.0835288076462242,38/77,35.47%
Positive Regulation of Extrinsic Apoptotic Signaling Pathway (GO:2001238),GO_Biological_Process_2025,1.5070063376902034,Upregulated,0.0836767646449862,13/29,21.83%
SARS CoV 2 Nsp1 Inhibits Translation Initiation In Host Cell WP5027,WikiPathways_2024_Human,1.50673080512808,Upregulated,0.0837824004316747,12/16,38.42%
Transition Metal Ion Transport (GO:0000041),GO_Biological_Process_2025,1.5062716586585914,Upregulated,0.0840242378902671,11/28,22.06%
Long-Chain fatty-acyl-CoA Metabolic Process (GO:0035336),GO_Biological_Process_2025,1.5062460840307177,Upregulated,0.0839674164148663,15/22,26.02%
Chondrocyte Differentiation (GO:0002062),GO_Biological_Process_2025,1.505713117764199,Upregulated,0.0842317990642649,17/29,31.33%
Urea Cycle And Associated Pathways WP4595,WikiPathways_2024_Human,1.505035869516565,Upregulated,0.0846189268902252,14/23,33.43%
Intracellular Receptor Signaling Pathway (GO:0030522),GO_Biological_Process_2025,1.505008357145557,Upregulated,0.084564306031542,11/29,22.37%
Positive Regulation of Vascular Associated Smooth Muscle Cell Proliferation (GO:1904707),GO_Biological_Process_2025,1.503853469726106,Upregulated,0.0852366031921005,7/16,17.14%
Positive Regulation of Lymphocyte Proliferation (GO:0050671),GO_Biological_Process_2025,1.5030262553811384,Upregulated,0.085705504852679,16/46,20.85%
Toll-Like Receptor Signaling Pathway (GO:0002224),GO_Biological_Process_2025,1.5029527188972305,Upregulated,0.085683346912968,15/22,36.11%
Artery Development (GO:0060840),GO_Biological_Process_2025,1.5026934928686035,Upregulated,0.0857728248045827,15/23,31.82%
Glucose Homeostasis (GO:0042593),GO_Biological_Process_2025,1.5019037472793764,Upregulated,0.0862170857994115,28/76,20.19%
Protein Autophosphorylation (GO:0046777),GO_Biological_Process_2025,1.501874086056766,Upregulated,0.0861579791967188,47/118,26.72%
Phosphate Transmembrane Transporter Activity (GO:0005315),GO_Molecular_Function_2025,1.5017008130525704,Upregulated,0.0861924419156897,9/15,24.33%
Protein Kinase Activator Activity (GO:0030295),GO_Molecular_Function_2025,1.501017094846648,Upregulated,0.0865604990936698,34/90,24.49%
Glycosphingolipid Biosynthetic Process (GO:0006688),GO_Biological_Process_2025,1.5002755054866,Upregulated,0.0869813706568764,9/27,15.04%
Signaling By SCF-KIT R-HSA-1433557,Reactome_2022,1.498904311242299,Upregulated,0.0877939404310302,21/39,27.65%
Regulation of Response to External Stimulus (GO:0032101),GO_Biological_Process_2025,1.4988875745605996,Upregulated,0.0877252769318438,48/85,36.21%
Pluripotent Stem Cell Differentiation Pathway WP2848,WikiPathways_2024_Human,1.4987718332533522,Upregulated,0.0877117269921704,16/39,20.41%
Regulation of Phosphatidylinositol 3-Kinase/Protein Kinase B Signal Transduction (GO:0051896),GO_Biological_Process_2025,1.4986196347668888,Upregulated,0.0877294794599891,54/188,18.72%
Very Long-Chain Fatty Acid Metabolic Process (GO:0000038),GO_Biological_Process_2025,1.498112077656283,Upregulated,0.0879811763574181,19/28,30.27%
Factors And Pathways Affecting IGF1 Akt Signaling WP3850,WikiPathways_2024_Human,1.4971925089025149,Upregulated,0.0885801577621076,11/31,24.18%
Positive Regulation of Programmed Cell Death (GO:0043068),GO_Biological_Process_2025,1.497014851822505,Upregulated,0.0886232710277667,65/194,23.41%
Modulators Of TCR Signaling And T Cell Activation WP5072,WikiPathways_2024_Human,1.4969711447801672,Upregulated,0.0885803732104223,13/52,13.11%
Negative Regulation of Osteoblast Differentiation (GO:0045668),GO_Biological_Process_2025,1.4951643081507926,Upregulated,0.0897295645875327,14/29,24.59%
Monoatomic Cation Homeostasis (GO:0055080),GO_Biological_Process_2025,1.4948573563159415,Upregulated,0.089869167424345,31/68,29.99%
Positive Regulation of Interleukin-6 Production (GO:0032755),GO_Biological_Process_2025,1.4946682276511782,Upregulated,0.0899135696284035,19/47,22.37%
Cation Binding (GO:0043169),GO_Molecular_Function_2025,1.494495702732619,Upregulated,0.0899461413285149,24/81,22.47%
Interleukin Receptor SHC Signaling R-HSA-912526,Reactome_2022,1.493897816021596,Upregulated,0.0902924387023299,10/18,27.65%
Positive Regulation of Smooth Muscle Cell Proliferation (GO:0048661),GO_Biological_Process_2025,1.493361589250429,Upregulated,0.0905995927083559,13/35,17.14%
Apoptotic Process (GO:0006915),GO_Biological_Process_2025,1.4932580276667222,Upregulated,0.0905913021926314,59/183,23.07%
Defective Intrinsic Pathway For Apoptosis R-HSA-9734009,Reactome_2022,1.4927368600754878,Upregulated,0.0908700726958581,7/19,12.36%
Carbohydrate Metabolic Process (GO:0005975),GO_Biological_Process_2025,1.4924705296789813,Upregulated,0.0909736159481554,36/71,31.57%
Purine Ribonucleotide Biosynthetic Process (GO:0009152),GO_Biological_Process_2025,1.4922087203519905,Upregulated,0.0910644535803042,18/40,21.91%
Regulation of Monocyte Chemotaxis (GO:0090025),GO_Biological_Process_2025,1.4919516396195756,Upregulated,0.0911526347476868,11/20,27.24%
Pancreatic Adenocarcinoma Pathway WP4263,WikiPathways_2024_Human,1.4918712869005673,Upregulated,0.091133907274534,30/78,21.72%
Regulation Of Necroptotic Cell Death R-HSA-5675482,Reactome_2022,1.491519968589759,Upregulated,0.0912977198871694,18/24,40.34%
Negative Regulation of Stress Fiber Assembly (GO:0051497),GO_Biological_Process_2025,1.4903199335616706,Upregulated,0.0920399694178106,12/24,16.40%
Hydro-Lyase Activity (GO:0016836),GO_Molecular_Function_2025,1.4900095413989198,Upregulated,0.0921486734048395,12/38,12.57%
Sphingolipid Metabolism In Senescence WP5121,WikiPathways_2024_Human,1.4899554108585666,Upregulated,0.0921100580555055,16/28,31.57%
Glycoprotein Catabolic Process (GO:0006516),GO_Biological_Process_2025,1.4891143066786523,Upregulated,0.0926072411386728,11/15,34.36%
Regulation of ERK1 and ERK2 Cascade (GO:0070372),GO_Biological_Process_2025,1.4888174247749082,Upregulated,0.0927459077026141,53/169,21.96%
EPH-Ephrin Signaling R-HSA-2682334,Reactome_2022,1.4883036522407238,Upregulated,0.0930029210621543,27/76,19.54%
Regulation of Protein Secretion (GO:0050708),GO_Biological_Process_2025,1.4881894162561184,Upregulated,0.0930043216953306,24/80,19.66%
Glycosphingolipid Metabolic Process (GO:0006687),GO_Biological_Process_2025,1.4880349985798365,Upregulated,0.0930280715741318,11/35,15.04%
Positive Regulation of T Cell Proliferation (GO:0042102),GO_Biological_Process_2025,1.4880069929060082,Upregulated,0.0929789929212797,13/32,21.83%
Negative Regulation of Cation Transmembrane Transport (GO:1904063),GO_Biological_Process_2025,1.487657833518492,Upregulated,0.0931275203514062,10/16,30.51%
Negative Regulation of Ossification (GO:0030279),GO_Biological_Process_2025,1.4872454853744277,Upregulated,0.0933451670589166,17/26,33.72%
Positive Regulation of Cell Growth (GO:0030307),GO_Biological_Process_2025,1.4871117028631238,Upregulated,0.0933578299061778,25/95,14.03%
Regulation of Lamellipodium Assembly (GO:0010591),GO_Biological_Process_2025,1.4868338236324496,Upregulated,0.0934809430634006,16/27,28.55%
Male Infertility WP4673,WikiPathways_2024_Human,1.486621528675086,Upregulated,0.093543720362056,28/114,16.98%
Legionellosis,KEGG_2021_Human,1.4865031102508917,Upregulated,0.0935397268650107,13/30,20.37%
Lipid Metabolism In Senescent Cells WP5149,WikiPathways_2024_Human,1.4861331057334648,Upregulated,0.0937141946266613,9/17,24.12%
Familial Partial Lipodystrophy WP5102,WikiPathways_2024_Human,1.4860524769310524,Upregulated,0.0936911682177882,12/28,20.57%
Regulation Of KIT Signaling R-HSA-1433559,Reactome_2022,1.4856586328145187,Upregulated,0.0938742549936353,8/15,26.03%
Macrophage Activation (GO:0042116),GO_Biological_Process_2025,1.4856366628671052,Upregulated,0.0938109380326888,8/18,20.98%
Oxidative Damage Response WP3941,WikiPathways_2024_Human,1.4842919868968492,Upregulated,0.0946419814450824,12/33,19.69%
Ferroptosis WP4313,WikiPathways_2024_Human,1.484152183702929,Upregulated,0.0946510280855415,27/57,28.05%
Prostate cancer,KEGG_2021_Human,1.4839789422960168,Upregulated,0.0947026125450528,42/88,31.05%
Regulation of Cell-Substrate Adhesion (GO:0010810),GO_Biological_Process_2025,1.4832083419854425,Upregulated,0.095173566486153,17/37,24.19%
Tertiary Granule Membrane (GO:0070821),GO_Cellular_Component_2025,1.4831939052944765,Upregulated,0.0951053591158087,24/53,24.24%
RHO GTPases Activate ROCKs R-HSA-5627117,Reactome_2022,1.4828411117080174,Upregulated,0.0952927685109147,10/16,25.40%
CD209 (DC-SIGN) Signaling R-HSA-5621575,Reactome_2022,1.4824956255831727,Upregulated,0.0954880276005909,8/18,15.50%
Lung Fibrosis WP3624,WikiPathways_2024_Human,1.4820960997719652,Upregulated,0.0957066016566862,13/41,20.60%
Aminopeptidase Activity (GO:0004177),GO_Molecular_Function_2025,1.4818402676229945,Upregulated,0.0958100009575209,17/28,33.99%
Establishment or Maintenance of Epithelial Cell Apical/Basal Polarity (GO:0045197),GO_Biological_Process_2025,1.48175817706613,Upregulated,0.0957765391612723,15/32,20.50%
Regulation of Activated T Cell Proliferation (GO:0046006),GO_Biological_Process_2025,1.4811327635346605,Upregulated,0.0961187291172564,9/16,26.52%
Signaling By FLT3 Fusion Proteins R-HSA-9703465,Reactome_2022,1.4810668188308056,Upregulated,0.0960793840231628,10/17,26.59%
Necroptosis,KEGG_2021_Human,1.4807853277780143,Upregulated,0.0961983760858382,40/118,18.49%
Calcium Ion Transmembrane Transporter Activity (GO:0015085),GO_Molecular_Function_2025,1.48062778505794,Upregulated,0.0962166109564807,17/64,13.46%
Positive Regulation of Exocytosis (GO:0045921),GO_Biological_Process_2025,1.4796240669584213,Upregulated,0.096871741088008,11/29,12.51%
Histidine metabolism,KEGG_2021_Human,1.4796156772825335,Upregulated,0.0967970959472197,14/19,27.33%
Metabolism Of Porphyrins R-HSA-189445,Reactome_2022,1.479227542713405,Upregulated,0.0970097746355604,15/24,33.75%
Glycogen Metabolic Process (GO:0005977),GO_Biological_Process_2025,1.479188405925995,Upregulated,0.0969642397792265,9/19,19.11%
Positive Regulation of Cytokine-Mediated Signaling Pathway (GO:0001961),GO_Biological_Process_2025,1.4789842244780806,Upregulated,0.0970229733567445,18/28,33.70%
Aminoglycan Biosynthetic Process (GO:0006023),GO_Biological_Process_2025,1.478735421413793,Upregulated,0.0971034023398039,6/21,10.97%
MAPK signaling pathway,KEGG_2021_Human,1.4785241342444733,Upregulated,0.0971828947755158,86/256,21.18%
Mammary Gland Development Pathway Embryonic Development Stg 1/4 WP2813,WikiPathways_2024_Human,1.4783844983696004,Upregulated,0.0972106905932616,6/15,15.47%
Monoatomic Anion Transport (GO:0006820),GO_Biological_Process_2025,1.477957472009273,Upregulated,0.0974469625646756,14/39,20.00%
Low-Density Lipoprotein Particle Receptor Binding (GO:0050750),GO_Molecular_Function_2025,1.4778527004916626,Upregulated,0.0974471490569073,6/22,10.79%
Regulation of Oxidative Stress-Induced Intrinsic Apoptotic Signaling Pathway (GO:1902175),GO_Biological_Process_2025,1.4776670252655573,Upregulated,0.0975068166008513,5/17,10.89%
NF-kappa B signaling pathway,KEGG_2021_Human,1.4776017607787282,Upregulated,0.0974748283878123,24/70,18.18%
Synthesis Of PC R-HSA-1483191,Reactome_2022,1.4772450813728972,Upregulated,0.0976459261320759,7/26,8.55%
alpha-Linolenic acid metabolism,KEGG_2021_Human,1.477157580665292,Upregulated,0.0976347258879332,4/17,5.14%
Positive Regulation of DNA-binding Transcription Factor Activity (GO:0051091),GO_Biological_Process_2025,1.4771351160846318,Upregulated,0.0975674584264293,47/128,22.33%
Golgi Membrane (GO:0000139),GO_Cellular_Component_2025,1.4768898044656074,Upregulated,0.0976524080737364,121/402,22.47%
Heart Development WP1591,WikiPathways_2024_Human,1.4765258613136054,Upregulated,0.0978012158792666,22/41,31.40%
Epithelial Cell Migration (GO:0010631),GO_Biological_Process_2025,1.476058966495364,Upregulated,0.09806728064073,7/15,11.77%
Constitutive Signaling By Aberrant PI3K In Cancer R-HSA-2219530,Reactome_2022,1.4756771988276942,Upregulated,0.0982810067999249,31/61,31.11%
Neuroinflammation And Glutamatergic Signaling WP5083,WikiPathways_2024_Human,1.4755652419038443,Upregulated,0.0982853120897352,40/116,19.78%
Cholesterol Biosynthesis Pathway In Hepatocytes WP5329,WikiPathways_2024_Human,1.47547288297936,Upregulated,0.0982800420313488,18/41,27.63%
BMP Signaling Pathway (GO:0030509),GO_Biological_Process_2025,1.4751237604037466,Upregulated,0.0984604194801968,25/40,31.40%
Positive Regulation of Osteoclast Differentiation (GO:0045672),GO_Biological_Process_2025,1.4749312537327732,Upregulated,0.0985043760473439,5/17,8.53%
FGF23 Signaling In Hypophosphatemic Rickets Related Disorders WP4790,WikiPathways_2024_Human,1.4748593086679609,Upregulated,0.0984766708242834,13/18,39.37%
Wnt Signaling WP428,WikiPathways_2024_Human,1.4744746418809778,Upregulated,0.0986747409953301,31/99,15.40%
PDGF Pathway WP2526,WikiPathways_2024_Human,1.473325677275021,Upregulated,0.0994331970913544,21/38,29.92%
Positive Regulation of ERK1 and ERK2 Cascade (GO:0070374),GO_Biological_Process_2025,1.4731776945020802,Upregulated,0.0994508451635524,38/120,21.53%
Positive Regulation of Immune Response (GO:0050778),GO_Biological_Process_2025,1.4727804802747897,Upregulated,0.099670662619609,21/56,21.83%
BMP Signaling In Eyelid Development WP3927,WikiPathways_2024_Human,1.471849899455921,Upregulated,0.100234781503912,10/17,26.08%
Sterol Transfer Activity (GO:0120015),GO_Molecular_Function_2025,1.4716945907606964,Upregulated,0.1002604592278029,13/26,21.81%
Lysosomal Transport (GO:0007041),GO_Biological_Process_2025,1.4709886996973185,Upregulated,0.100707722271248,22/63,22.48%
Triglyceride Metabolism R-HSA-8979227,Reactome_2022,1.469838885528892,Upregulated,0.1014396161064866,17/33,31.28%
Pyruvate Metabolism And Citric Acid (TCA) Cycle R-HSA-71406,Reactome_2022,1.4692997426175036,Upregulated,0.101791251008037,24/46,34.77%
Fc Receptor Signaling Pathway (GO:0038093),GO_Biological_Process_2025,1.469060548811301,Upregulated,0.1018771698680562,14/22,26.72%
Macromolecule Catabolic Process (GO:0009057),GO_Biological_Process_2025,1.4689915722858289,Upregulated,0.101837574921077,20/42,29.70%
"Gamma Carboxylation, Hypusine Formation And Arylsulfatase Activation R-HSA-163841",Reactome_2022,1.4680105689613894,Upregulated,0.1024882575555361,18/36,30.79%
Protein Targeting to Lysosome (GO:0006622),GO_Biological_Process_2025,1.4677826652035122,Upregulated,0.1025781460239325,8/23,17.92%
miRNA Role In Immune Response In Sepsis WP4329,WikiPathways_2024_Human,1.4676642795287804,Upregulated,0.1025907986569881,11/25,24.49%
Osteoarthritic Chondrocyte Hypertrophy WP5373,WikiPathways_2024_Human,1.4672459341511035,Upregulated,0.1027991584028636,19/46,26.59%
Pharyngeal System Development (GO:0060037),GO_Biological_Process_2025,1.46696714562419,Upregulated,0.1028964437028617,9/16,20.27%
LDL Clearance R-HSA-8964038,Reactome_2022,1.4665684114368749,Upregulated,0.1031442602029051,7/16,15.73%
Phagocytic Vesicle (GO:0045335),GO_Cellular_Component_2025,1.4662705966987146,Upregulated,0.1032803307549688,30/84,22.28%
Fatty Acids And Lipoproteins Transport In Hepatocytes WP5323,WikiPathways_2024_Human,1.4657556232952451,Upregulated,0.1035979780647163,18/32,31.81%
Protein-Containing Complex Disassembly (GO:0032984),GO_Biological_Process_2025,1.4656247049707216,Upregulated,0.1036097699374899,25/62,28.67%
MAPK Cascade WP422,WikiPathways_2024_Human,1.465152775365892,Upregulated,0.1038625072571638,18/31,29.92%
Hexose Metabolic Process (GO:0019318),GO_Biological_Process_2025,1.4650865971042342,Upregulated,0.1038428036827544,20/40,25.62%
PDGFR Beta Pathway WP3972,WikiPathways_2024_Human,1.4649486479946314,Upregulated,0.1038543759620825,16/28,29.27%
Contractile Actin Filament Bundle Assembly (GO:0030038),GO_Biological_Process_2025,1.4647576496625505,Upregulated,0.1038415907060054,7/17,18.72%
Stress Fiber Assembly (GO:0043149),GO_Biological_Process_2025,1.4647576496625505,Upregulated,0.1038415907060054,7/17,18.72%
Positive Regulation of Phosphate Metabolic Process (GO:0045937),GO_Biological_Process_2025,1.464622766203618,Upregulated,0.1038578125423874,9/16,18.72%
Positive Regulation of Peptidyl-Tyrosine Phosphorylation (GO:0050731),GO_Biological_Process_2025,1.4641724784539456,Upregulated,0.1041138434720692,15/42,15.96%
Positive Regulation of Cellular Component Biogenesis (GO:0044089),GO_Biological_Process_2025,1.4639617010350412,Upregulated,0.104173399671191,25/72,22.33%
Cell-Cell Contact Zone (GO:0044291),GO_Cellular_Component_2025,1.4638070692945242,Upregulated,0.1042009867523922,17/41,23.38%
Unsaturated Fatty Acid Metabolic Process (GO:0033559),GO_Biological_Process_2025,1.4636315676934253,Upregulated,0.104255721016197,25/42,32.98%
Cardiac Atrium Morphogenesis (GO:0003209),GO_Biological_Process_2025,1.4635214706460309,Upregulated,0.1042637945776201,6/17,12.21%
Azurophil Granule Membrane (GO:0035577),GO_Cellular_Component_2025,1.463413760923281,Upregulated,0.1042765094932924,26/42,34.36%
Positive Regulation of Lipid Biosynthetic Process (GO:0046889),GO_Biological_Process_2025,1.4631549898983065,Upregulated,0.1043837607588408,12/33,21.67%
Regulation of Blood Circulation (GO:1903522),GO_Biological_Process_2025,1.4620681098001231,Upregulated,0.1051297649426202,17/29,30.24%
Intestinal immune network for IgA production,KEGG_2021_Human,1.4612271041400138,Upregulated,0.105711329080142,10/18,27.81%
Podosome (GO:0002102),GO_Cellular_Component_2025,1.4611555423093603,Upregulated,0.1056927249408647,8/17,12.98%
Macromolecule Modification (GO:0043412),GO_Biological_Process_2025,1.4610908172289907,Upregulated,0.1056671958227339,19/71,14.85%
Regulation of Wound Healing (GO:0061041),GO_Biological_Process_2025,1.4602539415082054,Upregulated,0.1062207425952828,21/40,27.05%
Autophagosome (GO:0005776),GO_Cellular_Component_2025,1.4599220284061083,Upregulated,0.1063946500951539,31/73,29.70%
Alpha-Amino Acid Catabolic Process (GO:1901606),GO_Biological_Process_2025,1.4596592739604652,Upregulated,0.1064981408591001,15/21,36.07%
Cardiac Progenitor Differentiation WP2406,WikiPathways_2024_Human,1.4595703035345498,Upregulated,0.1064736087499842,17/46,18.87%
Thyroxine Thyroid Hormone Production WP1981,WikiPathways_2024_Human,1.4589155090171226,Upregulated,0.1069155307604485,14/21,34.55%
Inorganic Anion Transmembrane Transporter Activity (GO:0015103),GO_Molecular_Function_2025,1.4588931848907003,Upregulated,0.1068522609557627,16/34,30.05%
Regulation of Cardiac Muscle Contraction by Calcium Ion Signaling (GO:0010882),GO_Biological_Process_2025,1.4586866677577597,Upregulated,0.106928183035546,12/19,25.93%
Regulation of Cytoplasmic Pattern Recognition Receptor Signaling Pathway (GO:0039531),GO_Biological_Process_2025,1.4581047973029089,Upregulated,0.1072827303383571,11/16,30.75%
Notch Signaling WP61,WikiPathways_2024_Human,1.4578629320922274,Upregulated,0.107375084601881,8/44,6.70%
Positive Regulation of MAP Kinase Activity (GO:0043406),GO_Biological_Process_2025,1.4575274764078523,Upregulated,0.10753016646927,15/51,13.98%
Negative Regulation of Cell Migration (GO:0030336),GO_Biological_Process_2025,1.457484748671721,Upregulated,0.1074812235591801,43/151,16.40%
Metalloaminopeptidase Activity (GO:0070006),GO_Molecular_Function_2025,1.4573905666177096,Upregulated,0.1074828805311822,11/18,33.99%
Positive Regulation of Protein Polymerization (GO:0032273),GO_Biological_Process_2025,1.4567532362749418,Upregulated,0.1078823028561547,18/58,15.65%
Acute Myeloid Leukemia WP5293,WikiPathways_2024_Human,1.4562522578122772,Upregulated,0.1081848042619216,23/55,27.65%
Clathrin-Coated Endocytic Vesicle (GO:0045334),GO_Cellular_Component_2025,1.4557337416363194,Upregulated,0.1085036449147457,17/59,11.72%
Regulation of Platelet Activation (GO:0010543),GO_Biological_Process_2025,1.4556314578992549,Upregulated,0.1085045139470514,14/22,34.96%
Regulation of Fatty Acid Biosynthetic Process (GO:0042304),GO_Biological_Process_2025,1.4553862764956036,Upregulated,0.1086083322731053,13/20,34.93%
Nucleotide Catabolism R-HSA-8956319,Reactome_2022,1.4551329486201057,Upregulated,0.108737138323685,15/28,29.68%
IL11 Signaling WP2332,WikiPathways_2024_Human,1.4544356843157948,Upregulated,0.1092175291814028,16/37,25.38%
Adherens Junction Organization (GO:0034332),GO_Biological_Process_2025,1.453313957837217,Upregulated,0.1100083745975079,5/26,4.07%
Interleukin-12 Family Signaling R-HSA-447115,Reactome_2022,1.4532983803321406,Upregulated,0.1099328257687612,16/46,19.94%
Catenin Complex (GO:0016342),GO_Cellular_Component_2025,1.453235448577494,Upregulated,0.1099014541822988,4/20,2.27%
RHOBTB1 GTPase Cycle R-HSA-9013422,Reactome_2022,1.4519865927331963,Upregulated,0.1107560145299196,7/18,16.04%
Protein Homooligomerization (GO:0051260),GO_Biological_Process_2025,1.4518246144362037,Upregulated,0.110782471387282,46/114,26.20%
Regulation of Cellular Response to Transforming Growth Factor Beta Stimulus (GO:1903844),GO_Biological_Process_2025,1.4515033121376888,Upregulated,0.1109491102059026,5/15,10.42%
GPR143 In Melanocytes And Retinal Pigment Epithelium Cells WP4941,WikiPathways_2024_Human,1.4513228939587983,Upregulated,0.1110034032556382,12/28,15.51%
Cholesterol Binding (GO:0015485),GO_Molecular_Function_2025,1.4512208448172943,Upregulated,0.1109902580505981,21/50,23.31%
Potential Therapeutics For SARS R-HSA-9679191,Reactome_2022,1.4508522841785207,Upregulated,0.111182828057628,14/74,6.30%
Intercalated Disc (GO:0014704),GO_Cellular_Component_2025,1.4508099989379364,Upregulated,0.1111325394503045,11/26,18.95%
Long-Chain Fatty Acid Biosynthetic Process (GO:0042759),GO_Biological_Process_2025,1.450671448603777,Upregulated,0.1111601009766416,7/15,14.28%
Cholesterol Biosynthesis R-HSA-191273,Reactome_2022,1.4503818298673,Upregulated,0.1112940074153738,11/26,27.63%
Monoatomic Ion Channel Activity (GO:0005216),GO_Molecular_Function_2025,1.4503420070551498,Upregulated,0.1112377172725133,23/59,20.66%
Monoatomic Anion Transmembrane Transporter Activity (GO:0008509),GO_Molecular_Function_2025,1.4503062517222554,Upregulated,0.1111792521006424,15/26,31.33%
Diol Biosynthetic Process (GO:0034312),GO_Biological_Process_2025,1.4499451606070233,Upregulated,0.1113918852447282,8/18,19.86%
Regulation of Hippo Signaling (GO:0035330),GO_Biological_Process_2025,1.4497023376309717,Upregulated,0.1114830872116631,12/32,25.64%
