Pathway,Database,NES,Direction,FDR q-val,Tag %,Gene %
Extracellular Matrix Organization R-HSA-1474244,Reactome_2022,2.940278572981552,Upregulated,0.0,145/231,21.60%
Extracellular Matrix Organization (GO:0030198),GO_Biological_Process_2025,2.909044103346589,Upregulated,0.0,94/145,20.03%
Collagen-Containing Extracellular Matrix (GO:0062023),GO_Cellular_Component_2025,2.898105172052213,Upregulated,0.0,171/285,22.46%
Collagen Formation R-HSA-1474290,Reactome_2022,2.8376722910907843,Upregulated,0.0,52/66,20.03%
Glucuronidation R-HSA-156588,Reactome_2022,2.7830989054666757,Upregulated,0.0,19/24,3.12%
Ascorbate and aldarate metabolism,KEGG_2021_Human,2.765942027447648,Upregulated,0.0,18/30,3.12%
External Encapsulating Structure Organization (GO:0045229),GO_Biological_Process_2025,2.728845593390377,Upregulated,0.0,54/84,19.65%
Extracellular Structure Organization (GO:0043062),GO_Biological_Process_2025,2.707435608532852,Upregulated,0.0,54/84,19.65%
Collagen Biosynthesis And Modifying Enzymes R-HSA-1650814,Reactome_2022,2.658760112056013,Upregulated,0.0,38/47,19.57%
Glucuronidation WP698,WikiPathways_2024_Human,2.6227344205445435,Upregulated,0.0,18/25,3.12%
Glucuronosyltransferase Activity (GO:0015020),GO_Molecular_Function_2025,2.612199478023421,Upregulated,0.0,18/31,3.12%
Cytokine-cytokine receptor interaction,KEGG_2021_Human,2.580507194241316,Upregulated,0.0,76/188,17.58%
Cytokine Cytokine Receptor Interaction WP5473,WikiPathways_2024_Human,2.5730317292363707,Upregulated,0.0,69/157,17.58%
Degradation Of Extracellular Matrix R-HSA-1474228,Reactome_2022,2.571792987405232,Upregulated,0.0,47/85,17.68%
Pentose and glucuronate interconversions,KEGG_2021_Human,2.5664293151065687,Upregulated,0.0,18/34,3.12%
Metalloendopeptidase Activity (GO:0004222),GO_Molecular_Function_2025,2.5614501999462824,Upregulated,0.0,46/85,19.47%
ECM-receptor interaction,KEGG_2021_Human,2.5594090011345894,Upregulated,0.0,34/67,10.66%
Aspirin ADME R-HSA-9749641,Reactome_2022,2.5541194054735814,Upregulated,0.0,19/34,3.12%
UDP-glycosyltransferase Activity (GO:0008194),GO_Molecular_Function_2025,2.5219617725189667,Upregulated,0.0,29/63,10.89%
Assembly Of Collagen Fibrils And Other Multimeric Structures R-HSA-2022090,Reactome_2022,2.5210479287957117,Upregulated,0.0,32/43,20.03%
Laminin Interactions R-HSA-3000157,Reactome_2022,2.515952389071409,Upregulated,0.0,13/18,8.82%
Drug ADME R-HSA-9748784,Reactome_2022,2.5117672314492565,Upregulated,0.0,33/74,12.43%
Collagen Fibril Organization (GO:0030199),GO_Biological_Process_2025,2.482627707309707,Upregulated,0.0,31/40,20.03%
Integrin Cell Surface Interactions R-HSA-216083,Reactome_2022,2.4809872442083183,Upregulated,0.0,23/51,7.33%
Diseases Associated With O-glycosylation Of Proteins R-HSA-3906995,Reactome_2022,2.480080480796967,Upregulated,0.0,29/48,18.97%
Myofibril Assembly (GO:0030239),GO_Biological_Process_2025,2.4441501713496483,Upregulated,0.0,33/46,25.34%
Endodermal Cell Differentiation (GO:0035987),GO_Biological_Process_2025,2.442198965587406,Upregulated,0.0,13/26,8.37%
Proteolysis (GO:0006508),GO_Biological_Process_2025,2.4315564318688287,Upregulated,0.0,119/253,24.29%
Porphyrin and chlorophyll metabolism,KEGG_2021_Human,2.427925901826629,Upregulated,0.0,19/43,3.12%
Endoplasmic Reticulum Lumen (GO:0005788),GO_Cellular_Component_2025,2.4255514516106493,Upregulated,0.0,134/230,27.60%
Extracellular Matrix Disassembly (GO:0022617),GO_Biological_Process_2025,2.421989572390387,Upregulated,0.0,21/35,16.93%
Phase II - Conjugation Of Compounds R-HSA-156580,Reactome_2022,2.414040370005744,Upregulated,0.0,32/95,13.28%
Metallopeptidase Activity (GO:0008237),GO_Molecular_Function_2025,2.402190226477241,Upregulated,0.0,51/107,19.47%
Diseases Of Glycosylation R-HSA-3781865,Reactome_2022,2.400062944735072,Upregulated,0.0,67/118,27.17%
Elastic Fibre Formation R-HSA-1566948,Reactome_2022,2.398204698533083,Upregulated,0.0,32/36,27.71%
Collagen Chain Trimerization R-HSA-8948216,Reactome_2022,2.3913769786826142,Upregulated,0.0,16/25,9.86%
Defective B3GALTL Causes PpS R-HSA-5083635,Reactome_2022,2.381632575417014,Upregulated,0.0,21/31,18.97%
Hexosyltransferase Activity (GO:0016758),GO_Molecular_Function_2025,2.380964753643219,Upregulated,0.0,47/90,23.28%
Integrin-Mediated Signaling Pathway (GO:0007229),GO_Biological_Process_2025,2.377371218587013,Upregulated,0.0,45/74,28.08%
Cellular Component Disassembly (GO:0022411),GO_Biological_Process_2025,2.377024350106436,Upregulated,0.0,22/39,16.93%
Pathogenic Escherichia coli infection,KEGG_2021_Human,2.3713578379270093,Upregulated,0.0,65/152,16.23%
Organic Anion Transport (GO:0015711),GO_Biological_Process_2025,2.3698440410706607,Upregulated,0.0,43/90,16.59%
O-linked Glycosylation R-HSA-5173105,Reactome_2022,2.366723334039895,Upregulated,0.0,45/79,22.41%
Collagen Degradation R-HSA-1442490,Reactome_2022,2.358806203773538,Upregulated,0.0,19/31,16.93%
Endopeptidase Activity (GO:0004175),GO_Molecular_Function_2025,2.356901659192133,Upregulated,0.0,96/240,19.47%
Hematopoietic cell lineage,KEGG_2021_Human,2.3526705463775186,Upregulated,0.0,34/53,23.84%
Cytokine Receptor Activity (GO:0004896),GO_Molecular_Function_2025,2.346476317096881,Upregulated,0.0,42/62,25.63%
O-glycosylation Of TSR Domain-Containing Proteins R-HSA-5173214,Reactome_2022,2.3382291610213537,Upregulated,0.0,21/32,18.97%
Formation Of Cornified Envelope R-HSA-6809371,Reactome_2022,2.3357716409105542,Upregulated,0.0,19/25,11.86%
Basement Membrane (GO:0005604),GO_Cellular_Component_2025,2.33566388855178,Upregulated,0.0,20/37,12.84%
Cell-Matrix Adhesion (GO:0007160),GO_Biological_Process_2025,2.3350711167278067,Upregulated,0.0,41/93,14.66%
Keratinization R-HSA-6805567,Reactome_2022,2.3310935402263486,Upregulated,0.0,19/26,11.86%
Steroid hormone biosynthesis,KEGG_2021_Human,2.317460740214002,Upregulated,0.0,24/53,9.00%
Golgi Cisterna Membrane (GO:0032580),GO_Cellular_Component_2025,2.30562135140275,Upregulated,0.0,17/25,9.71%
ECM Proteoglycans R-HSA-3000178,Reactome_2022,2.300404338628955,Upregulated,1.8340870757808232e-05,25/48,15.52%
Cytokine-Mediated Signaling Pathway (GO:0019221),GO_Biological_Process_2025,2.296720385566207,Upregulated,1.8013355208561656e-05,83/167,24.53%
Viral protein interaction with cytokine and cytokine receptor,KEGG_2021_Human,2.2922107367088103,Upregulated,1.769733143297286e-05,52/66,34.72%
Molecules Associated With Elastic Fibres R-HSA-2129379,Reactome_2022,2.290103303066847,Upregulated,1.7392205028956085e-05,24/26,27.71%
Focal Adhesion WP306,WikiPathways_2024_Human,2.28977374213082,Upregulated,1.7097421892872084e-05,82/175,20.80%
Golgi Cisterna (GO:0031985),GO_Cellular_Component_2025,2.2845551892970817,Upregulated,1.6812464861324216e-05,21/43,9.71%
Sarcomere Organization (GO:0045214),GO_Biological_Process_2025,2.2785807801425286,Upregulated,1.653685068326972e-05,23/31,28.16%
Amoebiasis,KEGG_2021_Human,2.2742691166549003,Upregulated,3.254025457030493e-05,43/69,24.40%
Estrogen Metabolic Process (GO:0008210),GO_Biological_Process_2025,2.2731290934541093,Upregulated,3.20237425929985e-05,12/26,8.14%
Signaling By PDGF R-HSA-186797,Reactome_2022,2.249639772905173,Upregulated,6.30467432299658e-05,25/47,16.71%
Golgi Cis Cisterna (GO:0000137),GO_Cellular_Component_2025,2.2476789036741662,Upregulated,6.207679333412018e-05,17/25,9.71%
Striated Muscle Contraction Pathway WP383,WikiPathways_2024_Human,2.246715021560813,Upregulated,6.113623585936077e-05,24/32,26.57%
Metabolism of xenobiotics by cytochrome P450,KEGG_2021_Human,2.2453328347698385,Upregulated,6.022375472713151e-05,23/62,9.76%
Focal adhesion,KEGG_2021_Human,2.2420217141745646,Upregulated,7.417263909407742e-05,81/175,20.80%
Type I Collagen Synthesis Osteogenesis Imperfecta WP4786,WikiPathways_2024_Human,2.241935957089036,Upregulated,7.309767331010527e-05,22/31,20.01%
TNFs Bind Their Physiological Receptors R-HSA-5669034,Reactome_2022,2.2403254073006678,Upregulated,8.646410500109597e-05,8/15,3.18%
Actin Filament (GO:0005884),GO_Cellular_Component_2025,2.2329865233348776,Upregulated,9.945401748952352e-05,41/66,25.15%
Actin Filament Organization (GO:0007015),GO_Biological_Process_2025,2.223077573071542,Upregulated,0.0001260934864599,62/131,19.74%
Cellular Response to Cytokine Stimulus (GO:0071345),GO_Biological_Process_2025,2.221369614215208,Upregulated,0.0001381846426958,96/208,23.01%
Burn Wound Healing WP5055,WikiPathways_2024_Human,2.2163723294063176,Upregulated,0.0001499490109253,32/57,21.29%
RAC1 PAK1 P38 MMP2 Pathway WP3303,WikiPathways_2024_Human,2.2091089892905,Upregulated,0.0001479496907796,32/64,19.20%
Skeletal System Development (GO:0001501),GO_Biological_Process_2025,2.20790040427728,Upregulated,0.000146002984322,64/138,22.02%
Wound Healing (GO:0042060),GO_Biological_Process_2025,2.205887636643952,Upregulated,0.0001441068416684,35/63,19.59%
Cell Junction Organization R-HSA-446728,Reactome_2022,2.2039013999776924,Upregulated,0.0001551919833353,28/64,12.62%
Epidermis Development (GO:0008544),GO_Biological_Process_2025,2.20145549074684,Upregulated,0.0001787654491583,24/44,16.59%
AGE RAGE Pathway WP2324,WikiPathways_2024_Human,2.198810714690277,Upregulated,0.0001765308810439,37/60,26.61%
Skin Development (GO:0043588),GO_Biological_Process_2025,2.197406244714423,Upregulated,0.0001743514874507,26/46,16.59%
Proteoglycans in cancer,KEGG_2021_Human,2.196729574423594,Upregulated,0.0001722252497989,103/188,27.73%
Collagen Catabolic Process (GO:0030574),GO_Biological_Process_2025,2.193302158062499,Upregulated,0.0001701502467893,13/28,10.14%
Cilium Movement (GO:0003341),GO_Biological_Process_2025,2.1900760882855788,Upregulated,0.0001801335520856,34/52,28.04%
Endochondral Ossification With Skeletal Dysplasias WP4808,WikiPathways_2024_Human,2.188864336800395,Upregulated,0.0001759443997115,34/57,23.92%
Endochondral Ossification WP474,WikiPathways_2024_Human,2.188864336800395,Upregulated,0.0001759443997115,34/57,23.92%
Positive Regulation of Receptor Signaling Pathway via STAT (GO:1904894),GO_Biological_Process_2025,2.188463488636033,Upregulated,0.0001739220502895,17/30,17.56%
Endoderm Formation (GO:0001706),GO_Biological_Process_2025,2.185817597757767,Upregulated,0.000183408707578,13/29,8.37%
Actin Cytoskeleton (GO:0015629),GO_Cellular_Component_2025,2.1854318711837144,Upregulated,0.0001813479355828,127/295,20.59%
NOD-like receptor signaling pathway,KEGG_2021_Human,2.180877532556207,Upregulated,0.0002017495783358,48/130,20.19%
Complement and coagulation cascades,KEGG_2021_Human,2.1758898401965694,Upregulated,0.0002106176916693,40/55,33.78%
Positive Regulation of Receptor Signaling Pathway via JAK-STAT (GO:0046427),GO_Biological_Process_2025,2.174930656362738,Upregulated,0.0002083283689338,17/28,17.56%
Positive Regulation of Actin Filament Bundle Assembly (GO:0032233),GO_Biological_Process_2025,2.167411319313564,Upregulated,0.0002820155396093,25/42,21.75%
Integrin Mediated Cell Adhesion WP185,WikiPathways_2024_Human,2.1673869389607066,Upregulated,0.0002790153742943,33/91,12.10%
Growth Hormone Receptor Signaling Pathway (GO:0060396),GO_Biological_Process_2025,2.1664032479678705,Upregulated,0.0002866967692141,14/20,17.56%
UDP-galactosyltransferase Activity (GO:0035250),GO_Molecular_Function_2025,2.1648290275587465,Upregulated,0.0003152337161498,10/19,4.88%
Striated Muscle Contraction R-HSA-390522,Reactome_2022,2.162174468924793,Upregulated,0.0003535817352278,19/28,26.57%
Supramolecular Fiber Organization (GO:0097435),GO_Biological_Process_2025,2.155143224135324,Upregulated,0.000401440487505,106/239,20.03%
Tight Junction (GO:0070160),GO_Cellular_Component_2025,2.151505185381772,Upregulated,0.0003973855330858,45/76,25.35%
Diseases Of Metabolism R-HSA-5668914,Reactome_2022,2.145424021259706,Upregulated,0.0004741115090893,91/204,27.17%
Neovascularization Processes WP4331,WikiPathways_2024_Human,2.145013618931668,Upregulated,0.0004794049386199,24/32,26.28%
Glycosphingolipid Metabolism R-HSA-1660662,Reactome_2022,2.144789372599277,Upregulated,0.000474704890202,21/43,18.24%
Actomyosin Structure Organization (GO:0031032),GO_Biological_Process_2025,2.143917398388996,Upregulated,0.0004700961048603,44/78,26.57%
Serine-Type Peptidase Activity (GO:0008236),GO_Molecular_Function_2025,2.142181555705314,Upregulated,0.0004946744468812,50/103,24.29%
Apoptotic Cleavage Of Cellular Proteins R-HSA-111465,Reactome_2022,2.1398441106509987,Upregulated,0.0004995703844507,17/32,15.53%
Muscle Contraction (GO:0006936),GO_Biological_Process_2025,2.1383290335248573,Upregulated,0.0005329234144721,47/79,25.18%
miRNA Targets In ECM And Membrane Receptors WP2911,WikiPathways_2024_Human,2.138148057193576,Upregulated,0.0005279428218135,19/19,27.71%
TP53 Regulates Transcription Of Cell Death Genes R-HSA-5633008,Reactome_2022,2.135563652113144,Upregulated,0.0005510752371211,18/38,18.02%
Matrix Metalloproteinases WP129,WikiPathways_2024_Human,2.1353251945113945,Upregulated,0.0005460195010008,15/27,21.49%
Hypertrophic cardiomyopathy,KEGG_2021_Human,2.135041199016466,Upregulated,0.0005410556873553,35/83,13.30%
RHOB GTPase Cycle R-HSA-9013026,Reactome_2022,2.124029782517839,Upregulated,0.000645235137921,24/64,11.48%
Plasma Membrane Organization (GO:0007009),GO_Biological_Process_2025,2.120918512061245,Upregulated,0.0007295408859467,40/69,23.91%
Nucleotide-Sugar Biosynthetic Process (GO:0009226),GO_Biological_Process_2025,2.1202653152980044,Upregulated,0.0007230847719118,13/21,20.81%
Cysteine-Type Endopeptidase Activity (GO:0004197),GO_Molecular_Function_2025,2.1165819179577348,Upregulated,0.0007432879201848,24/67,11.00%
Cadherin Binding (GO:0045296),GO_Molecular_Function_2025,2.1162631663819766,Upregulated,0.000745596267763,96/277,14.90%
Regulation of Fatty Acid Metabolic Process (GO:0019217),GO_Biological_Process_2025,2.1150448902281958,Upregulated,0.0007478648162451,12/19,11.33%
Serine-Type Endopeptidase Activity (GO:0004252),GO_Molecular_Function_2025,2.1148735208002005,Upregulated,0.0007414728092686,44/93,24.29%
Positive Regulation of Cell Migration (GO:0030335),GO_Biological_Process_2025,2.114755346416779,Upregulated,0.0007351891413934,112/278,21.13%
Heterotypic Cell-Cell Adhesion (GO:0034113),GO_Biological_Process_2025,2.112926398823785,Upregulated,0.0007290110813817,11/20,11.85%
Cellular Response to Mechanical Stimulus (GO:0071260),GO_Biological_Process_2025,2.1128023388433217,Upregulated,0.0007229359890369,28/44,27.59%
Platelet activation,KEGG_2021_Human,2.112792579147212,Upregulated,0.0007169613114415,52/109,20.01%
Ebola Virus Infection In Host WP4217,WikiPathways_2024_Human,2.1124611826702635,Upregulated,0.0007193530047222,56/95,27.55%
Retinoic Acid Binding (GO:0001972),GO_Molecular_Function_2025,2.112092213702176,Upregulated,0.0007135046063098,12/19,7.03%
Sphingolipid Metabolism R-HSA-428157,Reactome_2022,2.110799003084041,Upregulated,0.0007158856005467,41/85,21.72%
Detection of Mechanical Stimulus (GO:0050982),GO_Biological_Process_2025,2.1102536796162497,Upregulated,0.0007101585157423,9/18,10.02%
Heart Contraction (GO:0060047),GO_Biological_Process_2025,2.110038091123481,Upregulated,0.0007045223370459,22/34,22.95%
Defense Response to Bacterium (GO:0042742),GO_Biological_Process_2025,2.1084719854489946,Upregulated,0.0007069178138541,43/105,15.77%
Peptidase Activator Activity (GO:0016504),GO_Molecular_Function_2025,2.107067657476859,Upregulated,0.0007329183900483,13/30,18.94%
Leukocyte transendothelial migration,KEGG_2021_Human,2.1059688259892497,Upregulated,0.000727236852141,48/92,23.72%
Positive Regulation of Stress Fiber Assembly (GO:0051496),GO_Biological_Process_2025,2.1046489707968563,Upregulated,0.0007449215200094,22/37,21.75%
Smooth Muscle Contraction R-HSA-445355,Reactome_2022,2.100003548820199,Upregulated,0.0008085383864606,28/37,28.54%
Cornified Envelope (GO:0001533),GO_Cellular_Component_2025,2.099771689491861,Upregulated,0.0008024130956541,13/17,11.86%
Mesoderm Formation (GO:0001707),GO_Biological_Process_2025,2.095955581961224,Upregulated,0.0008267181969403,8/19,6.55%
Drug metabolism,KEGG_2021_Human,2.094149820645015,Upregulated,0.0008356045968389,25/86,9.76%
Cell-Substrate Junction (GO:0030055),GO_Cellular_Component_2025,2.093705337893504,Upregulated,0.0008443593463687,122/353,15.47%
Pyroptosis R-HSA-5620971,Reactome_2022,2.092350885808232,Upregulated,0.0008455680856724,14/19,15.73%
Focal Adhesion (GO:0005925),GO_Cellular_Component_2025,2.0799022475879867,Upregulated,0.0010234741382733,119/346,15.47%
Affected Pathways In Duchenne Muscular Dystrophy WP5356,WikiPathways_2024_Human,2.076753834569748,Upregulated,0.0010526064956655,34/61,25.74%
Estrogen Metabolism WP697,WikiPathways_2024_Human,2.075913113136978,Upregulated,0.001066805324294,11/18,21.21%
Tumor Necrosis Factor-Mediated Signaling Pathway (GO:0033209),GO_Biological_Process_2025,2.073407652856922,Upregulated,0.0011240333650142,16/24,27.05%
Inflammatory Response (GO:0006954),GO_Biological_Process_2025,2.073303965447952,Upregulated,0.0011232157375437,72/180,18.17%
Hair Follicle Development Cytodifferentiation Stage 3 Of 3 WP2840,WikiPathways_2024_Human,2.0728947581494808,Upregulated,0.001115305767561,30/63,17.63%
Positive Regulation of Wound Healing (GO:0090303),GO_Biological_Process_2025,2.0718197059536125,Upregulated,0.0011357231507719,16/37,11.92%
Positive Regulation of Cytoskeleton Organization (GO:0051495),GO_Biological_Process_2025,2.0704709557484184,Upregulated,0.0011418465718316,30/61,21.33%
MET Promotes Cell Motility R-HSA-8875878,Reactome_2022,2.0686281351470432,Upregulated,0.0011548424139226,6/20,8.82%
Non-Canonical NF-kappaB Signal Transduction (GO:0038061),GO_Biological_Process_2025,2.0679270034295234,Upregulated,0.00115384176651,11/20,15.77%
Glycosphingolipid biosynthesis,KEGG_2021_Human,2.067452998905932,Upregulated,0.0011597169639035,14/35,8.82%
Regulation of Stress Fiber Assembly (GO:0051492),GO_Biological_Process_2025,2.0659259566584334,Upregulated,0.0011586969026047,42/67,25.57%
Cell Recruitment (Pro-Inflammatory Response) R-HSA-9664424,Reactome_2022,2.064030032133332,Upregulated,0.0011644606534823,9/18,15.73%
Positive Regulation of SMAD Protein Signal Transduction (GO:0060391),GO_Biological_Process_2025,2.061321362757931,Upregulated,0.0011970474981262,25/34,28.08%
Regulation of actin cytoskeleton,KEGG_2021_Human,2.0583062615405785,Upregulated,0.0012292027289339,95/189,26.48%
Pregnane X Receptor Pathway WP2876,WikiPathways_2024_Human,2.057018007563676,Upregulated,0.0012211158688751,14/23,21.21%
Extracellular Matrix Assembly (GO:0085029),GO_Biological_Process_2025,2.0560853800374685,Upregulated,0.0012329140898304,10/17,18.57%
Cortical Actin Cytoskeleton (GO:0030864),GO_Cellular_Component_2025,2.055560344350697,Upregulated,0.0012314584651671,21/42,18.43%
Sarcolemma (GO:0042383),GO_Cellular_Component_2025,2.0554885860077143,Upregulated,0.0012235135718434,25/45,21.47%
Prostaglandin Synthesis And Regulation WP98,WikiPathways_2024_Human,2.054486465906725,Upregulated,0.0012415358666824,21/39,19.45%
Cellular Response to Tumor Necrosis Factor (GO:0071356),GO_Biological_Process_2025,2.0520861973454463,Upregulated,0.0012657537239544,22/60,13.34%
Hippo Merlin Signaling Dysregulation WP4541,WikiPathways_2024_Human,2.0493387070882143,Upregulated,0.0013343563883607,41/101,16.71%
Cell-Cell Junction (GO:0005911),GO_Cellular_Component_2025,2.0482506915304723,Upregulated,0.0013449971889059,102/268,15.65%
Nucleotide Binding Oligomerization Domain NOD Pathway WP1433,WikiPathways_2024_Human,2.046200425771857,Upregulated,0.0013681143280902,13/24,18.98%
Retinol metabolism,KEGG_2021_Human,2.0443998047938967,Upregulated,0.0013909442978437,19/53,4.59%
Supramolecular Fiber (GO:0099512),GO_Cellular_Component_2025,2.040505077538739,Upregulated,0.0014944413210065,13/22,18.57%
Toll-Like Receptor Signaling Pathway (GO:0002224),GO_Biological_Process_2025,2.0401742579244155,Upregulated,0.0014976502440885,9/22,12.40%
Toll Like Receptor Signaling Related To MyD88 WP3858,WikiPathways_2024_Human,2.038861531270753,Upregulated,0.0015069709357406,11/23,15.55%
Cell-Cell Communication R-HSA-1500931,Reactome_2022,2.03769735853965,Upregulated,0.0015406331436558,35/93,13.81%
Staphylococcus aureus infection,KEGG_2021_Human,2.034531140010956,Upregulated,0.0016103505499702,22/27,33.78%
Apical Junction Assembly (GO:0043297),GO_Biological_Process_2025,2.0324747271762007,Upregulated,0.0016792330172867,21/40,21.09%
Positive Regulation of Canonical NF-kappaB Signal Transduction (GO:0043123),GO_Biological_Process_2025,2.032095776413379,Upregulated,0.0017112687448133,68/162,21.29%
Desmosome (GO:0030057),GO_Cellular_Component_2025,2.0253969284875333,Upregulated,0.0018443970327156,13/19,11.86%
Interleukin-10 Signaling R-HSA-6783783,Reactome_2022,2.024489887905068,Upregulated,0.0018691505051707,14/26,17.56%
SARS Coronavirus And Innate Immunity WP4912,WikiPathways_2024_Human,2.023891423032778,Upregulated,0.0018700180214174,10/28,27.19%
Tight Junction Assembly (GO:0120192),GO_Biological_Process_2025,2.023482098332156,Upregulated,0.0018650106369422,18/42,13.69%
Regulated Necrosis R-HSA-5218859,Reactome_2022,2.023374977297216,Upregulated,0.0018542302286362,20/45,15.73%
Prostaglandin And Leukotriene Metabolism In Senescence WP5122,WikiPathways_2024_Human,2.017952418718973,Upregulated,0.0019595217665957,12/27,12.78%
Positive Regulation of Cell-Substrate Adhesion (GO:0010811),GO_Biological_Process_2025,2.0169608892740967,Upregulated,0.0019598530466915,23/60,12.10%
Th17 cell differentiation,KEGG_2021_Human,2.0161588773825154,Upregulated,0.0019659120843525,37/66,26.61%
Neutrophil Degranulation R-HSA-6798695,Reactome_2022,2.0159664443770007,Upregulated,0.0019605043770493,149/364,23.03%
Cytokine Receptor Binding (GO:0005126),GO_Molecular_Function_2025,2.015652559071085,Upregulated,0.0019551574305023,33/73,17.56%
Complement System In Neuronal Development And Plasticity WP5090,WikiPathways_2024_Human,2.013501997803787,Upregulated,0.0020344021726049,51/80,29.39%
Response to Cytokine (GO:0034097),GO_Biological_Process_2025,2.01276090325363,Upregulated,0.002039912403174,38/87,21.74%
Regulation of Receptor Signaling Pathway via JAK-STAT (GO:0046425),GO_Biological_Process_2025,2.012690704582357,Upregulated,0.0020286421689023,19/41,17.56%
Lysosomal Lumen (GO:0043202),GO_Cellular_Component_2025,2.01248078987816,Upregulated,0.0020230383541923,31/79,18.24%
JAK-STAT signaling pathway,KEGG_2021_Human,2.010820844504406,Upregulated,0.0021056923203363,42/126,18.14%
Photodynamic Therapy Induced NF kB Survival Signaling WP3617,WikiPathways_2024_Human,2.009405000057784,Upregulated,0.0021161776423275,12/25,16.93%
Dilated cardiomyopathy,KEGG_2021_Human,2.009332725538751,Upregulated,0.0021101915355672,45/90,20.94%
PI3K-Akt signaling pathway,KEGG_2021_Human,2.0075189202195296,Upregulated,0.0021856204319721,110/293,21.04%
Cellular Response to Interleukin-1 (GO:0071347),GO_Biological_Process_2025,2.007184643975449,Upregulated,0.0021901157434323,20/43,17.75%
"Phosphatidylinositol-3,4-Bisphosphate Binding (GO:0043325)",GO_Molecular_Function_2025,2.006441583058688,Upregulated,0.0022160259535298,17/25,24.46%
Positive Regulation of Response to External Stimulus (GO:0032103),GO_Biological_Process_2025,2.004666490794461,Upregulated,0.002279023014535,56/114,22.01%
Apoptosis WP254,WikiPathways_2024_Human,2.0034943415350206,Upregulated,0.0023201201508627,30/68,20.80%
Pyroptotic Inflammatory Response (GO:0070269),GO_Biological_Process_2025,2.0033674867305646,Upregulated,0.0023079729249419,10/16,15.73%
NRF2 Pathway WP2884,WikiPathways_2024_Human,2.0023056712379352,Upregulated,0.002343237290047,54/120,21.42%
Inflammatory Response Pathway WP453,WikiPathways_2024_Human,2.000099678690129,Upregulated,0.0024094962594001,9/17,8.82%
Signal Transduction Through IL1R WP4496,WikiPathways_2024_Human,1.998799814255168,Upregulated,0.0024542732209933,12/27,20.29%
IL26 Signaling WP5347,WikiPathways_2024_Human,1.9970217066652312,Upregulated,0.002519283196143,20/31,26.61%
Epidermal Growth Factor Receptor Signaling Pathway (GO:0007173),GO_Biological_Process_2025,1.9969874574780788,Upregulated,0.0025064297104484,18/43,17.37%
Sphingolipid metabolism,KEGG_2021_Human,1.996915159641795,Upregulated,0.0024988272646678,25/47,21.07%
Apical Junction Complex (GO:0043296),GO_Cellular_Component_2025,1.995560543530959,Upregulated,0.0025371537881634,34/86,15.40%
Endocytic Vesicle Lumen (GO:0071682),GO_Cellular_Component_2025,1.9954840569486727,Upregulated,0.0025294733565228,13/18,25.86%
RHO GTPase Cycle R-HSA-9012999,Reactome_2022,1.9940975820904856,Upregulated,0.0025420446870322,126/391,16.57%
Apoptotic Execution Phase R-HSA-75153,Reactome_2022,1.993515675332486,Upregulated,0.0025444536372213,18/44,15.53%
Cell Surface Interactions At Vascular Wall R-HSA-202733,Reactome_2022,1.9933727364244784,Upregulated,0.0025368511335305,47/93,24.58%
Frizzled Binding (GO:0005109),GO_Molecular_Function_2025,1.9932610934410488,Upregulated,0.002524354329917,19/30,24.26%
Cardiac Muscle Contraction (GO:0060048),GO_Biological_Process_2025,1.9931324958579095,Upregulated,0.0025169248865923,15/26,16.38%
Regulation of Vasoconstriction (GO:0019229),GO_Biological_Process_2025,1.992752437158648,Upregulated,0.0025095679256415,17/27,23.88%
Response to Tumor Necrosis Factor (GO:0034612),GO_Biological_Process_2025,1.992121877268407,Upregulated,0.002516972894773,23/60,14.83%
Cell Surface Receptor Signaling Pathway via STAT (GO:0097696),GO_Biological_Process_2025,1.9899423641806635,Upregulated,0.002553545387633,19/36,23.85%
Protein Glycosylation (GO:0006486),GO_Biological_Process_2025,1.98921706599384,Upregulated,0.0025558179755532,57/131,24.95%
Caveola (GO:0005901),GO_Cellular_Component_2025,1.989010241788947,Upregulated,0.0025532422712843,33/57,27.41%
Bicellular Tight Junction (GO:0005923),GO_Cellular_Component_2025,1.9884940238077309,Upregulated,0.0025506910975323,34/63,24.19%
GNAQ Pathways In Port Wine Stain WP5437,WikiPathways_2024_Human,1.987538831105087,Upregulated,0.0025577256969123,14/20,26.36%
Sphingolipid Metabolism Integrated Pathway WP4726,WikiPathways_2024_Human,1.9855736832830269,Upregulated,0.002612276379868,14/26,16.59%
Monocarboxylic Acid Binding (GO:0033293),GO_Molecular_Function_2025,1.98494034534984,Upregulated,0.002614219888296,13/27,7.34%
Positive Regulation of Cell Motility (GO:2000147),GO_Biological_Process_2025,1.98491683331522,Upregulated,0.0026020039075096,76/198,21.13%
Nitrogen Compound Transport (GO:0071705),GO_Biological_Process_2025,1.984736140703284,Upregulated,0.0025945934144127,60/149,22.31%
O-linked Glycosylation Of Mucins R-HSA-913709,Reactome_2022,1.9837534051056984,Upregulated,0.0026059320535052,23/37,22.41%
Positive Regulation of Blood Coagulation (GO:0030194),GO_Biological_Process_2025,1.9836882676718504,Upregulated,0.0025939231500328,9/17,14.67%
Tight junction,KEGG_2021_Human,1.982739180520576,Upregulated,0.0026051608395207,55/144,15.75%
Adherens Junction (GO:0005912),GO_Cellular_Component_2025,1.9808681254013851,Upregulated,0.0026669636040292,55/129,16.10%
