Pathway,Database,NES,Direction,FDR q-val,Tag %,Gene %
Cellular Response to Insulin Stimulus (GO:0032869),GO_Biological_Process_2025,1.488715525270261,Upregulated,0.1003216048402501,28/95,18.52%
Negative Regulation of Stress Fiber Assembly (GO:0051497),GO_Biological_Process_2025,1.4885078406397996,Upregulated,0.100368980983397,11/24,14.99%
Positive Regulation of Epithelial Cell Proliferation (GO:0050679),GO_Biological_Process_2025,1.4871523363779962,Upregulated,0.1012769509694576,36/102,19.59%
Acute Myeloid Leukemia WP5293,WikiPathways_2024_Human,1.486900037634501,Upregulated,0.1013786859388126,12/55,7.82%
Prostate cancer,KEGG_2021_Human,1.4861360455246664,Upregulated,0.1018797232679737,34/88,24.11%
Asymmetric Localization Of PCP Proteins R-HSA-4608870,Reactome_2022,1.4858390530993484,Upregulated,0.1020178462689985,36/60,39.07%
Positive Regulation of Innate Immune Response (GO:0045089),GO_Biological_Process_2025,1.485325146126131,Upregulated,0.1023146340359745,20/30,31.22%
Xenobiotic Transport (GO:0042908),GO_Biological_Process_2025,1.4848035012714702,Upregulated,0.1026222713780365,9/16,17.92%
Positive Regulation of Protein Localization to Nucleus (GO:1900182),GO_Biological_Process_2025,1.4847476822083978,Upregulated,0.1025769325030578,18/64,17.56%
Positive Regulation of ERK1 and ERK2 Cascade (GO:0070374),GO_Biological_Process_2025,1.4846628439897391,Upregulated,0.1025411685637958,48/120,24.11%
Wnt Signaling Pathway (GO:0016055),GO_Biological_Process_2025,1.4832470108321498,Upregulated,0.1035161158843164,34/77,24.29%
Regulation of Canonical Wnt Signaling Pathway (GO:0060828),GO_Biological_Process_2025,1.4832058230613192,Upregulated,0.1034492274492455,57/186,21.13%
Positive Regulation of Bone Mineralization (GO:0030501),GO_Biological_Process_2025,1.482360987642619,Upregulated,0.1039937695159523,22/36,26.97%
Negative Regulation of Endothelial Cell Proliferation (GO:0001937),GO_Biological_Process_2025,1.48221029983899,Upregulated,0.1040296080194301,19/31,26.97%
Cell-Cell Contact Zone (GO:0044291),GO_Cellular_Component_2025,1.4821498402257371,Upregulated,0.1039813170852989,16/41,17.43%
Early Endosome (GO:0005769),GO_Cellular_Component_2025,1.481989418965993,Upregulated,0.1039897347155915,105/274,27.46%
Neural Crest Cell Migration In Cancer WP4565,WikiPathways_2024_Human,1.4816603737426417,Upregulated,0.1041536911934229,14/37,16.93%
Neurotrophin signaling pathway,KEGG_2021_Human,1.4815763849998669,Upregulated,0.1041167221680953,33/105,16.65%
Protein Phosphorylation (GO:0006468),GO_Biological_Process_2025,1.4814381132923609,Upregulated,0.1041202849500371,125/315,27.00%
Intermediate Filament Cytoskeleton (GO:0045111),GO_Cellular_Component_2025,1.4812309667601602,Upregulated,0.1041840087194007,13/50,12.06%
Development Of Ureteric Derived Collecting System WP5053,WikiPathways_2024_Human,1.4806959609738326,Upregulated,0.1044805462965834,25/55,26.28%
Release of Sequestered Calcium Ion Into Cytosol (GO:0051209),GO_Biological_Process_2025,1.4800908569239446,Upregulated,0.1048431564553056,10/35,10.02%
Semaphorin Receptor Binding (GO:0030215),GO_Molecular_Function_2025,1.479366943975733,Upregulated,0.1053354048450928,10/20,20.71%
CLEC7A (Dectin-1) Signaling R-HSA-5607764,Reactome_2022,1.479333124409359,Upregulated,0.1052638259556982,24/85,21.99%
Small GTPase-mediated Signal Transduction (GO:0007264),GO_Biological_Process_2025,1.4791848507994578,Upregulated,0.1052784696672435,55/155,20.07%
Hh Mutants Abrogate Ligand Secretion R-HSA-5387390,Reactome_2022,1.4791804431185986,Upregulated,0.1051846388256304,35/56,39.66%
Regulation of Release of Sequestered Calcium Ion Into Cytosol by Sarcoplasmic Reticulum (GO:0010880),GO_Biological_Process_2025,1.4791650432358163,Upregulated,0.105101256028917,13/20,28.36%
Membrane Lipid Biosynthetic Process (GO:0046467),GO_Biological_Process_2025,1.4791288336183586,Upregulated,0.105030158605178,15/46,16.25%
Interleukin-1 Signaling R-HSA-9020702,Reactome_2022,1.4791284281001524,Upregulated,0.1049340205176424,40/99,28.88%
Regulation of MAPK Cascade (GO:0043408),GO_Biological_Process_2025,1.4787014687240714,Upregulated,0.1051603376902141,95/206,28.90%
Positive Regulation of miRNA Metabolic Process (GO:2000630),GO_Biological_Process_2025,1.4776698464108982,Upregulated,0.105880374877672,18/45,17.36%
Positive Regulation of Cell Population Proliferation (GO:0008284),GO_Biological_Process_2025,1.477209010206268,Upregulated,0.1061565373454853,151/384,26.64%
Wnt signaling pathway,KEGG_2021_Human,1.4761031548139547,Upregulated,0.1068910507650058,43/141,17.85%
CAMKK2 Pathway WP4874,WikiPathways_2024_Human,1.4756136483814934,Upregulated,0.1071926876468355,24/90,16.16%
Negative Regulation of Apoptotic Process (GO:0043066),GO_Biological_Process_2025,1.4753233257413338,Upregulated,0.1073231729791866,126/383,24.70%
T cell receptor signaling pathway,KEGG_2021_Human,1.4735749703996497,Upregulated,0.1086122282305701,32/80,26.27%
Cellular Response to Chemical Stress (GO:0062197),GO_Biological_Process_2025,1.4735718261744997,Upregulated,0.1085135094412684,35/84,29.95%
Gonad Development (GO:0008406),GO_Biological_Process_2025,1.4734723888123324,Upregulated,0.1085139047326158,17/43,20.80%
trans-Golgi Network Vesicle Budding R-HSA-199992,Reactome_2022,1.4709023192192785,Upregulated,0.1104412664263998,20/68,14.51%
Glioblastoma Signaling WP2261,WikiPathways_2024_Human,1.470767202417214,Upregulated,0.1104685076803038,40/77,30.80%
Regulation of Heart Rate by Cardiac Conduction (GO:0086091),GO_Biological_Process_2025,1.4699821498204382,Upregulated,0.1110019172249063,9/31,11.85%
Positive Regulation of Cell Growth (GO:0030307),GO_Biological_Process_2025,1.4699349700250643,Upregulated,0.110942001003811,21/95,11.69%
Leukocyte Cell-Cell Adhesion (GO:0007159),GO_Biological_Process_2025,1.4688614393407224,Upregulated,0.1117261921267963,7/24,8.72%
Positive Regulation of Small Molecule Metabolic Process (GO:0062013),GO_Biological_Process_2025,1.468844933893474,Upregulated,0.1116408970218952,8/16,23.00%
Melanogenesis,KEGG_2021_Human,1.468580022515208,Upregulated,0.1117523620618293,48/93,27.55%
Lamellipodium Organization (GO:0097581),GO_Biological_Process_2025,1.4685752971609147,Upregulated,0.1116580195878271,7/25,4.25%
Neural Crest Cell Migration (GO:0001755),GO_Biological_Process_2025,1.4685043860903773,Upregulated,0.1116142860401799,13/33,20.27%
Regulation of Non-Canonical Wnt Signaling Pathway (GO:2000050),GO_Biological_Process_2025,1.468125742280708,Upregulated,0.1118326681729282,4/15,4.95%
Sterol Transport (GO:0015918),GO_Biological_Process_2025,1.4661666904871404,Upregulated,0.1133468309321309,12/24,25.11%
Artery Morphogenesis (GO:0048844),GO_Biological_Process_2025,1.4661501289220988,Upregulated,0.1132587014084089,11/30,15.45%
Heart Development WP1591,WikiPathways_2024_Human,1.465776655176238,Upregulated,0.1134110401406283,23/41,31.46%
CCR Chemokine Receptor Binding (GO:0048020),GO_Molecular_Function_2025,1.4656273351326106,Upregulated,0.1134389495599672,14/18,34.72%
Nucleoside Phosphate Metabolic Process (GO:0006753),GO_Biological_Process_2025,1.465129381289601,Upregulated,0.1137495497818215,8/30,17.32%
Dicarboxylic Acid Transmembrane Transporter Activity (GO:0005310),GO_Molecular_Function_2025,1.464431707636317,Upregulated,0.1142318140967957,7/23,15.86%
Platelet Aggregation (Plug Formation) R-HSA-76009,Reactome_2022,1.4641908846958178,Upregulated,0.1143189950492002,17/30,34.84%
Role Of GTSE1 In G2/M Progression After G2 Checkpoint R-HSA-8852276,Reactome_2022,1.4641782147480895,Upregulated,0.1142286465148759,32/56,39.07%
Extracellular Vesicles In The Crosstalk Of Cardiac Cells WP4300,WikiPathways_2024_Human,1.464051050578862,Upregulated,0.1142166160127615,8/15,24.42%
RIPK1-mediated Regulated Necrosis R-HSA-5213460,Reactome_2022,1.4638608261711616,Upregulated,0.1142899557742134,14/26,31.35%
Positive Regulation of Epithelial to Mesenchymal Transition (GO:0010718),GO_Biological_Process_2025,1.4637093670772177,Upregulated,0.1143041990496203,18/40,21.13%
Positive Regulation of Osteoclast Differentiation (GO:0045672),GO_Biological_Process_2025,1.4635966915031309,Upregulated,0.1143066344102539,5/17,10.23%
Folate Metabolism WP176,WikiPathways_2024_Human,1.4631011964781695,Upregulated,0.1146160362561281,26/55,25.86%
Regulation of Protein Localization to Nucleus (GO:1900180),GO_Biological_Process_2025,1.4628456797379707,Upregulated,0.1147321806090701,16/46,17.56%
Regulation Of Necroptotic Cell Death R-HSA-5675482,Reactome_2022,1.4620612729170834,Upregulated,0.1152313687051717,14/24,31.35%
Fatty Acid Beta-Oxidation (GO:0006635),GO_Biological_Process_2025,1.4617367337984009,Upregulated,0.1153982301652496,16/43,32.30%
Carboxylic Acid Metabolic Process (GO:0019752),GO_Biological_Process_2025,1.4617105194446314,Upregulated,0.1153139595709383,7/29,9.31%
IL7 Signaling WP205,WikiPathways_2024_Human,1.4616761247961836,Upregulated,0.1152406572660719,10/16,24.11%
WNT Ligand Biogenesis And Trafficking R-HSA-3238698,Reactome_2022,1.4613880578411569,Upregulated,0.1153719374397957,14/25,28.90%
Regulation of Fibroblast Proliferation (GO:0048145),GO_Biological_Process_2025,1.460576426822512,Upregulated,0.115928619212464,17/40,28.45%
Sialic Acid Metabolism R-HSA-4085001,Reactome_2022,1.4602410001241817,Upregulated,0.116096812834634,13/31,23.82%
Organelle Organization (GO:0006996),GO_Biological_Process_2025,1.4595711363132955,Upregulated,0.1165539471815382,135/378,27.94%
Vasculature Development (GO:0001944),GO_Biological_Process_2025,1.4583227158013634,Upregulated,0.117494897892155,11/17,30.80%
Purine Metabolism And Related Disorders WP4224,WikiPathways_2024_Human,1.457961599090364,Upregulated,0.117674700722173,9/22,19.45%
Renal Absorption (GO:0070293),GO_Biological_Process_2025,1.4577409832867532,Upregulated,0.1177502634446467,9/16,19.57%
Intermediate Filament (GO:0005882),GO_Cellular_Component_2025,1.457653589208064,Upregulated,0.1177263389076516,9/26,15.62%
Fc epsilon RI signaling pathway,KEGG_2021_Human,1.4567903415415209,Upregulated,0.1183365013425312,27/57,26.36%
Regulation Of IFNA/IFNB Signaling R-HSA-912694,Reactome_2022,1.456767469286349,Upregulated,0.1182558101926046,7/24,26.27%
Cellular Response to Lipid (GO:0071396),GO_Biological_Process_2025,1.4566075421954547,Upregulated,0.1182850636205332,49/173,16.97%
Photodynamic Therapy Induced Unfolded Protein Response WP3613,WikiPathways_2024_Human,1.45605523233803,Upregulated,0.1186317845485343,9/22,18.38%
Response to Insulin (GO:0032868),GO_Biological_Process_2025,1.4559248532843472,Upregulated,0.1186490695985445,22/70,19.01%
Regulation of Lamellipodium Assembly (GO:0010591),GO_Biological_Process_2025,1.4550183649278507,Upregulated,0.1192583959352862,13/27,23.13%
Bladder Cancer WP2828,WikiPathways_2024_Human,1.4535866447870185,Upregulated,0.1203728006650545,17/37,25.64%
Negative Regulation of Actin Filament Bundle Assembly (GO:0032232),GO_Biological_Process_2025,1.453393620465954,Upregulated,0.1204453870311889,11/27,14.99%
Skin Epidermis Development (GO:0098773),GO_Biological_Process_2025,1.4532683108426077,Upregulated,0.1204574628080922,9/16,20.80%
Endothelin Pathways WP2197,WikiPathways_2024_Human,1.4529966267727956,Upregulated,0.1205591246760297,10/26,13.85%
Positive Regulation of B Cell Activation (GO:0050871),GO_Biological_Process_2025,1.4526565836942,Upregulated,0.1207226573951813,18/40,28.19%
Positive Regulation of Smooth Muscle Cell Migration (GO:0014911),GO_Biological_Process_2025,1.4522588783228598,Upregulated,0.1209275282051763,6/15,16.08%
HS-GAG Degradation R-HSA-2024096,Reactome_2022,1.4522212877208742,Upregulated,0.1208479974231984,18/20,39.16%
Cardiac Conduction (GO:0061337),GO_Biological_Process_2025,1.4522068033551914,Upregulated,0.1207588810450378,12/36,18.22%
Endothelial Cell Development (GO:0001885),GO_Biological_Process_2025,1.4508321967525195,Upregulated,0.1218562153247421,12/17,28.12%
Mitotic Spindle Checkpoint Signaling (GO:0071174),GO_Biological_Process_2025,1.4502294607766253,Upregulated,0.122075233941198,13/24,32.18%
Mitotic Spindle Assembly Checkpoint Signaling (GO:0007094),GO_Biological_Process_2025,1.4502294607766253,Upregulated,0.122075233941198,13/24,32.18%
Spindle Assembly Checkpoint Signaling (GO:0071173),GO_Biological_Process_2025,1.4502294607766253,Upregulated,0.122075233941198,13/24,32.18%
Protein Localization to Plasma Membrane (GO:0072659),GO_Biological_Process_2025,1.450067951064295,Upregulated,0.122108668217669,41/120,19.35%
Calcium Ion Transmembrane Transport (GO:0070588),GO_Biological_Process_2025,1.4493887334832003,Upregulated,0.1226327864130627,23/77,15.44%
Glycosphingolipid Metabolism WP5292,WikiPathways_2024_Human,1.448989157535859,Upregulated,0.1228677778272179,9/19,20.05%
Acylglycerol Biosynthetic Process (GO:0046463),GO_Biological_Process_2025,1.448948659474821,Upregulated,0.1227898151662938,7/19,15.34%
Host Pathogen Interaction Of Human CoVs Apoptosis WP4864,WikiPathways_2024_Human,1.448945797020451,Upregulated,0.1226856729302145,10/16,23.00%
Transcriptional Regulation By RUNX2 R-HSA-8878166,Reactome_2022,1.4482217622840852,Upregulated,0.1232083447923306,43/111,31.16%
Cellular Response to Chemokine (GO:1990869),GO_Biological_Process_2025,1.4479838752327925,Upregulated,0.1232957872291018,27/31,38.05%
Sphingolipid Metabolism In Senescence WP5121,WikiPathways_2024_Human,1.4472615335738224,Upregulated,0.1238222726465752,11/28,18.24%
Positive Regulation of Protein Localization (GO:1903829),GO_Biological_Process_2025,1.4469617332902909,Upregulated,0.1239649759605906,38/85,26.45%
trans-Golgi Network Transport Vesicle (GO:0030140),GO_Cellular_Component_2025,1.4467599952714532,Upregulated,0.124041929059451,10/15,29.49%
Regulation of ERK1 and ERK2 Cascade (GO:0070372),GO_Biological_Process_2025,1.4465916991304104,Upregulated,0.124069009722305,64/169,24.34%
ER-Phagosome Pathway R-HSA-1236974,Reactome_2022,1.4462257869272763,Upregulated,0.1242817508342532,31/76,29.89%
Positive Regulation of JUN Kinase Activity (GO:0043507),GO_Biological_Process_2025,1.4452711819475357,Upregulated,0.1249941429026782,11/20,27.05%
"Synthesis, Secretion, And Deacylation Of Ghrelin R-HSA-422085",Reactome_2022,1.445189523593416,Upregulated,0.1249550548444728,4/15,11.58%
Canonical Wnt Signaling Pathway (GO:0060070),GO_Biological_Process_2025,1.44514564970218,Upregulated,0.1248995115846937,27/58,24.26%
Microvillus (GO:0005902),GO_Cellular_Component_2025,1.4446300914873669,Upregulated,0.1252393958677516,20/48,24.56%
Regulation Of Activated PAK-2p34 By Proteasome Mediated Degradation R-HSA-211733,Reactome_2022,1.4441042939486683,Upregulated,0.125592584968108,28/47,39.07%
Transforming Growth Factor Beta Receptor Binding (GO:0005160),GO_Molecular_Function_2025,1.444009467902573,Upregulated,0.1255600557175559,9/17,15.45%
Purine Ribonucleoside Triphosphate Metabolic Process (GO:0009205),GO_Biological_Process_2025,1.4439016746677853,Upregulated,0.1255423149314882,10/23,26.19%
Intracellular Monoatomic Ion Homeostasis (GO:0006873),GO_Biological_Process_2025,1.443870662464826,Upregulated,0.1254631272623842,8/16,18.52%
Late Endosome (GO:0005770),GO_Cellular_Component_2025,1.4436223296262929,Upregulated,0.1255709446704167,70/183,27.49%
EPHA-mediated Growth Cone Collapse R-HSA-3928663,Reactome_2022,1.4435610233522769,Upregulated,0.1255152068202284,6/15,14.96%
Signaling To RAS R-HSA-167044,Reactome_2022,1.4435584355442328,Upregulated,0.1254129270946547,8/18,17.46%
Cellular Response to Laminar Fluid Shear Stress (GO:0071499),GO_Biological_Process_2025,1.4433019837858665,Upregulated,0.1255256882454533,6/15,15.75%
Detection of Mechanical Stimulus Involved in Sensory Perception (GO:0050974),GO_Biological_Process_2025,1.4430121307738957,Upregulated,0.1256623976173335,6/15,18.58%
Sema4D Induced Cell Migration And Growth-Cone Collapse R-HSA-416572,Reactome_2022,1.4424339787015896,Upregulated,0.126035769885429,8/18,16.47%
Phospholipase C-activating G Protein-Coupled Receptor Signaling Pathway (GO:0007200),GO_Biological_Process_2025,1.4419924415750254,Upregulated,0.1262948917557106,31/90,21.33%
Endolysosome (GO:0036019),GO_Cellular_Component_2025,1.441564377719513,Upregulated,0.1265647514596249,8/21,12.40%
Positive Regulation of Immunoglobulin Production (GO:0002639),GO_Biological_Process_2025,1.4414766392023646,Upregulated,0.1265274027165739,10/26,23.49%
"Interleukin-3, Interleukin-5 And GM-CSF Signaling R-HSA-512988",Reactome_2022,1.44003380623412,Upregulated,0.1276903129097391,17/34,27.41%
Negative Regulation of Cytoskeleton Organization (GO:0051494),GO_Biological_Process_2025,1.440025704784071,Upregulated,0.1275894527210617,11/24,19.59%
DNA Damage Response Only ATM Dependent WP710,WikiPathways_2024_Human,1.440002043879281,Upregulated,0.1275024767181482,41/96,27.73%
Lung Development (GO:0030324),GO_Biological_Process_2025,1.4399022213546486,Upregulated,0.1274738783117035,18/32,26.20%
Negative Regulation of Insulin Secretion (GO:0046676),GO_Biological_Process_2025,1.4398831962694176,Upregulated,0.1273803031088594,5/17,13.35%
Signaling By SCF-KIT R-HSA-1433557,Reactome_2022,1.4395785985551792,Upregulated,0.1275305247700275,15/39,18.29%
Sphingolipid Biosynthetic Process (GO:0030148),GO_Biological_Process_2025,1.4394627200452492,Upregulated,0.1275199123524842,24/75,17.92%
Intracellular Signaling Cassette (GO:0141124),GO_Biological_Process_2025,1.4392822463540136,Upregulated,0.1275639370668383,93/299,19.64%
ATP Binding (GO:0005524),GO_Molecular_Function_2025,1.439071077267586,Upregulated,0.1276445535900794,57/235,17.75%
Response to Amyloid-Beta (GO:1904645),GO_Biological_Process_2025,1.438995896703195,Upregulated,0.1276066082974508,11/38,8.95%
Skeletal Muscle Organ Development (GO:0060538),GO_Biological_Process_2025,1.4389915016229886,Upregulated,0.1275057335082828,15/33,26.32%
Aryl Hydrocarbon Receptor Pathway WP2586,WikiPathways_2024_Human,1.4388653938593328,Upregulated,0.1275130482063169,12/43,15.61%
Cytoplasmic Side of Plasma Membrane (GO:0009898),GO_Cellular_Component_2025,1.438596841648676,Upregulated,0.1276563233367627,38/97,20.21%
Positive Regulation of Cell Cycle Phase Transition (GO:1901989),GO_Biological_Process_2025,1.4383060104605865,Upregulated,0.1277976590345113,4/17,8.05%
Heart Morphogenesis (GO:0003007),GO_Biological_Process_2025,1.438248717505731,Upregulated,0.1277376861353519,15/52,15.51%
Growth Factor Receptor Binding (GO:0070851),GO_Molecular_Function_2025,1.438177583596226,Upregulated,0.1276981585262755,35/75,28.35%
Positive Regulation of Fibroblast Proliferation (GO:0048146),GO_Biological_Process_2025,1.4380715157652395,Upregulated,0.1276934232923266,14/25,28.45%
Negative Regulation of Cellular Process (GO:0048523),GO_Biological_Process_2025,1.438000121169015,Upregulated,0.1276421514278623,131/427,21.75%
Positive Regulation of Macromolecule Metabolic Process (GO:0010604),GO_Biological_Process_2025,1.4379684593778808,Upregulated,0.1275630621814227,14/29,23.00%
MAP2K And MAPK Activation R-HSA-5674135,Reactome_2022,1.4375758717270637,Upregulated,0.1278406310495405,13/34,19.54%
Fatty Acid Beta Oxidation WP143,WikiPathways_2024_Human,1.4375142121055304,Upregulated,0.1277918971361316,19/33,32.30%
Nuclear Signaling By ERBB4 R-HSA-1251985,Reactome_2022,1.4373828595891116,Upregulated,0.127803972015388,12/28,17.37%
TGF Beta Signaling Pathway WP366,WikiPathways_2024_Human,1.4370898545718656,Upregulated,0.127949178070189,29/119,16.49%
Oxidative Damage Response WP3941,WikiPathways_2024_Human,1.435743104087334,Upregulated,0.1290178449138571,10/33,17.33%
"Phagocytosis, Engulfment (GO:0006911)",GO_Biological_Process_2025,1.4354775129586368,Upregulated,0.129146652514064,9/20,10.34%
Mucin type O-glycan biosynthesis,KEGG_2021_Human,1.4348663952261758,Upregulated,0.1296064509927053,11/30,13.67%
Sterol Transfer Activity (GO:0120015),GO_Molecular_Function_2025,1.4348617056423256,Upregulated,0.1295027351629515,14/26,26.17%
Zymogen Activation (GO:0031638),GO_Biological_Process_2025,1.434786145602963,Upregulated,0.1294629729699923,12/20,30.23%
Photodynamic Therapy Induced AP 1 Survival Signaling WP3611,WikiPathways_2024_Human,1.4338038709239191,Upregulated,0.1302198774615563,15/40,22.08%
B Cell Receptor Signaling WP23,WikiPathways_2024_Human,1.4336779777299404,Upregulated,0.130208071921757,21/83,13.23%
Negative Regulation of Cytokine Production (GO:0001818),GO_Biological_Process_2025,1.4333427487118031,Upregulated,0.1303754329046954,61/128,32.35%
Protein Metabolic Process (GO:0019538),GO_Biological_Process_2025,1.4323220156487464,Upregulated,0.1311740293239954,114/494,17.20%
Interleukin-7 Signaling R-HSA-1266695,Reactome_2022,1.432286272499492,Upregulated,0.131099617256253,6/19,6.11%
Thyroxine Thyroid Hormone Production WP1981,WikiPathways_2024_Human,1.4318659020655429,Upregulated,0.1313743818796177,12/21,25.30%
ABC-family Proteins Mediated Transport R-HSA-382556,Reactome_2022,1.4311671156553902,Upregulated,0.1318948297939657,36/94,29.42%
Downstream TCR Signaling R-HSA-202424,Reactome_2022,1.4309573723182831,Upregulated,0.1319567293708255,22/73,23.17%
Negative Regulation of Osteoblast Differentiation (GO:0045668),GO_Biological_Process_2025,1.4305097011679864,Upregulated,0.1322600931008093,16/29,26.73%
Melanosome Organization (GO:0032438),GO_Biological_Process_2025,1.429843727931195,Upregulated,0.1327277516782294,13/34,18.72%
Small Ligand GPCRs WP247,WikiPathways_2024_Human,1.4293317014323674,Upregulated,0.1330549280108373,7/16,26.18%
Regulation of Interleukin-2 Production (GO:0032663),GO_Biological_Process_2025,1.4286317029871258,Upregulated,0.1335735099532581,10/29,16.40%
Cytosolic DNA Sensing Pathway WP4655,WikiPathways_2024_Human,1.4284358920443865,Upregulated,0.1336246404726265,24/58,34.71%
Myoblast Differentiation (GO:0045445),GO_Biological_Process_2025,1.4283509476153913,Upregulated,0.1335827759057228,5/18,5.29%
Basal cell carcinoma,KEGG_2021_Human,1.42828350601438,Upregulated,0.1335351779730771,30/60,27.48%
Golgi Associated Vesicle Biogenesis R-HSA-432722,Reactome_2022,1.4282399138432855,Upregulated,0.1334628121907721,16/53,14.51%
NR1H3 And NR1H2 Regulate Gene Expression Linked To Cholesterol Transport And Efflux R-HSA-9029569,Reactome_2022,1.427793640642829,Upregulated,0.1337281936368263,17/31,28.86%
Regucalcin In Proximal Tubule Epithelial Kidney Cells WP4838,WikiPathways_2024_Human,1.4277397643496568,Upregulated,0.1336681909154033,13/24,30.74%
Regulation Of RUNX3 Expression And Activity R-HSA-8941858,Reactome_2022,1.427587187721798,Upregulated,0.1336991646669758,31/51,39.07%
Outflow Tract Septum Morphogenesis (GO:0003148),GO_Biological_Process_2025,1.427570394901951,Upregulated,0.1336062643340516,10/24,15.45%
Oxidative Stress Response WP408,WikiPathways_2024_Human,1.4268828872409998,Upregulated,0.1341123311066263,8/29,15.61%
Signaling By B Cell Receptor (BCR) R-HSA-983705,Reactome_2022,1.426617672114298,Upregulated,0.1342228077046424,27/95,21.99%
Insulin Receptor Binding (GO:0005158),GO_Molecular_Function_2025,1.4263524049856406,Upregulated,0.1343446324800362,6/18,13.49%
ncRNAs In Wnt Signaling In Hepatocellular Carcinoma WP4336,WikiPathways_2024_Human,1.4262991269875316,Upregulated,0.134272078664902,31/73,24.29%
Gastric acid secretion,KEGG_2021_Human,1.4260559662268528,Upregulated,0.1344010638400627,25/62,18.00%
Calcium Ion Import Into Cytosol (GO:1902656),GO_Biological_Process_2025,1.4259241857292932,Upregulated,0.1344246925816034,9/23,15.44%
Synthesis Of PC R-HSA-1483191,Reactome_2022,1.4254878487284446,Upregulated,0.1347010854347423,7/26,8.41%
Endosome Membrane (GO:0010008),GO_Cellular_Component_2025,1.4253421675688025,Upregulated,0.1347490354426836,104/326,23.73%
Small GTPase Binding (GO:0031267),GO_Molecular_Function_2025,1.4253368434782654,Upregulated,0.1346461280078263,54/173,24.31%
Glycosaminoglycan Degradation WP4815,WikiPathways_2024_Human,1.4251028475822298,Upregulated,0.1347587291041229,13/17,36.50%
ERK1 and ERK2 Cascade (GO:0070371),GO_Biological_Process_2025,1.4244557207587398,Upregulated,0.1352433943435837,10/20,24.27%
Physico Chemical Features And Toxicity Associated Pathways WP3680,WikiPathways_2024_Human,1.4242078107639733,Upregulated,0.1353667733993252,23/62,23.04%
Glycosaminoglycan degradation,KEGG_2021_Human,1.4238852910860296,Upregulated,0.135557747043648,15/19,38.35%
Positive Regulation of Immune System Process (GO:0002684),GO_Biological_Process_2025,1.4235192143341315,Upregulated,0.1358153350729458,9/19,22.64%
Axoneme Assembly (GO:0035082),GO_Biological_Process_2025,1.4221610096496191,Upregulated,0.1369915517989811,18/33,29.50%
Leishmania Infection R-HSA-9658195,Reactome_2022,1.4219713412152246,Upregulated,0.137068305000344,63/198,20.85%
Positive Regulation of Protein Transport (GO:0051222),GO_Biological_Process_2025,1.421901328041853,Upregulated,0.1370285090048442,22/65,23.74%
Glutathione Transferase Activity (GO:0004364),GO_Molecular_Function_2025,1.4218026002339976,Upregulated,0.1370107418682689,5/24,14.87%
Organic Cation Transport (GO:0015695),GO_Biological_Process_2025,1.4214149649436656,Upregulated,0.1372588055897535,23/57,25.00%
Positive Regulation of Notch Signaling Pathway (GO:0045747),GO_Biological_Process_2025,1.4203799708838132,Upregulated,0.1381359220395864,10/27,18.98%
Intestinal immune network for IgA production,KEGG_2021_Human,1.4202543686731146,Upregulated,0.1381497685828519,12/18,33.82%
Positive Regulation of Granulocyte Chemotaxis (GO:0071624),GO_Biological_Process_2025,1.4199768094573384,Upregulated,0.1383127967330165,6/16,14.69%
Positive Regulation of Nitric Oxide Biosynthetic Process (GO:0045429),GO_Biological_Process_2025,1.4196646820033247,Upregulated,0.1383733323836827,9/26,16.44%
Positive Regulation of Nitric Oxide Metabolic Process (GO:1904407),GO_Biological_Process_2025,1.4196646820033247,Upregulated,0.1383733323836827,9/26,16.44%
Endopeptidase Inhibitor Activity (GO:0004866),GO_Molecular_Function_2025,1.4193063300345,Upregulated,0.138585134369566,30/66,28.25%
Endosome Transport via Multivesicular Body Sorting Pathway (GO:0032509),GO_Biological_Process_2025,1.4190764137524026,Upregulated,0.1386802029416883,10/20,16.28%
Mitochondrial Fatty Acid Oxidation Disorders WP5123,WikiPathways_2024_Human,1.4179936999909897,Upregulated,0.139573879622479,12/18,32.30%
Gap Junction Trafficking And Regulation R-HSA-157858,Reactome_2022,1.4179521004898958,Upregulated,0.1394912724580614,9/26,14.34%
Protein Phosphatase Binding (GO:0019903),GO_Molecular_Function_2025,1.4178307211919523,Upregulated,0.1394974962148377,30/96,21.09%
Diseases Of Programmed Cell Death R-HSA-9645723,Reactome_2022,1.4172611769175836,Upregulated,0.1399250959299485,12/40,13.88%
Regulation of Wnt Signaling Pathway (GO:0030111),GO_Biological_Process_2025,1.4172190224586263,Upregulated,0.139850456909268,32/94,21.76%
Signaling By High-Kinase Activity BRAF Mutants R-HSA-6802948,Reactome_2022,1.41678067418828,Upregulated,0.1401250570138109,12/30,19.54%
Interleukin Receptor SHC Signaling R-HSA-912526,Reactome_2022,1.41630961773176,Upregulated,0.1404562881144496,11/18,26.61%
Response to Type II Interferon (GO:0034341),GO_Biological_Process_2025,1.416282233254405,Upregulated,0.1403693572995831,9/35,13.01%
"Wnt Signaling Pathway, Planar Cell Polarity Pathway (GO:0060071)",GO_Biological_Process_2025,1.4159051976933772,Upregulated,0.1406212216095522,14/25,28.69%
Negative Regulation of Protein Metabolic Process (GO:0051248),GO_Biological_Process_2025,1.4158744008412614,Upregulated,0.1405383072236149,22/122,10.49%
