ES,NES,NOM p-val,FDR q-val,FWER p-val,Tag %,Gene %,Lead_genes,Database,Pathway,Direction
-0.5264470965099526,-2.0502484437415354,0.0,0.002540291675282465,0.332,24/37,32.11%,AAAS;NUP37;NUP85;NUP93;NUP43;NUP42;NUP88;SYMPK;NUP50;CPSF1;CPSF2;NUP153;SEC13;NUP107;RANBP2;NUP205;NUP133;WDR33;NUP62;NUP188;POM121;POM121C;NUP58;NUP155,Reactome_2022,Transport Of Mature mRNAs Derived From Intronless Transcripts R-HSA-159234,Downregulated
-0.44301569607747526,-2.056470935049355,0.0,0.0024100908557725,0.318,48/78,34.70%,MSL2;EPC1;ATXN7L3;BRD8;KANSL1;JADE1;MEAF6;TADA1;ZZZ3;KANSL3;H2AC20;H2AC21;H2BC1;SUPT20H;VPS72;TAF5L;RBBP7;USP22;KAT14;MCRS1;PHF20;DMAP1;KDELR2;ING3;MRGBP;TAF9;TADA3;TAF12;ACTL6A;SAP130;YEATS2;SGF29;MBIP;KAT6B;WDR5;KANSL2;TAF10;CREBBP;JADE3;HAT1;OGT;BRD1;KAT6A;KAT8;ELP3;ING4;NCOA2;GDNF,Reactome_2022,HATs Acetylate Histones R-HSA-3214847,Downregulated
-0.3733928328103511,-2.0567434163010114,0.0,0.0024071478975456004,0.316,111/222,28.94%,MSL2;MYC;DPF2;HDAC9;ACTR5;SRPK2;FBXL19;PBRM1;SS18;DSCAM;KDM1A;SMARCA4;SMARCE1;SART3;YY1;UIMC1;KDM5A;PWWP2B;WAC;GLMN;BRD9;CARM1;SMARCB1;PHF10;KMT2E;LIN54;PRMT5;VPS72;DPF1;SMARCD3;RBBP7;KDM4B;BABAM1;MTA2;GATAD2B;KDM2B;BRD2;PWWP2A;BCOR;PHF1;BCL7A;ARID1A;MIER1;DPF3;RBBP4;MCRS1;ACTR8;EHMT2;MORC2;INO80E;BAZ2B;CFDP1;RNF8;CDK9;ARID2;ZNF827;KDM2A;SFPQ;DMAP1;SATB1;MTA1;MYSM1;SKP1;SIRT7;BRD7;SIRT1;ZNHIT1;KDM5B;TDG;KDM6A;SMARCC1;SMARCAD1;NIPBL;NPM2;EHMT1;SF3B1;ARID1B;BICRA;SETD4;CHD8;PRMT8;RB1;PHF2;NPM3;YEATS2;UHRF1;USP3;KDM5D;KDM4E;KDM5C;KDM4D;KDM4F;HIRA;CTCF;SMARCD1;DDX56;RYBP;BPTF;PHB1;SUDS3;UCHL5;CHTOP;PAXIP1;HDAC6;BAZ1A;RNF2;EZH1;HDAC1;JMJD6;GATAD2A;PRMT7,GO_Biological_Process_2025,Chromatin Remodeling (GO:0006338),Downregulated
-0.40114813829768103,-2.0606467032832456,0.0,0.002314084887015406,0.302,84/149,35.50%,RPP25;EIF4A3;TARDBP;CYFIP2;EEF1A1;THOC5;DDX39B;UPF1;POP7;AAAS;CASC3;UPF3A;EIF2B3;PRMT5;EIF2B2;NUP37;PYM1;NUP85;NUP93;NUP43;NUP42;CLNS1A;NUP88;KPNB1;SMN2;SMN1;SUMO4;SUMO3;RPP38;ELAC1;NUP50;GEMIN6;PNN;NUP153;EIF1;SEC13;NUP107;XPO1;EIF4G3;EIF3I;FMR1;UBE2I;EIF3H;UPF2;RANBP2;POP4;NUP205;PAIP1;XPO5;ACIN1;EIF3J;NUP133;NUP62;EIF3D;NUP188;FUS;PHAX;SNUPN;THOC7;THOC3;PABPC1L2A;PABPC1L2B;GEMIN2;DDX20;NMD3;EIF4E2;POM121;POM121L2;POM121C;GEMIN7;FXR2;NUP58;NXT2;TGS1;RNPS1;NUP155;EIF5;TRNT1;EIF4B;EIF3G;GLE1;THOC6;NCBP2;NCBP2L,KEGG_2021_Human,RNA transport,Downregulated
-0.6521510405335899,-2.062316687190773,0.0,0.0022595815296782163,0.296,12/16,25.82%,NSF;PRKCB;TSPAN7;AP2M1;AP2B1;GRIA1;AP2A1;GRIA4;GRIA2;GRIA3;GRIP2;AP2S1,Reactome_2022,Trafficking Of GluR2-containing AMPA Receptors R-HSA-416993,Downregulated
-0.6346314424287994,-2.0627632717353577,0.0,0.0022670992275374393,0.295,12/18,18.47%,ATP6V1A;ATP6V0A2;ATP6V1B2;ATP6V1C1;ATP6V1E1;ATP6V1F;ATP6V0C;ATP6V0E2;ATP6V1H;ATP6V0D1;ATP6V1D;ATP6V1G1,GO_Cellular_Component_2025,Vacuolar Proton-Transporting V-type ATPase Complex (GO:0016471),Downregulated
-0.4750661607110927,-2.0629598970028122,0.0,0.002274705368900889,0.295,39/57,38.47%,EIF4A3;THOC5;DDX39A;RBM15B;SRSF3;DDX39B;UPF1;CASC3;NUP85;NUP88;NUP153;NUP107;XPO1;FMR1;UPF2;XPO5;NUP133;SMG5;NUP62;NUP188;PHAX;THOC7;THOC3;CHTOP;HNRNPA1;POM121;POM121L2;POM121C;NXT2;NUP155;SMG6;RBM33;GLE1;THOC6;SMG7;NCBP2;NOL6;NUP160;XPOT,GO_Biological_Process_2025,RNA Export From Nucleus (GO:0006405),Downregulated
-0.6217577325828841,-2.063268704998275,0.0,0.0022881651639831426,0.295,12/19,28.78%,MYC;TFDP1;TFDP2;CDC6;LIN54;RBBP4;E2F4;PCNA;MAX;RBL2;HDAC1;LIN37,Reactome_2022,Transcription Of E2F Targets Under Negative Control By DREAM Complex R-HSA-1362277,Downregulated
-0.5251217434514249,-2.06376036258205,0.0,0.002301785194721138,0.295,20/36,23.54%,SOX3;SRY;RBBP5;ASH2L;SOX4;LEF1;CTNNB1;TLE3;MEN1;CTBP1;PYGO2;TCF7L2;SOX2;AKT2;UBA52;BCL9L;XPO1;CTNNBIP1;CHD8;BCL9,Reactome_2022,Deactivation Of Beta-Catenin Transactivating Complex R-HSA-3769402,Downregulated
-0.4515733537481641,-2.0694393299274783,0.0,0.002158086361843556,0.279,40/79,31.98%,NDUFA6;COX5B;NDUFB9;NDUFAF5;COX5A;NDUFB3;NDUFS5;NDUFV1;COX18;NDUFB7;NDUFAF3;NDUFA2;NDUFAB1;SCO1;NDUFB2;COX7C;NDUFA5;TACO1;NDUFA3;CCNI;SDHD;NDUFA11;NDUFV3;NDUFS6;COX6A1;SDHA;NDUFA7;NDUFB11;COX7A2L;COA1;UQCRFS1;UQCRQ;NDUFB5;NDUFB8;NDUFA8;SURF1;NDUFS4;ECSIT;NDUFAF4;NDUFA12,Reactome_2022,Respiratory Electron Transport R-HSA-611105,Downregulated
-0.6069004539900256,-2.069775657515884,0.004796163069544364,0.0021652190797115836,0.278,14/22,18.47%,ATP6V1A;ATP6V0A2;ATP6V1B2;ATP6AP1;ATP6V1C1;ATP6V1E1;ATP6V1E2;ATP6V1F;ATP6V0C;ATP6V0E2;ATP6V1H;ATP6V0D1;ATP6V1D;ATP6V1G1,Reactome_2022,Insulin Receptor Recycling R-HSA-77387,Downregulated
