Pathway,Database,NES,Direction,FDR q-val,Tag %,Gene %
Positive Regulation of Phosphate Metabolic Process (GO:0045937),GO_Biological_Process_2025,0.943654829063232,Upregulated,0.9125263103562132,4/22,7.08%
Regulation of Mitotic Cell Cycle Spindle Assembly Checkpoint (GO:0090266),GO_Biological_Process_2025,0.943470835105401,Upregulated,0.9123944743588382,5/20,11.85%
Aggresome (GO:0016235),GO_Cellular_Component_2025,0.9429054753158096,Upregulated,0.9133941935480212,7/31,9.04%
Zymogen Activation (GO:0031638),GO_Biological_Process_2025,0.9421024410550912,Upregulated,0.9151543572163346,4/20,9.35%
Glucagon-like Peptide-1 (GLP1) Regulates Insulin Secretion R-HSA-381676,Reactome_2022,0.941324746180042,Upregulated,0.916816429978352,6/37,12.06%
Cell Cycle Checkpoints R-HSA-69620,Reactome_2022,0.9408348747647656,Upregulated,0.9175887386733604,57/248,22.21%
Positive Regulation of Intrinsic Apoptotic Signaling Pathway (GO:2001244),GO_Biological_Process_2025,0.9397021391382492,Upregulated,0.9203299051867816,5/36,11.38%
ADP Signaling Thru P2Y Purinoceptor 1 R-HSA-418592,Reactome_2022,0.9395973991898904,Upregulated,0.9199002387465268,4/21,10.80%
Fatty Acid Biosynthesis WP357,WikiPathways_2024_Human,0.939318284905119,Upregulated,0.9199964242374792,8/22,24.77%
Azathioprine ADME R-HSA-9748787,Reactome_2022,0.9389404414628778,Upregulated,0.9204616475123492,4/18,11.11%
Transition Metal Ion Transport (GO:0000041),GO_Biological_Process_2025,0.9389304322228847,Upregulated,0.9197562345398336,8/26,20.59%
Axon Guidance R-HSA-422475,Reactome_2022,0.9383344143227024,Upregulated,0.920874980513498,84/457,17.90%
Regulation of Heart Rate by Cardiac Conduction (GO:0086091),GO_Biological_Process_2025,0.9374642164243586,Upregulated,0.92286248354707,13/37,24.91%
Cul3-RING Ubiquitin Ligase Complex (GO:0031463),GO_Cellular_Component_2025,0.9373939725472182,Upregulated,0.922316401620738,14/56,20.18%
Negative Regulation of Programmed Cell Death (GO:0043069),GO_Biological_Process_2025,0.9362759905014136,Upregulated,0.9249900241605892,83/346,21.94%
L-alpha-amino Acid Transmembrane Transport (GO:1902475),GO_Biological_Process_2025,0.935773965525554,Upregulated,0.9257875650897588,9/37,20.80%
Scavenging By Class A Receptors R-HSA-3000480,Reactome_2022,0.9357051350906268,Upregulated,0.9252411004556776,7/18,20.59%
Disordered Domain Specific Binding (GO:0097718),GO_Molecular_Function_2025,0.935565236378327,Upregulated,0.924938570276696,4/17,9.03%
Positive Regulation of Triglyceride Metabolic Process (GO:0090208),GO_Biological_Process_2025,0.935040050926698,Upregulated,0.9258073039576804,4/16,10.15%
Cellular Component Assembly (GO:0022607),GO_Biological_Process_2025,0.9340322144076696,Upregulated,0.9281909202212416,50/246,17.80%
G Protein-Coupled Receptor Binding (GO:0001664),GO_Molecular_Function_2025,0.9337834292482866,Upregulated,0.9282226670714888,30/116,22.89%
"Sensory Perception Of Sweet, Bitter, And Umami (Glutamate) Taste R-HSA-9717207",Reactome_2022,0.9337438323550898,Upregulated,0.927608672547754,6/18,18.33%
NADP Metabolic Process (GO:0006739),GO_Biological_Process_2025,0.9331057719676248,Upregulated,0.9288245110422548,5/18,14.08%
Negative Regulation of Cell Growth (GO:0030308),GO_Biological_Process_2025,0.9329563004956388,Upregulated,0.9285735585524464,44/105,31.43%
Negative Regulation of Vascular Associated Smooth Muscle Cell Proliferation (GO:1904706),GO_Biological_Process_2025,0.932415198243867,Upregulated,0.9294824884890492,2/16,2.74%
Triglyceride Homeostasis (GO:0070328),GO_Biological_Process_2025,0.9322661293453663,Upregulated,0.9292416090465312,3/28,2.30%
Membrane Lipid Biosynthetic Process (GO:0046467),GO_Biological_Process_2025,0.9316285177508372,Upregulated,0.9304746032508214,16/45,28.42%
Negative Regulation of Axonogenesis (GO:0050771),GO_Biological_Process_2025,0.9310731600909864,Upregulated,0.9314161480183916,8/21,24.40%
Neuroactive ligand-receptor interaction,KEGG_2021_Human,0.9310471221007416,Upregulated,0.9307591564894584,59/194,26.80%
FGFR2 Mutant Receptor Activation R-HSA-1839126,Reactome_2022,0.9307671971799748,Upregulated,0.930864886493173,17/27,37.02%
"Unblocking Of NMDA Receptors, Glutamate Binding And Activation R-HSA-438066",Reactome_2022,0.930588894976866,Upregulated,0.930686708883282,8/16,26.98%
Neurotransmitter Receptor Activity Involved in Regulation of Postsynaptic Membrane Potential (GO:0099529),GO_Molecular_Function_2025,0.9305504160999803,Upregulated,0.9300597497904368,6/15,22.48%
Biosynthesis of unsaturated fatty acids,KEGG_2021_Human,0.9301212928351162,Upregulated,0.930655684118625,13/25,31.19%
DNA Double-Strand Break Repair R-HSA-5693532,Reactome_2022,0.9294583242453636,Upregulated,0.931901685451672,39/132,24.73%
Sodium Channel Activity (GO:0005272),GO_Molecular_Function_2025,0.929381362658408,Upregulated,0.9314056006098556,7/32,13.46%
Synthesis Of DNA R-HSA-69239,Reactome_2022,0.9293640317397804,Upregulated,0.9307351528516562,29/115,24.17%
Regulation of Fibroblast Migration (GO:0010762),GO_Biological_Process_2025,0.929126473364818,Upregulated,0.9307253371770364,13/19,40.24%
Plasma Membrane Repair (GO:0001778),GO_Biological_Process_2025,0.928789182511452,Upregulated,0.9310267618805118,6/19,24.45%
Pre-NOTCH Transcription And Translation R-HSA-1912408,Reactome_2022,0.9283245887453018,Upregulated,0.9316601433494892,8/40,15.11%
Regulation of Vascular Endothelial Cell Proliferation (GO:1905562),GO_Biological_Process_2025,0.9281350425140132,Upregulated,0.9314744038387658,4/17,17.30%
Apelin signaling pathway,KEGG_2021_Human,0.9276422789572388,Upregulated,0.9322431143650408,21/125,13.11%
Negative Regulation of mRNA Processing (GO:0050686),GO_Biological_Process_2025,0.927471096148734,Upregulated,0.932037071617336,2/16,8.10%
TGF Beta In Thyroid Cells For Epithelial Mesenchymal Transition WP3859,WikiPathways_2024_Human,0.927390943216303,Upregulated,0.9315760469852926,6/17,23.76%
G2/M DNA Damage Checkpoint R-HSA-69473,Reactome_2022,0.9271373951287912,Upregulated,0.9315807095113918,19/62,24.83%
TBP-class Protein Binding (GO:0017025),GO_Molecular_Function_2025,0.9269907470366991,Upregulated,0.9312978111048896,3/18,4.18%
Positive Regulation of Proteolysis Involved in Protein Catabolic Process (GO:1903052),GO_Biological_Process_2025,0.9269853561701772,Upregulated,0.9305881223148736,2/38,0.18%
Budding And Maturation Of HIV Virion R-HSA-162588,Reactome_2022,0.9267780949532052,Upregulated,0.9305095415981998,5/25,17.43%
Regulation of Hydrolase Activity (GO:0051336),GO_Biological_Process_2025,0.9262379823300448,Upregulated,0.9314119986640668,6/47,6.80%
Regulation of ERK1 and ERK2 Cascade (GO:0070372),GO_Biological_Process_2025,0.9259556635268388,Upregulated,0.9315212951904752,49/197,24.27%
Hydro-Lyase Activity (GO:0016836),GO_Molecular_Function_2025,0.9253517094761148,Upregulated,0.9325791706811548,7/39,10.32%
Positive Regulation of Cell Population Proliferation (GO:0008284),GO_Biological_Process_2025,0.9251717045968542,Upregulated,0.9324018016861316,93/418,21.31%
Endogenous Sterols R-HSA-211976,Reactome_2022,0.925000538220328,Upregulated,0.9322022275509758,2/20,2.01%
Familial Hyperlipidemia Type 4 WP5111,WikiPathways_2024_Human,0.9249798729992684,Upregulated,0.9315312494656248,5/18,14.46%
Protein-Cysteine S-palmitoyltransferase Activity (GO:0019706),GO_Molecular_Function_2025,0.9247128527781784,Upregulated,0.931635666783025,12/19,34.75%
Hedgehog Signaling WP4249,WikiPathways_2024_Human,0.9245684144517082,Upregulated,0.9313231394201348,6/41,11.21%
Glutathione Metabolism WP100,WikiPathways_2024_Human,0.9240545519765472,Upregulated,0.9321565193491382,5/18,13.42%
Nucleotide Excision Repair In Xeroderma Pigmentosum WP5114,WikiPathways_2024_Human,0.9237441210804656,Upregulated,0.9323715564141,11/60,11.94%
Hedgehog Signaling WP47,WikiPathways_2024_Human,0.9236820531529744,Upregulated,0.9318335606541046,2/16,4.89%
Muscle Cell Development (GO:0055001),GO_Biological_Process_2025,0.9227585477428718,Upregulated,0.9337539860467644,5/16,16.25%
Peptidase Activator Activity (GO:0016504),GO_Molecular_Function_2025,0.922215786337477,Upregulated,0.934630093766978,9/31,21.34%
Vitamin A And Carotenoid Metabolism WP716,WikiPathways_2024_Human,0.9217740968613998,Upregulated,0.9352493645597753,10/37,18.99%
Positive Regulation of Binding (GO:0051099),GO_Biological_Process_2025,0.9214582929220636,Upregulated,0.9354630568391537,11/61,11.02%
TP53 Regulates Metabolic Genes R-HSA-5628897,Reactome_2022,0.921199787499118,Upregulated,0.9355172950662898,22/80,25.84%
Protein Localization to Organelle (GO:0033365),GO_Biological_Process_2025,0.921147432794156,Upregulated,0.9349521399995884,19/136,10.99%
MAPK Signaling WP382,WikiPathways_2024_Human,0.9208376191268348,Upregulated,0.9351773147095672,38/225,16.50%
Pausing And Recovery Of Tat-mediated HIV Elongation R-HSA-167238,Reactome_2022,0.9205019091856738,Upregulated,0.9354719493018728,4/30,7.74%
Fibroblast Growth Factor Receptor Binding (GO:0005104),GO_Molecular_Function_2025,0.9200238606665524,Upregulated,0.93618834548295,12/17,37.02%
Protein Import Into Mitochondrial Matrix (GO:0030150),GO_Biological_Process_2025,0.9199943929069,Upregulated,0.935565810814829,3/16,14.51%
Metal Ion SLC Transporters R-HSA-425410,Reactome_2022,0.9196338164479236,Upregulated,0.93591555831975,6/22,18.94%
Regulation of Microtubule Polymerization or Depolymerization (GO:0031110),GO_Biological_Process_2025,0.9193076772612976,Upregulated,0.936082478227373,11/27,31.40%
Glutamatergic Synapse (GO:0098978),GO_Cellular_Component_2025,0.9191856767869216,Upregulated,0.9357322195872808,13/86,11.22%
Organophosphate Catabolic Process (GO:0046434),GO_Biological_Process_2025,0.9191418129175776,Upregulated,0.9351285349916192,2/15,4.14%
Transforming Growth Factor Beta Receptor Signaling Pathway (GO:0007179),GO_Biological_Process_2025,0.9184303533628432,Upregulated,0.9365473021961228,14/70,16.16%
Regulation of Transport (GO:0051049),GO_Biological_Process_2025,0.91832170806337,Upregulated,0.9361373198534824,18/42,28.34%
Azurophil Granule Membrane (GO:0035577),GO_Cellular_Component_2025,0.9167900682867473,Upregulated,0.939927451498697,22/51,27.46%
Positive Regulation of Viral Life Cycle (GO:1903902),GO_Biological_Process_2025,0.9166571792058742,Upregulated,0.9396093182088796,4/20,6.13%
Regulation of Activin Receptor Signaling Pathway (GO:0032925),GO_Biological_Process_2025,0.9165743306029528,Upregulated,0.9391372983303632,3/17,6.75%
Glutamatergic synapse,KEGG_2021_Human,0.9162308709639514,Upregulated,0.9394421564814134,22/97,18.69%
Lamellipodium Organization (GO:0097581),GO_Biological_Process_2025,0.9157923786424016,Upregulated,0.9400309693213256,6/28,8.86%
Negative Regulation of Protein Localization to Membrane (GO:1905476),GO_Biological_Process_2025,0.91548847036543,Upregulated,0.9402002266763017,3/25,2.55%
G1/S Transition of Mitotic Cell Cycle (GO:0000082),GO_Biological_Process_2025,0.9151947976904335,Upregulated,0.9403441879231228,18/58,29.29%
Voltage-Gated Monoatomic Cation Channel Activity (GO:0022843),GO_Molecular_Function_2025,0.915063513598936,Upregulated,0.9400149789078724,14/57,17.87%
Placenta Development (GO:0001890),GO_Biological_Process_2025,0.914129529994312,Upregulated,0.9419986273325688,2/19,3.09%
Iron-Sulfur Cluster Binding (GO:0051536),GO_Molecular_Function_2025,0.9140187802391012,Upregulated,0.9416314958184182,8/29,20.42%
Cooperation Of PDCL (PhLP1) And TRiC/CCT In G-protein Beta Folding R-HSA-6814122,Reactome_2022,0.9138221503672485,Upregulated,0.941508470191928,4/33,10.80%
Response to Interleukin-1 (GO:0070555),GO_Biological_Process_2025,0.9136822212456828,Upregulated,0.9412024962237372,1/52,0.01%
Membrane Organization (GO:0061024),GO_Biological_Process_2025,0.913472865365086,Upregulated,0.9410976105225372,34/163,18.77%
Protein Localization to Chromosome (GO:0034502),GO_Biological_Process_2025,0.9130331579845584,Upregulated,0.9416435172817434,10/47,11.77%
Microtubule Cytoskeleton Regulation WP2038,WikiPathways_2024_Human,0.9129608195087188,Upregulated,0.94116148293638,19/46,27.63%
Endoderm Formation (GO:0001706),GO_Biological_Process_2025,0.9124315183596564,Upregulated,0.9420352905475388,5/34,7.48%
Amphetamine addiction,KEGG_2021_Human,0.9123125924765808,Upregulated,0.941693096733348,20/61,27.39%
Assembly Of HIV Virion R-HSA-175474,Reactome_2022,0.9120298999934424,Upregulated,0.941828084165813,4/16,22.77%
Defective Homologous Recombination Repair (HRR) Due To BRCA2 Loss Of Function R-HSA-9701190,Reactome_2022,0.9116136073925748,Upregulated,0.9423689724364592,13/40,21.84%
Steroid Biosynthetic Process (GO:0006694),GO_Biological_Process_2025,0.911494338381416,Upregulated,0.94202669365957,4/16,23.08%
Serotonin Receptor 4 6 7 And NR3C Signaling WP734,WikiPathways_2024_Human,0.9111764878538364,Upregulated,0.9422680910214128,5/19,17.72%
Nuclear Receptor Transcription Pathway R-HSA-383280,Reactome_2022,0.9088440134877724,Upregulated,0.9482898909289258,5/46,5.50%
Anaphase-Promoting Complex-Dependent Catabolic Process (GO:0031145),GO_Biological_Process_2025,0.9088055283407512,Upregulated,0.9477031886044576,3/20,5.97%
Positive Regulation of DNA Biosynthetic Process (GO:2000573),GO_Biological_Process_2025,0.9087132988308032,Upregulated,0.9472783537028878,12/40,22.58%
Negative Regulation of RNA Splicing (GO:0033119),GO_Biological_Process_2025,0.9085325270358904,Upregulated,0.9471132319903726,2/20,8.10%
Metabolic Reprogramming In Pancreatic Cancer WP5220,WikiPathways_2024_Human,0.9083754429638397,Upregulated,0.946848415387303,7/41,15.30%
Positive Regulation of Translational Initiation (GO:0045948),GO_Biological_Process_2025,0.9083140189606838,Upregulated,0.9462982301936947,6/20,14.99%
11P11 2 Copy Number Variation Syndrome WP5348,WikiPathways_2024_Human,0.9079373151808472,Upregulated,0.946694489384052,8/52,10.98%
Regulation of Lipid Catabolic Process (GO:0050994),GO_Biological_Process_2025,0.9075274077285296,Upregulated,0.9471712540764572,6/21,19.72%
Signaling By NOTCH2 R-HSA-1980145,Reactome_2022,0.9074758275672496,Upregulated,0.946628060145096,3/31,4.02%
Calcium Channel Activity (GO:0005262),GO_Molecular_Function_2025,0.9074034952104628,Upregulated,0.9461204639578096,17/80,16.79%
Positive Regulation of Neuron Apoptotic Process (GO:0043525),GO_Biological_Process_2025,0.9073075178917644,Upregulated,0.9456675660063052,4/33,8.52%
Carboxylic Acid Transmembrane Transport (GO:1905039),GO_Biological_Process_2025,0.9072515831050276,Upregulated,0.9451512558921192,7/47,9.79%
Purine Ribonucleotide Metabolic Process (GO:0009150),GO_Biological_Process_2025,0.907188182674495,Upregulated,0.9446207503432368,16/49,23.44%
Positive Regulation of Supramolecular Fiber Organization (GO:1902905),GO_Biological_Process_2025,0.9068078294441272,Upregulated,0.9450084217388762,20/88,18.75%
Activation Of BAD And Translocation To Mitochondria R-HSA-111447,Reactome_2022,0.9063119896129304,Upregulated,0.9457492942589896,5/15,24.83%
Fluid shear stress and atherosclerosis,KEGG_2021_Human,0.9063095796064772,Upregulated,0.9450541135917424,40/128,26.15%
FGFR2 Alternative Splicing R-HSA-6803529,Reactome_2022,0.906111039598362,Upregulated,0.9449387704870432,7/26,17.62%
Phosphatidylethanolamine Metabolic Process (GO:0046337),GO_Biological_Process_2025,0.906039578313637,Upregulated,0.9444455638643102,5/21,13.16%
"Transport Of Bile Salts And Organic Acids, Metal Ions And Amine Compounds R-HSA-425366",Reactome_2022,0.905932767102668,Upregulated,0.944024585617716,16/64,21.86%
Microtubule Depolymerization (GO:0007019),GO_Biological_Process_2025,0.905734651669902,Upregulated,0.9439019230075956,2/15,6.81%
Calcium Ion Import (GO:0070509),GO_Biological_Process_2025,0.9057249348503232,Upregulated,0.9432356587812872,9/31,16.08%
Negative Regulation of DNA Metabolic Process (GO:0051053),GO_Biological_Process_2025,0.9043608258769578,Upregulated,0.9464126918990244,11/31,21.95%
Transport Along Microtubule (GO:0010970),GO_Biological_Process_2025,0.9042329535611704,Upregulated,0.9460616053657396,5/18,13.20%
Fatty Acid Oxidation (GO:0019395),GO_Biological_Process_2025,0.9035611647221312,Upregulated,0.9472669503376316,10/49,12.27%
Regulation of Cellular Response to Growth Factor Stimulus (GO:0090287),GO_Biological_Process_2025,0.9029470887668368,Upregulated,0.9483127310160144,8/19,28.20%
Voltage-Gated Sodium Channel Activity (GO:0005248),GO_Molecular_Function_2025,0.9023297962034016,Upregulated,0.9494038018931172,4/16,13.46%
Aortic Valve Development (GO:0003176),GO_Biological_Process_2025,0.9021227355498096,Upregulated,0.9492754484693844,15/40,22.97%
Long-term Potentiation R-HSA-9620244,Reactome_2022,0.9018725845717492,Upregulated,0.949305910171528,9/18,26.98%
Acylglycerol Homeostasis (GO:0055090),GO_Biological_Process_2025,0.9014749147379688,Upregulated,0.9497710474988196,2/19,2.30%
Dopamine Neurotransmitter Release Cycle R-HSA-212676,Reactome_2022,0.9014103914493294,Upregulated,0.9492343105169716,7/23,17.62%
Protein Neddylation (GO:0045116),GO_Biological_Process_2025,0.9013593701229736,Upregulated,0.9486995411421746,10/20,28.08%
Regulation of Cytosolic Calcium Ion Concentration (GO:0051480),GO_Biological_Process_2025,0.9013122626461766,Upregulated,0.9481177519997878,8/30,17.08%
Hexose Transmembrane Transport (GO:0008645),GO_Biological_Process_2025,0.9010534111132396,Upregulated,0.948161333408882,5/15,17.51%
Virus Receptor Activity (GO:0001618),GO_Molecular_Function_2025,0.9009667107202732,Upregulated,0.9476992364499496,8/26,17.47%
Actin Filament Organization (GO:0007015),GO_Biological_Process_2025,0.9008596787356424,Upregulated,0.9473049450750968,32/148,17.94%
NGF-stimulated Transcription R-HSA-9031628,Reactome_2022,0.9008238042074928,Upregulated,0.946717634461913,7/36,11.42%
Netrin-1 Signaling R-HSA-373752,Reactome_2022,0.9008074916564494,Upregulated,0.9460653240531064,5/44,3.48%
Positive Regulation of Cell Division (GO:0051781),GO_Biological_Process_2025,0.9007439280000762,Upregulated,0.9455449940728992,19/33,35.51%
Negative Regulation of Nucleocytoplasmic Transport (GO:0046823),GO_Biological_Process_2025,0.9005914818559958,Upregulated,0.9452878773987604,5/17,15.72%
Nicotinate Metabolism R-HSA-196807,Reactome_2022,0.9004804259135025,Upregulated,0.9449061633843256,8/29,19.87%
Regulation of Protein Transport (GO:0051223),GO_Biological_Process_2025,0.9003359171512548,Upregulated,0.9446205705811014,11/22,32.22%
Vesicle (GO:0031982),GO_Cellular_Component_2025,0.8990021228681045,Upregulated,0.947634417484732,59/196,25.61%
GnRH secretion,KEGG_2021_Human,0.898959871955459,Upregulated,0.947073856363151,19/53,24.26%
Amino sugar and nucleotide sugar metabolism,KEGG_2021_Human,0.8988787719917225,Upregulated,0.946597181386843,8/45,12.70%
Positive Regulation of MAPK Cascade (GO:0043410),GO_Biological_Process_2025,0.8977948646200832,Upregulated,0.9489734308256028,30/314,8.34%
Response to BMP (GO:0071772),GO_Biological_Process_2025,0.8974153331633801,Upregulated,0.9493401960708064,5/19,12.64%
Phosphatidylserine Metabolic Process (GO:0006658),GO_Biological_Process_2025,0.8971284975217764,Upregulated,0.949465342579209,4/18,15.35%
Long-Chain fatty-acyl-CoA Metabolic Process (GO:0035336),GO_Biological_Process_2025,0.8969833245482411,Upregulated,0.9491673975209032,5/20,14.07%
Membrane Depolarization During Cardiac Muscle Cell Action Potential (GO:0086012),GO_Biological_Process_2025,0.8964717261233706,Upregulated,0.949877139691352,5/16,16.08%
Inorganic Anion Transport (GO:0015698),GO_Biological_Process_2025,0.896184813148903,Upregulated,0.9499987145543076,11/39,15.80%
Glycosaminoglycan Metabolism R-HSA-1630316,Reactome_2022,0.8961358361950588,Upregulated,0.949429207154714,22/107,17.55%
Vascular Endothelial Growth Factor Receptor Signaling Pathway (GO:0048010),GO_Biological_Process_2025,0.8960710985085145,Upregulated,0.9489262470211054,10/29,22.81%
Bicellular Tight Junction Assembly (GO:0070830),GO_Biological_Process_2025,0.8957897783291618,Upregulated,0.9490395261707392,13/35,29.30%
Positive Regulation of Wound Healing (GO:0090303),GO_Biological_Process_2025,0.8957235446211733,Upregulated,0.9485236322369268,13/37,20.09%
Protein Stabilization (GO:0050821),GO_Biological_Process_2025,0.894374720144498,Upregulated,0.9515465083787916,28/192,12.12%
Cyclin-Dependent Protein Kinase Holoenzyme Complex (GO:0000307),GO_Cellular_Component_2025,0.8942323305012032,Upregulated,0.9512337017155014,9/43,17.82%
Membrane Fusion (GO:0061025),GO_Biological_Process_2025,0.8936655609002281,Upregulated,0.9521783899773486,9/27,18.38%
Negative Regulation of Growth (GO:0045926),GO_Biological_Process_2025,0.8935339281582624,Upregulated,0.9518621040056848,39/94,31.43%
Synaptic vesicle cycle,KEGG_2021_Human,0.8930801543352248,Upregulated,0.9524247667811656,25/69,29.57%
Cell Adhesion Mediator Activity (GO:0098631),GO_Molecular_Function_2025,0.8926566661927974,Upregulated,0.9528825276950564,18/38,31.87%
Signaling To RAS R-HSA-167044,Reactome_2022,0.8920931288028053,Upregulated,0.9537349082378308,4/17,11.22%
Pyruvate Metabolism And Citric Acid (TCA) Cycle R-HSA-71406,Reactome_2022,0.8920152390185991,Upregulated,0.9532596079733414,10/47,15.01%
Complement Cascade R-HSA-166658,Reactome_2022,0.8919372785874089,Upregulated,0.9527942211503828,5/39,8.15%
Positive Regulation of T Cell Mediated Immunity (GO:0002711),GO_Biological_Process_2025,0.8917354694477452,Upregulated,0.952659919800651,7/39,8.09%
Regulation of Protein Targeting to Mitochondrion (GO:1903214),GO_Biological_Process_2025,0.8917116478928305,Upregulated,0.9520435005163228,9/35,20.99%
TRAF6-mediated Induction Of TAK1 Complex Within TLR4 Complex R-HSA-937072,Reactome_2022,0.8915025993279835,Upregulated,0.9519698130421014,2/15,6.38%
Endochondral Ossification WP474,WikiPathways_2024_Human,0.8914349018415776,Upregulated,0.9508084473687606,10/55,14.23%
Endochondral Ossification With Skeletal Dysplasias WP4808,WikiPathways_2024_Human,0.8914349018415776,Upregulated,0.9508084473687606,10/55,14.23%
Macromolecule Methylation (GO:0043414),GO_Biological_Process_2025,0.8911665991311458,Upregulated,0.9508943855886316,7/21,25.35%
Tau Protein Binding (GO:0048156),GO_Molecular_Function_2025,0.8906937299396945,Upregulated,0.9514998382281894,4/39,6.85%
HIV Elongation Arrest And Recovery R-HSA-167287,Reactome_2022,0.8904751248087942,Upregulated,0.9514009800296142,4/32,7.74%
General Transcription Initiation Factor Binding (GO:0140296),GO_Molecular_Function_2025,0.8904438840392143,Upregulated,0.9508131799006746,7/31,14.95%
Retrograde Transport At Trans-Golgi-Network R-HSA-6811440,Reactome_2022,0.8904384292717445,Upregulated,0.950151157538225,7/45,10.78%
Negative Regulation of Neuron Projection Development (GO:0010977),GO_Biological_Process_2025,0.8890599081435965,Upregulated,0.953208808236412,9/49,15.96%
Steroid Metabolic Process (GO:0008202),GO_Biological_Process_2025,0.8886865528123915,Upregulated,0.953514097719058,22/62,26.24%
Transmitter-Gated Monoatomic Ion Channel Activity Involved in Regulation of Postsynaptic Membrane Potential (GO:1904315),GO_Molecular_Function_2025,0.8884876186058279,Upregulated,0.9533449808658736,6/17,22.48%
Phospholipase A2 Activity (GO:0004623),GO_Molecular_Function_2025,0.8868331112358742,Upregulated,0.9571914518107476,5/22,14.12%
Protein Kinase Inhibitor Activity (GO:0004860),GO_Molecular_Function_2025,0.8858715742811585,Upregulated,0.9591084364093307,8/54,9.60%
Monoatomic Ion Transport (GO:0006811),GO_Biological_Process_2025,0.8855108566747572,Upregulated,0.9593881474347902,18/85,17.31%
Associative Learning (GO:0008306),GO_Biological_Process_2025,0.8853452392217651,Upregulated,0.9591429490782202,4/17,12.17%
Oocyte meiosis,KEGG_2021_Human,0.8850889598160216,Upregulated,0.9591208580965422,13/108,8.24%
Alpha-Ketoacid Dehydrogenase Complex (GO:0045240),GO_Cellular_Component_2025,0.8850397598798414,Upregulated,0.9585778719962044,2/16,8.44%
Tight Junction Interactions R-HSA-420029,Reactome_2022,0.8847071961342124,Upregulated,0.9588406692815256,5/24,9.08%
Cholesterol Homeostasis (GO:0042632),GO_Biological_Process_2025,0.8846368515896735,Upregulated,0.9583680055016016,12/63,15.99%
Import Into the Mitochondrion (GO:0170036),GO_Biological_Process_2025,0.8837531525256975,Upregulated,0.9601411974073956,8/41,14.51%
Axonal Transport (GO:0098930),GO_Biological_Process_2025,0.88308659800546,Upregulated,0.9612709419980184,6/38,6.13%
Positive Regulation of Blood Vessel Endothelial Cell Migration (GO:0043536),GO_Biological_Process_2025,0.8828951023489068,Upregulated,0.961115829645668,15/48,26.26%
Heme Metabolic Process (GO:0042168),GO_Biological_Process_2025,0.8818948003446179,Upregulated,0.9630959418479512,11/33,24.23%
Angiotensin II Receptor Type 1 Pathway WP5036,WikiPathways_2024_Human,0.8818034162908902,Upregulated,0.9626383775314286,7/27,16.16%
Regulation of Synapse Organization (GO:0050807),GO_Biological_Process_2025,0.8815261805256518,Upregulated,0.962693228310048,13/34,29.35%
Notch signaling pathway,KEGG_2021_Human,0.8810579026135447,Upregulated,0.963244706625297,15/54,22.97%
Glycerophospholipid metabolism,KEGG_2021_Human,0.8804810763769729,Upregulated,0.9641057754351888,22/90,19.07%
Granulocyte Chemotaxis (GO:0071621),GO_Biological_Process_2025,0.8798425056732785,Upregulated,0.9651339865028904,5/47,2.72%
Maintenance of Protein Localization in Organelle (GO:0072595),GO_Biological_Process_2025,0.8798188321207407,Upregulated,0.9645140112519974,6/19,19.98%
Regulation of Cell Cycle Phase Transition (GO:1901987),GO_Biological_Process_2025,0.8790643660919072,Upregulated,0.965789282937149,7/29,21.09%
Negative Regulation of Wnt Signaling Pathway (GO:0030178),GO_Biological_Process_2025,0.8781529453810332,Upregulated,0.9675521013702568,29/134,21.82%
Transmission Across Chemical Synapses R-HSA-112315,Reactome_2022,0.8781228234937476,Upregulated,0.9669565234802524,50/197,24.07%
Regulation Of Insulin Secretion R-HSA-422356,Reactome_2022,0.8776247059107702,Upregulated,0.9675946538547464,11/68,13.24%
Positive Regulation of Epithelial Cell Differentiation (GO:0030858),GO_Biological_Process_2025,0.8774391268296233,Upregulated,0.9674195505683092,11/19,35.37%
Sensory Perception R-HSA-9709957,Reactome_2022,0.8773144162397073,Upregulated,0.9670833480979076,37/169,18.33%
Regulation of Vascular Associated Smooth Muscle Cell Proliferation (GO:1904705),GO_Biological_Process_2025,0.8772747078123978,Upregulated,0.9665217784937398,8/37,14.95%
IKK Complex Recruitment Mediated By RIP1 R-HSA-937041,Reactome_2022,0.8772236794085544,Upregulated,0.965971657413938,3/21,6.38%
Mitophagy R-HSA-5205647,Reactome_2022,0.8769236547918818,Upregulated,0.9661190621112736,11/25,30.35%
Extra-nuclear Estrogen Signaling R-HSA-9009391,Reactome_2022,0.8762135200809662,Upregulated,0.9672865690215928,26/68,34.12%
Phosphatidylinositol Bisphosphate Binding (GO:1902936),GO_Molecular_Function_2025,0.8760517610212631,Upregulated,0.9670160523047812,19/87,15.63%
Inner Mitochondrial Membrane Organization (GO:0007007),GO_Biological_Process_2025,0.8758784798634857,Upregulated,0.9668074925774128,16/37,32.07%
Transition Metal Ion Transmembrane Transporter Activity (GO:0046915),GO_Molecular_Function_2025,0.8754870182085502,Upregulated,0.967162579646612,7/31,18.94%
Negative Regulation of Developmental Process (GO:0051093),GO_Biological_Process_2025,0.8753954345777365,Upregulated,0.9667546255486428,26/98,21.31%
Positive Regulation of Proteolysis (GO:0045862),GO_Biological_Process_2025,0.8753054110611964,Upregulated,0.966332711563356,10/49,17.08%
